CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,5.5205390453,5.5231850147,5.6455860138,7101.88822699,7103.33614993
unit.000001,Euclidean_dist_1_32769,5.4997200966,5.5040419102,5.5672750473,6493.32839894,6494.62171888
unit.000002,Euclidean_dist_1_65537,5.5147480965,5.5178220272,5.6172630787,6305.0359869,6306.2089169
unit.000003,Euclidean_dist_1_98305,5.4794559479,5.4869570732,5.4900479317,6773.10252094,6773.64158797
unit.000004,Euclidean_dist_32769_1,5.4921629429,5.4965190888,5.5389480591,6086.96044707,6087.81679487
unit.000005,Euclidean_dist_32769_32769,5.5260999203,5.5291121006,5.6805319786,6431.81603694,6432.97469306
unit.000006,Euclidean_dist_32769_65537,5.5100150108,5.5136830807,5.6051399708,6133.05701494,6134.13074398
unit.000007,Euclidean_dist_32769_98305,5.5177779198,5.520539999,5.6337220669,6332.13443589,6333.95681906
unit.000008,Euclidean_dist_65537_1,5.5322809219,5.5349390507,5.7170779705,6227.92363191,6229.00741696
unit.000009,Euclidean_dist_65537_32769,5.5069830418,5.5098240376,5.5912239552,6235.65837097,6237.27365303
unit.000010,Euclidean_dist_65537_65537,5.4855160713,5.488959074,5.5107638836,6208.09800506,6209.4486959
unit.000011,Euclidean_dist_65537_98305,5.4965569973,5.4996900559,5.55240798,6063.51264405,6064.12614703
unit.000012,Euclidean_dist_98305_1,5.5232019424,5.5260028839,5.6599979401,6398.20745397,6399.68356109
unit.000013,Euclidean_dist_98305_32769,5.4890179634,5.4920969009,5.5253560543,6743.65223598,6744.87121391
unit.000014,Euclidean_dist_98305_65537,5.5040369034,5.5069670677,5.5792150497,6192.67814708,6193.99560905
unit.000015,Euclidean_dist_98305_98305,5.5291349888,5.5322239399,5.7032990456,6113.81491709,6114.57081389
unit.000016,ConnComp,7108.25014997,7108.29118609,7108.2941041,7171.83544588,7174.80885005
