CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,5.8007671833,5.80320811272,6.65743803978,1618.35412216,1618.67039418
unit.000001,Euclidean_dist_1_16385,5.85722613335,5.86099004745,7.10435509682,1574.20844007,1575.12698817
unit.000002,Euclidean_dist_1_32769,5.6482000351,5.65472602844,5.65788912773,1672.30211902,1672.73116612
unit.000003,Euclidean_dist_1_49153,5.66798710823,5.67229509354,5.73653697968,1628.38976812,1629.182899
unit.000004,Euclidean_dist_1_65537,5.6828751564,5.68635296822,5.79837203026,1610.22525001,1610.3511281
unit.000005,Euclidean_dist_1_81921,5.69471216202,5.69920516014,5.85615801811,1628.39598918,1629.20089698
unit.000006,Euclidean_dist_1_98305,5.70574116707,5.70849204063,5.90159201622,1549.49351907,1550.42686605
unit.000007,Euclidean_dist_1_114689,5.71869802475,5.72199296951,5.97777509689,1654.86265397,1655.16906714
unit.000008,Euclidean_dist_16385_1,5.73398709297,5.73693203926,6.06958603859,1615.25300002,1615.57290101
unit.000009,Euclidean_dist_16385_16385,5.74807715416,5.7515630722,6.19493913651,1590.34931302,1590.71508718
unit.000010,Euclidean_dist_16385_32769,5.75899910927,5.76593708992,6.25731515884,1753.76515698,1754.39322901
unit.000011,Euclidean_dist_16385_49153,5.77332305908,5.77578997612,6.39918208122,1574.19142818,1575.07259917
unit.000012,Euclidean_dist_16385_65537,5.7828001976,5.78537917137,6.46861505508,1745.24964499,1746.14105201
unit.000013,Euclidean_dist_16385_81921,5.7982480526,5.80079817772,6.62331414223,1622.605474,1622.91728806
unit.000014,Euclidean_dist_16385_98305,5.80584311485,5.80842900276,6.71322607994,1698.06010103,1698.56432509
unit.000015,Euclidean_dist_16385_114689,5.81869602203,5.82126903534,6.83044314384,1622.63409305,1622.93531609
unit.000016,Euclidean_dist_32769_1,5.82957911491,5.83835697174,6.92044615746,1644.83896017,1645.78752017
unit.000017,Euclidean_dist_32769_16385,5.85355210304,5.85644006729,7.07330608368,1611.93139815,1612.44048405
unit.000018,Euclidean_dist_32769_32769,5.65726113319,5.6610751152,5.69327807426,1694.85371614,1695.42564201
unit.000019,Euclidean_dist_32769_49153,5.67230701447,5.67516112328,5.7497689724,1715.39458919,1716.07266116
unit.000020,Euclidean_dist_32769_65537,5.68919014931,5.69186496735,5.8249270916,1819.19263411,1820.17927909
unit.000021,Euclidean_dist_32769_81921,5.69919013977,5.70197701454,5.87139296532,1648.84672308,1649.92862606
unit.000022,Euclidean_dist_32769_98305,5.71307015419,5.71589207649,5.93519806862,1644.83545899,1645.73496819
unit.000023,Euclidean_dist_32769_114689,5.72455310822,5.72740411758,6.01765608788,1615.24857497,1615.53744316
unit.000024,Euclidean_dist_49153_1,5.7399520874,5.74337315559,6.1155769825,1606.21456313,1607.16515303
unit.000025,Euclidean_dist_49153_16385,5.75155496597,5.75640916824,6.21446800232,1628.39846897,1629.23535609
unit.000026,Euclidean_dist_49153_32769,5.76837301254,5.77087712288,6.33490014076,1656.96875215,1657.27564812
unit.000027,Euclidean_dist_49153_49153,5.775837183,5.78045797348,6.41949105263,1574.23503709,1575.12627816
unit.000028,Euclidean_dist_49153_65537,5.79090619087,5.7935321331,6.55442714691,1648.85276413,1649.98119807
unit.000029,Euclidean_dist_49153_81921,5.72749614716,5.73074507713,6.03273010254,1794.337641,1795.51818013
unit.000030,Euclidean_dist_49153_98305,5.81117200851,5.81430912018,6.76723313332,1618.37232208,1618.70511699
unit.000031,Euclidean_dist_49153_114689,5.79355716705,5.79828715324,6.59375810623,1608.61952996,1609.30693603
unit.000032,Euclidean_dist_65537_1,5.81434297562,5.81868696213,6.79725408554,1618.39011812,1618.72284698
