CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,6.16202282906,6.16425204277,6.97458004951,453.284862995,454.46437788
unit.000001,Euclidean_dist_1_8193,6.00291490555,6.00541687012,6.17137002945,458.013891935,458.491143942
unit.000002,Euclidean_dist_1_16385,6.01109194756,6.01363396645,6.2077729702,398.522881031,399.506320953
unit.000003,Euclidean_dist_1_24577,5.95359802246,5.96004796028,5.96326589584,399.135107994,399.481379986
unit.000004,Euclidean_dist_1_32769,6.58462786674,6.59029889107,10.6909339428,455.965598822,457.475325823
unit.000005,Euclidean_dist_1_40961,6.19500803947,6.19749689102,7.23408889771,459.31385994,461.184388876
unit.000006,Euclidean_dist_1_49153,6.41879081726,6.42138981819,9.04960203171,453.315204859,454.620893955
unit.000007,Euclidean_dist_1_57345,6.29066300392,6.29310083389,7.68529105186,408.277900934,409.000869989
unit.000008,Euclidean_dist_1_65537,6.21482682228,6.21719193459,7.34638500214,457.936568975,457.789286852
unit.000009,Euclidean_dist_1_73729,6.20460700989,6.20706987381,7.28829693794,453.30150795,454.516523838
unit.000010,Euclidean_dist_1_81921,6.26920390129,6.27183294296,7.54276394844,460.026582003,461.290099859
unit.000011,Euclidean_dist_1_90113,6.25164794922,6.26040792465,7.48043584824,457.840278864,457.894917965
unit.000012,Euclidean_dist_1_98305,6.19752192497,6.19992589951,7.24751186371,453.297425032,454.514441967
unit.000013,Euclidean_dist_1_106497,6.13476991653,6.13763594627,6.79280900955,460.094810963,460.813802004
unit.000014,Euclidean_dist_1_114689,6.14226698875,6.14455294609,6.86888003349,459.184587002,460.918162823
unit.000015,Euclidean_dist_1_122881,6.07670497894,6.07922387123,6.47316884995,457.909402847,457.632875919
unit.000016,Euclidean_dist_8193_1,6.67023801804,6.67258381844,11.6459150314,408.283843994,409.054775
unit.000017,Euclidean_dist_8193_8193,6.027520895,6.03014588356,6.29147195816,448.385830879,449.50323987
unit.000018,Euclidean_dist_8193_16385,6.03264284134,6.03513884544,6.3148560524,456.054569006,456.886945963
unit.000019,Euclidean_dist_8193_24577,5.98335194588,5.98611402512,6.08183884621,459.296659946,460.321158886
unit.000020,Euclidean_dist_8193_32769,5.99175000191,5.99445486069,6.12144398689,460.079274893,460.572150946
unit.000021,Euclidean_dist_8193_40961,6.28207683563,6.28450703621,7.61511301994,456.078927994,457.208837032
unit.000022,Euclidean_dist_8193_49153,6.03800797462,6.04077386856,6.34043002129,453.273416042,454.408501863
unit.000023,Euclidean_dist_8193_57345,6.05580401421,6.05843281746,6.38968992233,456.122735023,456.887974977
unit.000024,Euclidean_dist_8193_65537,6.31029987335,6.31274795532,7.88433289528,459.205340862,461.345793009
unit.000025,Euclidean_dist_8193_73729,6.08473801613,6.08725500107,6.50838494301,453.27776885,454.411988974
unit.000026,Euclidean_dist_8193_81921,6.02461600304,6.02760696411,6.27922487259,456.049989939,456.83553195
unit.000027,Euclidean_dist_8193_90113,6.48494291306,6.48727798462,9.68658804893,450.685233831,452.254431009
unit.000028,Euclidean_dist_8193_98305,6.06910586357,6.07469987869,6.44848799706,448.396109819,449.556313992
