CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,5.4969701767,5.5003111363,5.5292520523,6556.65335011,6557.74491215
unit.000001,Euclidean_dist_1_32769,5.5312321186,5.5342371464,5.6967740059,6275.237957,6277.183496
unit.000002,Euclidean_dist_1_65537,5.5342710018,5.5372819901,5.7184920311,6203.99762917,6204.50425911
unit.000003,Euclidean_dist_1_98305,5.4888110161,5.495043993,5.4983410835,6361.395087,6362.41420698
unit.000004,Euclidean_dist_32769_1,5.5068900585,5.5103640556,5.5674719811,6199.18462801,6200.34509706
unit.000005,Euclidean_dist_32769_32769,5.519739151,5.5223960877,5.6283471584,6638.15067196,6638.86523604
unit.000006,Euclidean_dist_32769_65537,5.525496006,5.5283830166,5.6579811573,7122.53428698,7123.15968609
unit.000007,Euclidean_dist_32769_98305,5.4937801361,5.4969379902,5.5165309906,6156.69763708,6157.22534418
unit.000008,Euclidean_dist_65537_1,5.5103361607,5.513422966,5.5800881386,6460.68131709,6461.89683414
unit.000009,Euclidean_dist_65537_32769,5.5224690437,5.52552104,5.6411960125,6259.20789218,6260.00577903
unit.000010,Euclidean_dist_65537_65537,5.5168170929,5.5196881294,5.6127090454,7004.58947897,7005.41370916
unit.000011,Euclidean_dist_65537_98305,5.53729105,5.5398771763,5.7340490818,6440.68744516,6442.38103318
unit.000012,Euclidean_dist_98305_1,5.5003931522,5.5037410259,5.5427839756,6243.77959299,6244.59559107
unit.000013,Euclidean_dist_98305_32769,5.5038161278,5.506798029,5.5554511547,6123.53512716,6124.32009101
unit.000014,Euclidean_dist_98305_65537,5.5283930302,5.5312139988,5.6753461361,6672.35423398,6674.15708208
unit.000015,Euclidean_dist_98305_98305,5.5134680271,5.5167160034,5.5972230434,6788.75216103,6790.17722416
unit.000016,ConnComp,7129.01519203,7129.05751896,7129.06207108,7189.77474999,7193.23814511
