CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,7.30681419373,7.30896115303,11.740142107,460.189228058,465.29848218
unit.000001,Euclidean_dist_1_8193,6.22518110275,6.2278470993,6.4438791275,389.700026989,390.717931986
unit.000002,Euclidean_dist_1_16385,6.23322916031,6.23615098,6.52568602562,402.471259117,404.395123005
unit.000003,Euclidean_dist_1_24577,5.98659205437,5.98984909058,6.20569610596,459.500667095,461.215505123
unit.000004,Euclidean_dist_1_32769,7.38645815849,7.38877606392,12.527244091,455.335561991,456.892280102
unit.000005,Euclidean_dist_1_40961,6.23618412018,6.2394900322,6.55144500732,390.706586123,391.797824144
unit.000006,Euclidean_dist_1_49153,7.254540205,7.25672698021,11.2547659874,460.940740108,464.928502083
unit.000007,Euclidean_dist_1_57345,6.80432415009,6.81658697128,9.25426912308,461.02256608,463.493497133
unit.000008,Euclidean_dist_1_65537,6.64282011986,6.66943717003,8.82516098022,460.212591171,463.123504162
unit.000009,Euclidean_dist_1_73729,6.62298417091,6.63546919823,8.77364516258,461.036524057,463.071017027
unit.000010,Euclidean_dist_1_81921,6.7659330368,6.77447319031,9.13025808334,460.1513381,463.388045073
unit.000011,Euclidean_dist_1_90113,6.73299002647,6.73605918884,9.01407909393,460.148104191,463.333966017
unit.000012,Euclidean_dist_1_98305,6.59671902657,6.59964513779,8.66167116165,454.908102036,456.518086195
unit.000013,Euclidean_dist_1_106497,6.42690110207,6.43310403824,7.85312199593,461.011275053,462.345545053
unit.000014,Euclidean_dist_1_114689,6.43688106537,6.43958616257,7.94582009315,460.968895197,462.397871971
unit.000015,Euclidean_dist_1_122881,6.31924200058,6.32169413567,7.20714998245,461.031350136,461.857731104
unit.000016,Euclidean_dist_8193_1,6.32433700562,6.32822799683,7.25920200348,460.251115084,461.910199165
unit.000017,Euclidean_dist_8193_8193,6.2548019886,6.25805401802,6.74154996872,455.408229113,456.305838108
unit.000018,Euclidean_dist_8193_16385,6.25815916061,6.26092219353,6.77107810974,459.508871078,461.59673214
unit.000019,Euclidean_dist_8193_24577,6.20571017265,6.20873618126,6.32888507843,460.241826057,461.436788082
unit.000020,Euclidean_dist_8193_32769,6.42385911942,6.42695903778,7.82270216942,460.906546116,462.338898182
unit.000021,Euclidean_dist_8193_40961,6.79247498512,6.80421304703,9.21072816849,459.456387043,463.491835117
unit.000022,Euclidean_dist_8193_49153,6.26613116264,6.26901912689,6.89153909683,455.180302143,456.360099077
unit.000023,Euclidean_dist_8193_57345,6.28772807121,6.29042005539,7.01958107948,460.244683981,461.700069189
unit.000024,Euclidean_dist_8193_65537,6.88762807846,6.89329004288,9.44092512131,460.101699114,463.65140605
unit.000025,Euclidean_dist_8193_73729,7.48815107346,7.4905500412,13.3800721169,460.963630199,466.419104099
unit.000026,Euclidean_dist_8193_81921,6.24482607841,6.24773597717,6.63230705261,406.630415201,411.640771151
unit.000027,Euclidean_dist_8193_90113,7.39108705521,7.39356803894,12.5754141808,474.363667011,475.720347166
unit.000028,Euclidean_dist_8193_98305,7.46187901497,7.46478915215,13.1360650063,460.201043129,466.254796028
unit.000029,Euclidean_dist_8193_106497,7.34260702133,7.3449420929,12.0791060925,460.986181974,465.510712147
unit.000030,Euclidean_dist_8193_114689,6.8280210495,6.83715820312,9.30967116356,460.217718124,463.545926094
unit.000031,Euclidean_dist_8193_122881,7.4245300293,7.43044614792,12.8408811092,459.43507719,466.045921087
unit.000032,Euclidean_dist_16385_1,7.16702413559,7.17003202438,10.6251549721,454.933000088,456.680394173
unit.000033,Euclidean_dist_16385_8193,7.22259497643,7.22532701492,10.997382164,455.075232029,456.73330617
unit.000034,Euclidean_dist_16385_16385,7.36927819252,7.37149000168,12.3292531967,460.863998175,465.616528988
unit.000035,Euclidean_dist_16385_24577,6.95551919937,6.96145915985,9.75158309937,460.925843,463.86669898
unit.000036,Euclidean_dist_16385_32769,6.58094501495,6.58359718323,8.57246017456,461.016467094,462.915220022
unit.000037,Euclidean_dist_16385_40961,6.91489720345,6.91837501526,9.52375197411,460.160470009,463.704229116
unit.000038,Euclidean_dist_16385_49153,6.92606496811,6.92855906487,9.58377218246,460.888687134,463.757815123
unit.000039,Euclidean_dist_16385_57345,6.67774415016,6.68739199638,8.88321709633,460.145538092,463.176518202
unit.000040,Euclidean_dist_16385_65537,6.71520709991,6.72659516335,8.962692976,459.409450054,463.230867147
unit.000041,Euclidean_dist_16385_73729,6.58361101151,6.5918700695,8.60018014908,460.27070117,462.918289185
unit.000042,Euclidean_dist_16385_81921,6.83719205856,6.85297417641,9.34174513817,479.076701164,479.831475973
unit.000043,Euclidean_dist_16385_90113,6.57221317291,6.58098006248,8.54262900352,459.390588999,462.867258072
unit.000044,Euclidean_dist_16385_98305,6.21269202232,6.21551918983,6.37143516541,467.144693136,468.475145102
unit.000045,Euclidean_dist_16385_106497,7.43964719772,7.44305801392,12.9625630379,455.349095106,456.998600006
unit.000046,Euclidean_dist_16385_114689,7.45472717285,7.45757818222,13.0498251915,455.128271103,457.000980139
unit.000047,Euclidean_dist_16385_122881,7.46463704109,7.46739006042,13.1692390442,461.039031982,466.256639004
unit.000048,Euclidean_dist_24577_1,6.89328813553,6.90058112144,9.46507120132,396.034393072,396.068751097
unit.000049,Euclidean_dist_24577_8193,7.27414703369,7.27642607689,11.4741871357,459.431739092,465.033579111
unit.000050,Euclidean_dist_24577_16385,7.25672602654,7.26007318497,11.2841861248,398.386998177,399.190531015
unit.000051,Euclidean_dist_24577_24577,7.26704716682,7.26937317848,11.3973121643,460.180538177,464.979524136
unit.000052,Euclidean_dist_24577_32769,7.12031602859,7.13364505768,10.4739739895,459.461740017,464.397458076
unit.000053,Euclidean_dist_24577_40961,7.16322112083,7.16692018509,10.5942420959,478.274137974,479.881957054
unit.000054,Euclidean_dist_24577_49153,7.18239116669,7.19024801254,10.7201371193,460.892147064,464.556426048
unit.000055,Euclidean_dist_24577_57345,7.21378517151,7.21629500389,10.9071581364,460.081176043,464.715264082
