Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec,TimeStamp
0,5000,0,5000,0.0,0.0,20171108-105724
5000,10000,1,5000,311.0,3709.7994238,20171108-105725
0,5000,2,5000,621.0,3407.76362104,20171108-105725
5000,10000,3,5000,933.0,3555.82882746,20171108-105725
10000,15000,4,5000,1245.0,3632.87207155,20171108-105725
15000,20000,5,5000,1557.0,3984.25665067,20171108-105725
20000,25000,6,5000,1869.0,4421.82574322,20171108-105725
25000,30000,7,5000,2179.0,4794.70239956,20171108-105725
30000,35000,8,5000,2487.0,5077.91414813,20171108-105725
35000,40000,9,5000,2799.0,5284.94097405,20171108-105725
40000,45000,10,5000,3107.0,5525.60954097,20171108-105725
45000,50000,11,5000,3418.0,5776.52633602,20171108-105725
50000,55000,12,5000,3730.0,6061.4523228,20171108-105725
55000,60000,13,5000,4040.0,6364.98178025,20171108-105725
60000,65000,14,5000,4349.0,6496.60161979,20171108-105725
65000,70000,15,5000,4656.0,6718.60471463,20171108-105725
70000,75000,16,5000,4965.0,6850.19381787,20171108-105725
75000,80000,17,5000,5278.0,6956.51709077,20171108-105725
80000,85000,18,5000,5589.0,7057.45929762,20171108-105725
85000,90000,19,5000,5900.0,7111.40660558,20171108-105725
90000,95000,20,5000,6209.0,7180.00965957,20171108-105725
95000,100000,21,5000,6520.0,7337.52548104,20171108-105725
0,5000,22,5000,6833.0,6262.53268572,20171108-105726
5000,10000,23,5000,7146.0,6268.65777067,20171108-105726
10000,15000,24,5000,7458.0,6279.20447895,20171108-105726
15000,20000,25,5000,7772.0,6291.3908357,20171108-105726
20000,25000,26,5000,8087.0,6301.6920612,20171108-105726
25000,30000,27,5000,8404.0,6449.59226655,20171108-105726
30000,35000,28,5000,8721.0,6527.18109232,20171108-105726
35000,40000,29,5000,9037.0,6609.84046614,20171108-105726
40000,45000,30,5000,9352.0,6745.15339485,20171108-105726
45000,50000,31,5000,9677.0,6822.24529591,20171108-105726
50000,55000,32,5000,10002.0,6673.73023013,20171108-105726
55000,60000,33,5000,10315.0,6667.49872666,20171108-105726
60000,65000,34,5000,10628.0,6530.30491296,20171108-105726
65000,70000,35,5000,10932.0,6523.45486712,20171108-105726
70000,75000,36,5000,11236.0,6518.66086108,20171108-105726
75000,80000,37,5000,11541.0,6515.46117977,20171108-105726
80000,85000,38,5000,11845.0,6399.20878952,20171108-105726
85000,90000,39,5000,12168.0,6502.32714255,20171108-105726
90000,95000,40,5000,12490.0,6604.54112579,20171108-105726
95000,100000,41,5000,12805.0,6660.5151166,20171108-105726
