CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,cpptraj_tr1,5.43923687935,5.44372081757,5.52747893333,46.1079428196,47.3020899296
unit.000001,cpptraj_tr2,5.4124917984,5.41659379005,5.46482682228,45.8954098225,47.1222147942
unit.000002,cpptraj_tr3,5.39564394951,5.39993000031,5.42475986481,45.5022218227,47.0715289116
unit.000003,cpptraj_tr4,5.39043092728,5.39565086365,5.41456389427,46.4055719376,47.4499268532
unit.000004,cpptraj_tr5,5.4258248806,5.43045091629,5.49603390694,46.3069519997,47.41837883
unit.000005,cpptraj_tr6,5.38601899147,5.39045190811,5.40479278564,46.0990598202,47.2211837769
unit.000006,cpptraj_tr7,5.42175388336,5.42580199242,5.48498177528,46.2077379227,47.3693249226
unit.000007,cpptraj_tr8,5.43485379219,5.43925976753,5.51741981506,46.1050238609,47.2703847885
unit.000008,cpptraj_tr9,5.39993286133,5.40399980545,5.43489193916,46.2020449638,47.3199207783
unit.000009,cpptraj_tr10,5.44799089432,5.45204687119,5.54825878143,45.9049007893,47.171959877
unit.000010,cpptraj_tr11,5.38023495674,5.38838887215,5.39241600037,46.3041269779,47.4003279209
unit.000011,cpptraj_tr12,5.40407586098,5.40842890739,5.44520187378,45.6947357655,47.1034748554
unit.000012,cpptraj_tr13,5.41660881042,5.42068791389,5.47471499443,45.9980239868,47.2032058239
unit.000013,cpptraj_tr14,5.43045687675,5.43482494354,5.50698494911,46.2051579952,47.351282835
unit.000014,cpptraj_tr15,5.44371795654,5.44800186157,5.53818082809,45.8988399506,47.1538929939
unit.000015,cpptraj_tr16,5.40847182274,5.41246676445,5.4548869133,46.1023118496,47.2524359226
