CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,cpptraj_tr1,5.54701495171,5.5511469841,5.70522689819,31.4820840359,33.0662269592
unit.000001,cpptraj_tr2,5.50221705437,5.50619387627,5.57839989662,29.3742098808,30.8700909615
unit.000002,cpptraj_tr3,5.49001288414,5.49395489693,5.54919886589,27.0639429092,28.7155470848
unit.000003,cpptraj_tr4,5.49801492691,5.50225090981,5.56880187988,30.8803429604,31.995126009
unit.000004,cpptraj_tr5,5.51015400887,5.5142018795,5.59878206253,26.8707659245,28.6204829216
unit.000005,cpptraj_tr6,5.51858091354,5.52294206619,5.61739993095,26.8732349873,28.6660730839
unit.000006,cpptraj_tr7,5.53101491928,5.53524208069,5.64740300179,31.5925159454,33.2177550793
unit.000007,cpptraj_tr8,5.53893589973,5.54307699203,5.6700220108,31.5950858593,33.2652289867
unit.000008,cpptraj_tr9,5.47643089294,5.48067593575,5.51915001869,26.8658940792,28.5713779926
unit.000009,cpptraj_tr10,5.55115890503,5.55556797981,5.71539902687,31.6910340786,33.3148610592
unit.000010,cpptraj_tr11,5.56367492676,5.56756687164,5.74627995491,31.5899810791,33.2157988548
unit.000011,cpptraj_tr12,5.55955886841,5.56365704536,5.73465108871,31.6986529827,33.3690779209
unit.000012,cpptraj_tr13,5.58361387253,5.58751392365,5.80628085136,31.4898769855,33.1190650463
unit.000013,cpptraj_tr14,5.45400190353,5.46154785156,5.46604394913,27.9681499004,29.7911748886
unit.000014,cpptraj_tr15,5.45966601372,5.46418786049,5.47820806503,29.4753379822,30.9163138866
unit.000015,cpptraj_tr16,5.46821308136,5.4725060463,5.49837398529,26.8633210659,28.5663309097
unit.000016,cpptraj_tr17,5.47247505188,5.4764020443,5.50837206841,28.4711768627,29.8412818909
unit.000017,cpptraj_tr18,5.48601603508,5.49004793167,5.53915786743,26.8683419228,28.6164689064
unit.000018,cpptraj_tr19,5.4939699173,5.49799394608,5.55907392502,30.2783739567,31.9913449287
unit.000019,cpptraj_tr20,5.50615596771,5.51019096375,5.58906602859,30.1775660515,31.9453680515
unit.000020,cpptraj_tr21,5.51411604881,5.51867198944,5.60815501213,27.4660029411,28.7197999954
unit.000021,cpptraj_tr22,5.52698707581,5.53096485138,5.63736391068,31.5849380493,33.1661350727
unit.000022,cpptraj_tr23,5.53501605988,5.53893399239,5.65686202049,31.5874869823,33.1682209969
unit.000023,cpptraj_tr24,5.46415090561,5.46835494041,5.48838186264,28.0693728924,29.7947540283
unit.000024,cpptraj_tr25,5.57966089249,5.58358597755,5.79681491852,31.6960818768,33.368270874
unit.000025,cpptraj_tr26,5.57165408134,5.57558488846,5.77709102631,31.6935620308,33.3159689903
unit.000026,cpptraj_tr27,5.57562994957,5.57963085175,5.78678393364,31.7011430264,33.4179329872
unit.000027,cpptraj_tr28,5.54305791855,5.54699087143,5.68976902962,31.7925360203,33.4186880589
unit.000028,cpptraj_tr29,5.55556893349,5.55954194069,5.72495794296,31.4847519398,33.0698368549
unit.000029,cpptraj_tr30,5.48047304153,5.48495006561,5.52941608429,26.875921011,28.6698179245
unit.000030,cpptraj_tr31,5.56760501862,5.57166695595,5.7671790123,31.4873268604,33.1162838936
unit.000031,cpptraj_tr32,5.52291607857,5.5270280838,5.62732696533,31.6885240078,33.2668569088
