TIMESTAMP        scratch-RQ       scratch-RD       scratch-WR       
1481737336 1278867 6091913472287 151958787619
1481737337 1278871 6091913472287 151958787619
1481737339 1278872 6091913472287 151958787619
1481737340 1278875 6091913472287 151958787619
1481737341 1278883 6091913472287 151958787619
1481737342 1278896 6092156007807 151958787619
1481737343 1278896 6092156007807 151958787619
1481737344 1278909 6092398543327 151958787619
1481737345 1278909 6092398543327 151958787619
1481737346 1278909 6092398543327 151958787619
1481737348 1278909 6092398543327 151958787619
1481737349 1278909 6092398543327 151958787619
1481737350 1278909 6092398543327 151958787619
1481737351 1278909 6092398543327 151958787619
1481737352 1278909 6092398543327 151958787619
1481737353 1278909 6092398543327 151958787619
1481737354 1278909 6092398543327 151958787619
1481737355 1278909 6092398543327 151958787619
1481737357 1278909 6092398543327 151958787619
1481737358 1278909 6092398543327 151958787619
1481737359 1278910 6092398543327 151958787619
1481737360 1278910 6092398543327 151958787619
1481737361 1278910 6092398543327 151958787619
1481737362 1278910 6092398543327 151958787619
1481737363 1278910 6092398543327 151958787619
1481737365 1278910 6092398543327 151958787619
1481737366 1278910 6092398543327 151958787619
1481737367 1278911 6092398543327 151958787619
1481737368 1278911 6092398543327 151958787619
1481737369 1278911 6092398543327 151958787619
1481737370 1278913 6092398543327 151958787619
1481737372 1278915 6092398543327 151958787619
1481737373 1278915 6092398543327 151958787619
1481737374 1278917 6092398543327 151958787619
1481737375 1278919 6092398543327 151958787619
1481737376 1278919 6092398543327 151958787619
1481737377 1278919 6092398543327 151958787619
1481737378 1278919 6092398543327 151958787619
1481737380 1278919 6092398543327 151958787619
1481737381 1278919 6092398543327 151958787619
1481737382 1278919 6092398543327 151958787619
1481737383 1278920 6092398543327 151958787619
1481737384 1278920 6092398543327 151958787619
1481737385 1278920 6092398543327 151958787619
1481737386 1278920 6092398543327 151958787619
1481737388 1278920 6092398543327 151958787619
1481737389 1278920 6092398543327 151958787619
1481737390 1278920 6092398543327 151958787619
1481737391 1278920 6092398543327 151958787619
1481737392 1278921 6092398543327 151958787619
1481737393 1278921 6092398543327 151958787619
1481737394 1278921 6092398543327 151958787619
1481737395 1278921 6092398543327 151958787619
