BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1507170900000 ms, 2017-10-04T21:35:03, 5, 2392, 0,1_Producer_Count
1507170960000 ms, 2017-10-04T21:36:17, 1, 59780, 5052,1_Producer_Count
1507171020000 ms, 2017-10-04T21:37:21, 1, 48237, 3861,1_Producer_Count
1507171080000 ms, 2017-10-04T21:38:18, 0, 61407, 5410,1_Producer_Count
1507171140000 ms, 2017-10-04T21:39:30, 0, 59233, 5076,1_Producer_Count
1507171200000 ms, 2017-10-04T21:40:38, 0, 68190, 5256,1_Producer_Count
1507171260000 ms, 2017-10-04T21:41:30, 17152, 86769, 5347,1_Producer_Count
1507171320000 ms, 2017-10-04T21:42:36, 20123, 101863, 5781,1_Producer_Count
1507171380000 ms, 2017-10-04T21:43:58, 20225, 94372, 5873,1_Producer_Count
1507171440000 ms, 2017-10-04T21:44:40, 51871, 135385, 5713,1_Producer_Count
1507171500000 ms, 2017-10-04T21:45:53, 62874, 143100, 5888,1_Producer_Count
1507171560000 ms, 2017-10-04T21:46:36, 99644, 156080, 5596,1_Producer_Count
1507171620000 ms, 2017-10-04T21:47:50, 82638, 141310, 5699,1_Producer_Count
1507171680000 ms, 2017-10-04T21:48:15, 116316, 138350, 2114,1_Producer_Count
1507171740000 ms, 2017-10-04T21:49:04, 88973, 90235, 0,1_Producer_Count
1507171800000 ms, 2017-10-04T21:50:01, 32895, 34177, 0,1_Producer_Count
1507171860000 ms, 2017-10-04T21:51:00, 0, 1289, 0,1_Producer_Count
1507171920000 ms, 2017-10-04T21:52:00, 1, 1290, 0,1_Producer_Count
1507171980000 ms, 2017-10-04T21:53:00, 1, 1286, 0,1_Producer_Count
1507172040000 ms, 2017-10-04T21:54:00, 1, 1294, 0,1_Producer_Count
1507172100000 ms, 2017-10-04T21:55:00, 1, 1270, 0,1_Producer_Count
1507172160000 ms, 2017-10-04T21:56:00, 2, 1296, 0,1_Producer_Count
