CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,6.36598491669,N/A,10.7099399567,45.5336718559,45.5697159767
unit.000001,Mapper-0-2,N/A,6.48612189293,N/A,17.4473869801,46.8612709045,46.897217989
unit.000002,Mapper-0-3,N/A,6.47524189949,N/A,14.6840519905,45.3823029995,45.4234118462
unit.000003,Mapper-0-4,N/A,6.39442586899,N/A,17.3460338116,46.7212159634,46.7573018074
unit.000004,Mapper-0-5,N/A,6.38370585442,N/A,10.4040248394,45.4612448215,45.4979510307
unit.000005,Mapper-0-6,N/A,6.49699902534,N/A,17.4510629177,45.4614448547,45.5007078648
unit.000006,Mapper-0-7,N/A,6.45042181015,N/A,17.4006309509,45.3829379082,45.4242808819
unit.000007,Mapper-0-8,N/A,6.43137693405,N/A,14.6788508892,45.5370600224,45.5767548084
unit.000008,Mapper-0-9,N/A,6.51878595352,N/A,19.2548859119,46.9320108891,46.9800100327
unit.000009,Mapper-0-10,N/A,6.37389183044,N/A,14.630614996,46.9249858856,46.9611508846
unit.000010,Mapper-0-11,N/A,6.50790095329,N/A,14.6866288185,46.6472358704,46.6837730408
unit.000011,Mapper-0-12,N/A,6.43959188461,N/A,14.6815829277,46.8544919491,46.8907389641
unit.000012,Mapper-0-13,N/A,6.46706390381,N/A,10.9093749523,45.605481863,45.641644001
unit.000013,Mapper-0-14,N/A,6.42027688026,N/A,17.3975789547,46.7839698792,46.8200390339
unit.000014,Mapper-0-15,N/A,6.4089050293,N/A,17.3939788342,46.7914619446,46.827064991
unit.000015,Mapper-0-16,N/A,6.52964687347,N/A,19.2580039501,46.7126128674,46.7496328354
unit.000016,Reducer-0,N/A,51.0199358463,N/A,53.9520540237,59.4416718483,60.6726949215
unit.000017,Mapper-1-1,N/A,71.5303378105,N/A,78.2331209183,108.590821981,108.628201008
unit.000018,Mapper-1-2,N/A,66.6281228065,N/A,69.9951179028,107.512953997,107.54974699
unit.000019,Mapper-1-3,N/A,70.8169188499,N/A,78.3344888687,108.630607843,108.667665958
unit.000020,Mapper-1-4,N/A,70.5295100212,N/A,77.9311330318,104.288790941,104.325085878
unit.000021,Mapper-1-5,N/A,64.3515169621,N/A,67.2814478874,96.8069269657,96.8434579372
unit.000022,Mapper-1-6,N/A,65.6296429634,N/A,68.5866339207,97.9853718281,98.0212650299
unit.000023,Mapper-1-7,N/A,64.6317360401,N/A,68.0842828751,107.441808939,107.478426933
