CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,55.9654881954,N/A,69.8764131069,84.9815371037,85.0205671787
unit.000001,Mapper-0-2,N/A,62.4823701382,N/A,75.9716451168,87.3077471256,87.3457250595
unit.000002,Mapper-0-3,N/A,66.6569240093,N/A,77.0680291653,88.7126681805,88.7487621307
unit.000003,Mapper-0-4,N/A,14.1307651997,N/A,26.0146341324,73.5547699928,73.5903840065
unit.000004,Mapper-0-5,N/A,24.8429090977,N/A,75.9601252079,88.4972710609,88.5345771313
unit.000005,Mapper-0-6,N/A,5.78135704994,N/A,18.9543972015,76.9506142139,76.9874930382
unit.000006,Mapper-0-7,N/A,5.94219517708,N/A,17.9108819962,77.0923500061,77.1288590431
unit.000007,Mapper-0-8,N/A,6.07905101776,N/A,26.0867900848,73.4839150906,73.519354105
unit.000008,Mapper-0-9,N/A,11.2435791492,N/A,26.0008940697,73.7925992012,73.8287291527
unit.000009,Mapper-0-10,N/A,15.6172201633,N/A,26.0176281929,74.0111691952,74.0510120392
unit.000010,Mapper-0-11,N/A,18.3508751392,N/A,27.0947771072,72.3028709888,72.3425421715
unit.000011,Mapper-0-12,N/A,22.8260560036,N/A,75.8542850018,88.4154992104,88.462747097
unit.000012,Mapper-0-13,N/A,26.9068851471,N/A,75.9059631824,88.461838007,88.499571085
unit.000013,Mapper-0-14,N/A,31.0885431767,N/A,69.8219611645,84.8277602196,84.8671870232
unit.000014,Mapper-0-15,N/A,51.2185080051,N/A,70.897105217,81.4394412041,81.4761860371
unit.000015,Mapper-0-16,N/A,55.5399370193,N/A,72.2241821289,85.022092104,85.0591480732
unit.000016,Mapper-0-17,N/A,57.7020640373,N/A,75.9689831734,88.6430311203,88.6787631512
unit.000017,Mapper-0-18,N/A,5.45799899101,N/A,16.2840781212,66.8277821541,66.8648312092
unit.000018,Mapper-0-19,N/A,5.69993710518,N/A,17.5105860233,73.6512160301,73.6872320175
unit.000019,Mapper-0-20,N/A,5.58481001854,N/A,16.3888280392,65.7185840607,65.7547960281
unit.000020,Mapper-0-21,N/A,5.8190510273,N/A,17.3041791916,72.3351480961,72.3718690872
unit.000021,Mapper-0-22,N/A,5.73866915703,N/A,16.4924271107,66.9415121078,66.9773440361
unit.000022,Mapper-0-23,N/A,60.0113461018,N/A,72.1202881336,88.5332171917,88.5763151646
unit.000023,Mapper-0-24,N/A,7.63807415962,N/A,25.9859690666,72.4057462215,72.4416050911
unit.000024,Mapper-0-25,N/A,6.04259109497,N/A,26.02414608,72.2327771187,72.2691481113
unit.000025,Mapper-0-26,N/A,30.4150271416,N/A,70.8489570618,84.7931702137,84.8320000172
unit.000026,Mapper-0-27,N/A,5.41936802864,N/A,12.4700059891,65.6900000572,65.7280302048
unit.000027,Mapper-0-28,N/A,6.90702700615,N/A,25.9809911251,77.0216832161,77.0582201481
