CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,7.72506403923,N/A,27.8586628437,91.845856905,91.8837480545
unit.000001,Mapper-0-2,N/A,7.83882594109,N/A,27.8547160625,90.2534680367,90.2944350243
unit.000002,Mapper-0-3,N/A,7.96355295181,N/A,28.5615489483,91.6241459846,91.6604280472
unit.000003,Mapper-0-4,N/A,8.01080703735,N/A,29.0684440136,91.3661749363,91.4037230015
unit.000004,Mapper-0-5,N/A,8.6724178791,N/A,29.1716339588,92.0873708725,92.1240470409
unit.000005,Mapper-0-6,N/A,10.8870830536,N/A,32.1079130173,91.9216308594,91.9681389332
unit.000006,Mapper-0-7,N/A,13.0631959438,N/A,33.1245129108,91.4025318623,91.4404659271
unit.000007,Mapper-0-8,N/A,15.4144909382,N/A,33.137378931,87.0048868656,87.0480668545
unit.000008,Mapper-0-9,N/A,17.6222729683,N/A,33.6370198727,91.6947669983,91.7320349216
unit.000009,Mapper-0-10,N/A,19.7860779762,N/A,34.244246006,91.475028038,91.5130250454
unit.000010,Mapper-0-11,N/A,21.9480428696,N/A,34.6437909603,92.1244049072,92.1601278782
unit.000011,Mapper-0-12,N/A,23.9694130421,N/A,35.1508100033,91.5103800297,91.5487589836
unit.000012,Mapper-0-13,N/A,26.2231340408,N/A,38.183991909,92.0498049259,92.089963913
unit.000013,Mapper-0-14,N/A,67.4945209026,N/A,90.191781044,100.650358915,100.686667919
unit.000014,Mapper-0-15,N/A,31.037184,N/A,90.1860599518,100.755894899,100.791836023
unit.000015,Mapper-0-16,N/A,34.9898109436,N/A,91.4200119972,107.750200987,107.787870884
unit.000016,Mapper-0-17,N/A,39.9869499207,N/A,91.4231078625,107.478783846,107.52023387
unit.000017,Mapper-0-18,N/A,44.8219468594,N/A,92.0311369896,107.897224903,107.934648037
unit.000018,Mapper-0-19,N/A,49.0771360397,N/A,91.2364668846,107.786569834,107.824805021
unit.000019,Mapper-0-20,N/A,54.1571528912,N/A,91.3251638412,107.387981892,107.437681913
unit.000020,Mapper-0-21,N/A,58.0234558582,N/A,91.5260770321,107.520329952,107.561698914
unit.000021,Mapper-0-22,N/A,61.8941628933,N/A,90.9022190571,102.052314043,102.08877492
unit.000022,Mapper-0-23,N/A,65.9023499489,N/A,90.7995779514,100.82801795,100.864368916
unit.000023,Mapper-0-24,N/A,69.5263779163,N/A,90.3918018341,99.4985489845,99.5359039307
unit.000024,Mapper-0-25,N/A,71.6888709068,N/A,92.0342328548,107.823536873,107.86173296
unit.000025,Mapper-0-26,N/A,73.7121310234,N/A,92.335588932,107.933580875,107.970587969
unit.000026,Mapper-0-27,N/A,75.7320668697,N/A,91.334651947,107.860662937,107.898289919
unit.000027,Mapper-0-28,N/A,79.8717288971,N/A,92.1333799362,107.675678968,107.713729858
unit.000028,Mapper-0-29,N/A,82.1915910244,N/A,89.1502640247,100.723832846,100.760175943
unit.000029,Mapper-0-30,N/A,84.4857988358,N/A,92.4425740242,107.438895941,107.480176926
unit.000030,Mapper-0-31,N/A,86.6305129528,N/A,99.089812994,111.233423948,111.270079851
unit.000031,Mapper-0-32,N/A,88.8811569214,N/A,99.0927810669,111.284173965,111.320268869
unit.000032,Mapper-0-33,N/A,91.0433409214,N/A,100.608232021,109.076678038,109.114995003
unit.000033,Mapper-0-34,N/A,93.0651669502,N/A,100.005854845,110.153123856,110.19590807
unit.000034,Mapper-0-35,N/A,6.38629603386,N/A,11.3702459335,26.6968798637,26.739084959
unit.000035,Mapper-0-36,N/A,6.40823483467,N/A,17.3719749451,78.0699670315,78.106482029
unit.000036,Mapper-0-37,N/A,6.52885699272,N/A,15.1403548717,83.4043369293,83.4410588741
unit.000037,Mapper-0-38,N/A,6.44842791557,N/A,14.432888031,69.6270489693,69.6636860371
unit.000038,Mapper-0-39,N/A,6.57224202156,N/A,17.3749790192,81.2538330555,81.2906010151
unit.000039,Mapper-0-40,N/A,6.61645007133,N/A,16.1567749977,71.7739639282,71.8111789227
unit.000040,Mapper-0-41,N/A,6.65974593163,N/A,15.4481978416,70.7359080315,70.7731149197
unit.000041,Mapper-0-42,N/A,6.70012688637,N/A,15.9525690079,69.5562229156,69.592512846
unit.000042,Mapper-0-43,N/A,6.74063587189,N/A,17.377933979,69.4509129524,69.4873359203
unit.000043,Mapper-0-44,N/A,6.77738690376,N/A,16.1606459618,69.5244250298,69.5611920357
unit.000044,Mapper-0-45,N/A,6.81670093536,N/A,17.3809099197,69.4819090366,69.5212109089
unit.000045,Mapper-0-46,N/A,78.0868179798,N/A,90.9054679871,100.607321978,100.6439569
unit.000046,Mapper-0-47,N/A,6.85855102539,N/A,17.1700959206,69.5976140499,69.643764019
unit.000047,Mapper-0-48,N/A,6.89895796776,N/A,18.4872770309,34.0105838776,34.050909996
unit.000048,Mapper-0-49,N/A,6.9510948658,N/A,19.4994750023,68.3445999622,68.381002903
