CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,81.3374960423,N/A,89.1637918949,112.672049046,112.707957983
unit.000001,Mapper-0-2,N/A,83.7914659977,N/A,88.9652340412,112.599628925,112.637855053
unit.000002,Mapper-0-3,N/A,85.5723979473,N/A,89.0658118725,111.408202887,111.445020914
unit.000003,Mapper-0-4,N/A,78.1622040272,N/A,88.6625158787,110.22991991,110.26620698
unit.000004,Mapper-0-5,N/A,5.38605093956,N/A,10.8786489964,26.0736129284,26.1152689457
unit.000005,Mapper-0-6,N/A,5.47951388359,N/A,22.3012769222,58.2423188686,58.2790000439
unit.000006,Mapper-0-7,N/A,5.40248894691,N/A,11.2845549583,24.9640939236,25.0003809929
unit.000007,Mapper-0-8,N/A,5.41901397705,N/A,12.0946040154,26.1576259136,26.2120490074
unit.000008,Mapper-0-9,N/A,5.43540501595,N/A,21.6973469257,59.4582490921,59.4947168827
unit.000009,Mapper-0-10,N/A,5.45507502556,N/A,21.7943480015,59.7127599716,59.7496590614
unit.000010,Mapper-0-11,N/A,5.49188899994,N/A,21.6941459179,59.499530077,59.5380189419
unit.000011,Mapper-0-12,N/A,5.52018809319,N/A,11.7913661003,26.0731880665,26.1139359474
unit.000012,Mapper-0-13,N/A,5.53606200218,N/A,21.8526170254,59.5291318893,59.5654439926
unit.000013,Mapper-0-14,N/A,5.55268597603,N/A,26.7581369877,56.7535989285,56.7900290489
unit.000014,Mapper-0-15,N/A,5.57782387733,N/A,23.3157188892,58.2769038677,58.3152480125
unit.000015,Mapper-0-16,N/A,5.60262298584,N/A,22.7060480118,55.5510668755,55.5883889198
unit.000016,Mapper-0-17,N/A,14.2501909733,N/A,27.7714099884,59.5998289585,59.6359519958
unit.000017,Mapper-0-18,N/A,28.6381208897,N/A,37.6456360817,59.669809103,59.7057170868
unit.000018,Mapper-0-19,N/A,5.77628087997,N/A,23.8730750084,59.9639019966,60.0000069141
unit.000019,Mapper-0-20,N/A,8.23868703842,N/A,27.0614130497,55.6221880913,55.6648430824
unit.000020,Mapper-0-21,N/A,12.0530459881,N/A,29.6880729198,56.7349159718,56.7715229988
unit.000021,Mapper-0-22,N/A,14.7770929337,N/A,27.7744848728,57.9114849567,57.9486730099
unit.000022,Mapper-0-23,N/A,16.9907040596,N/A,27.7778868675,59.8096110821,59.8519170284
unit.000023,Mapper-0-24,N/A,19.1487309933,N/A,28.0720911026,58.0226869583,58.0604469776
unit.000024,Mapper-0-25,N/A,21.3144659996,N/A,29.5924260616,59.643048048,59.6788609028
unit.000025,Mapper-0-26,N/A,23.4777479172,N/A,33.9206490517,59.9454700947,59.9823219776
unit.000026,Mapper-0-27,N/A,25.8326289654,N/A,38.1505310535,58.2042908669,58.24208498
unit.000027,Mapper-0-28,N/A,29.5863289833,N/A,38.2519419193,58.3136520386,58.3498280048
unit.000028,Mapper-0-29,N/A,34.085299015,N/A,40.1679859161,62.1066660881,62.1430590153
unit.000029,Mapper-0-30,N/A,36.2917280197,N/A,55.1909029484,65.2987439632,65.3380489349
unit.000030,Mapper-0-31,N/A,40.7664120197,N/A,59.4768519402,74.0830159187,74.119977951
unit.000031,Mapper-0-32,N/A,39.320702076,N/A,59.3749480247,74.2412450314,74.2845640182
unit.000032,Mapper-0-33,N/A,42.9296789169,N/A,60.3876740932,74.1513268948,74.2000238895
unit.000033,Mapper-0-34,N/A,44.0321810246,N/A,59.5791449547,71.6937410831,71.7310528755
unit.000034,Mapper-0-35,N/A,45.3836269379,N/A,59.8828470707,71.9102120399,71.9527680874
unit.000035,Mapper-0-36,N/A,47.7405350208,N/A,59.4800629616,74.2410700321,74.2835769653
unit.000036,Mapper-0-37,N/A,46.2461180687,N/A,59.680932045,71.7650220394,71.8016889095
unit.000037,Mapper-0-38,N/A,38.4591720104,N/A,57.9528100491,74.061136961,74.1062219143
unit.000038,Mapper-0-39,N/A,74.0672268867,N/A,77.8093528748,88.6936790943,88.7302720547
unit.000039,Mapper-0-40,N/A,48.5550808907,N/A,59.6285579205,74.154845953,74.2008929253
unit.000040,Mapper-0-41,N/A,50.8682990074,N/A,59.6368229389,71.854487896,71.8898200989
