CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,6.33939695358,N/A,16.1272759438,34.5264790058,34.5837299824
unit.000001,Mapper-0-2,N/A,6.3639228344,N/A,16.7314779758,46.2506518364,46.2862458229
unit.000002,Mapper-0-3,N/A,6.34747099876,N/A,20.9557459354,55.8962898254,55.9371519089
unit.000003,Mapper-0-4,N/A,6.33122801781,N/A,16.944893837,34.6201658249,34.6601679325
unit.000004,Mapper-0-5,N/A,6.31382489204,N/A,16.9360527992,46.3146729469,46.3539040089
unit.000005,Mapper-0-6,N/A,6.39977097511,N/A,17.239926815,42.9982459545,43.034911871
unit.000006,Mapper-0-7,N/A,6.40513586998,N/A,18.9466798306,47.4284689426,47.4703328609
unit.000007,Mapper-0-8,N/A,6.30811691284,N/A,15.7221798897,46.2411768436,46.2777450085
unit.000008,Mapper-0-9,N/A,6.35585188866,N/A,17.6389198303,47.3592739105,47.3956599236
unit.000009,Mapper-0-10,N/A,6.32537984848,N/A,17.7402169704,54.7757120132,54.822042942
unit.000010,Mapper-0-11,N/A,6.31951880455,N/A,16.9391748905,57.9749128819,58.0150668621
unit.000011,Mapper-0-12,N/A,6.38879299164,N/A,15.925609827,54.7772879601,54.8231589794
unit.000012,Mapper-0-13,N/A,6.30249094963,N/A,16.9332330227,46.1790399551,46.2161118984
unit.000013,Mapper-0-14,N/A,6.38069796562,N/A,17.9415669441,36.7567420006,36.7964169979
unit.000014,Mapper-0-15,N/A,6.26792001724,N/A,16.0257399082,44.0939898491,44.1332039833
unit.000015,Mapper-0-16,N/A,6.37260699272,N/A,20.8542609215,49.5080609322,49.5473549366
unit.000016,Reducer-0,N/A,61.7946708202,N/A,64.4631938934,71.5425620079,72.8033909798
unit.000017,Mapper-1-1,N/A,78.4646008015,N/A,84.221777916,113.444186926,113.483292818
unit.000018,Mapper-1-2,N/A,76.2755908966,N/A,79.198225975,110.255897999,110.294464827
unit.000019,Mapper-1-3,N/A,83.3224840164,N/A,91.3020029068,118.874781847,118.915153027
unit.000020,Mapper-1-4,N/A,80.6085948944,N/A,84.8271148205,102.722988844,102.759404898
unit.000021,Mapper-1-5,N/A,81.6037509441,N/A,91.2532279491,120.289250851,120.328387022
unit.000022,Mapper-1-6,N/A,82.7498860359,N/A,89.2448189259,119.17522788,119.214303017
unit.000023,Mapper-1-7,N/A,79.463162899,N/A,84.2250499725,118.785990953,118.827162027
unit.000024,Mapper-1-8,N/A,77.3217129707,N/A,83.2158799171,112.403635025,112.444038868
unit.000025,Mapper-1-9,N/A,79.888491869,N/A,84.5243918896,118.950766802,118.987072945
unit.000026,Mapper-1-10,N/A,80.8926939964,N/A,88.5410509109,119.021564007,119.060366869
unit.000027,Mapper-1-11,N/A,82.0358979702,N/A,91.3545928001,120.365060806,120.404731989
unit.000028,Mapper-1-12,N/A,77.7482619286,N/A,83.8186688423,119.096146822,119.137087822
unit.000029,Mapper-1-13,N/A,75.4140329361,N/A,78.5950379372,110.063143969,110.103394985
unit.000030,Mapper-1-14,N/A,76.4147269726,N/A,79.4964690208,110.241720915,110.281971931
unit.000031,Mapper-1-15,N/A,78.7511558533,N/A,84.4240419865,114.556250811,114.597344875
unit.000032,Mapper-1-16,N/A,75.1776340008,N/A,78.3199248314,110.168335915,110.206417799
unit.000033,Reducer-1,N/A,122.793916941,N/A,125.549640894,132.216867924,133.464636803
unit.000034,Mapper-2-1,N/A,141.970615864,N/A,145.109007835,173.64032197,173.679539919
unit.000035,Mapper-2-2,N/A,137.80962491,N/A,140.9837358,168.832021952,169.158010006
unit.000036,Mapper-2-3,N/A,143.063566923,N/A,150.631361961,190.542649984,190.583773851
unit.000037,Mapper-2-4,N/A,136.766045809,N/A,139.674642801,170.303244829,170.342829943
unit.000038,Mapper-2-5,N/A,138.482132912,N/A,142.091526985,171.37450099,171.41117692
unit.000039,Mapper-2-6,N/A,138.909657955,N/A,143.194514036,172.448190928,172.490695
unit.000040,Mapper-2-7,N/A,143.489985943,N/A,150.933396816,179.003913879,179.041388035
unit.000041,Mapper-2-8,N/A,141.200090885,N/A,144.907562971,174.797130823,174.836133003
unit.000042,Mapper-2-9,N/A,144.488180876,N/A,151.13476491,181.116058826,181.153134823
unit.000043,Mapper-2-10,N/A,144.207901001,N/A,150.981612921,172.558064938,172.597504854
unit.000044,Mapper-2-11,N/A,145.206825018,N/A,151.13814497,190.501583815,190.542068958
unit.000045,Mapper-2-12,N/A,142.345237017,N/A,149.927822828,177.88499403,177.926481962
unit.000046,Mapper-2-13,N/A,140.05360198,N/A,144.002262831,174.720707893,174.76146698
unit.000047,Mapper-2-14,N/A,137.337044001,N/A,140.680297852,172.481560946,172.521747828
unit.000048,Mapper-2-15,N/A,140.772750854,N/A,144.051501989,169.193044901,169.23070693
unit.000049,Mapper-2-16,N/A,139.627147913,N/A,143.700405836,172.526737928,172.566803932
unit.000050,Reducer-2,N/A,193.331033945,N/A,196.252400875,203.2602458,204.536564827
