CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,92.3342788219,N/A,95.4632070065,105.845568895,105.883256912
unit.000001,Mapper-0-2,N/A,95.0857439041,N/A,98.3885068893,114.317773819,114.355090857
unit.000002,Mapper-0-3,N/A,70.4747049809,N/A,87.2099528313,105.702061892,105.73900795
unit.000003,Mapper-0-4,N/A,86.9766628742,N/A,91.5411639214,101.514901876,101.55212903
unit.000004,Mapper-0-5,N/A,6.37212395668,N/A,14.8810529709,23.4887678623,23.5254049301
unit.000005,Mapper-0-6,N/A,6.36709189415,N/A,19.4429018497,56.4983599186,56.5348398685
unit.000006,Mapper-0-7,N/A,6.38011980057,N/A,19.8647749424,55.1993479729,55.2354819775
unit.000007,Mapper-0-8,N/A,6.39749884605,N/A,19.4462959766,53.8164768219,53.8553240299
unit.000008,Mapper-0-9,N/A,6.40615296364,N/A,19.4532430172,56.5350990295,56.5725908279
unit.000009,Mapper-0-10,N/A,6.41472601891,N/A,19.3374090195,52.7488310337,52.7883098125
unit.000010,Mapper-0-11,N/A,6.43137693405,N/A,19.9617788792,58.0412328243,58.3477618694
unit.000011,Mapper-0-12,N/A,6.44233703613,N/A,19.34233284,52.6068198681,52.6439139843
unit.000012,Mapper-0-13,N/A,6.44772100449,N/A,19.3534669876,52.6781799793,52.7140219212
unit.000013,Mapper-0-14,N/A,6.45868802071,N/A,19.3577539921,53.8607859612,53.8996758461
unit.000014,Mapper-0-15,N/A,6.46405482292,N/A,19.8706419468,52.7056229115,52.7420749664
unit.000015,Mapper-0-16,N/A,6.4731760025,N/A,19.4593918324,53.9366419315,53.9752328396
unit.000016,Mapper-0-17,N/A,6.48416495323,N/A,19.3617038727,53.891299963,53.9289178848
unit.000017,Mapper-0-18,N/A,6.49263095856,N/A,19.4627838135,53.9636600018,53.9997158051
unit.000018,Mapper-0-19,N/A,6.50128102303,N/A,19.9677739143,58.041741848,58.3486979008
unit.000019,Mapper-0-20,N/A,6.52134680748,N/A,19.3649849892,55.3407018185,55.3782880306
unit.000020,Mapper-0-21,N/A,6.52717995644,N/A,19.4692149162,52.6230669022,52.6644129753
unit.000021,Mapper-0-22,N/A,6.53629183769,N/A,19.3681838512,55.3770339489,55.4172749519
unit.000022,Mapper-0-23,N/A,6.54861688614,N/A,19.8769958019,56.7566869259,56.7944848537
