CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,5.78280878067,N/A,24.4014577866,58.8093378544,58.8461458683
unit.000001,Mapper-0-2,N/A,5.51901984215,N/A,11.168473959,30.076061964,30.1132388115
unit.000002,Mapper-0-3,N/A,6.49948096275,N/A,24.4047329426,60.201392889,60.2383887768
unit.000003,Mapper-0-4,N/A,5.56141090393,N/A,24.4917337894,35.3340969086,35.3826248646
unit.000004,Mapper-0-5,N/A,5.53308486938,N/A,24.4882907867,37.6348729134,37.6713218689
unit.000005,Mapper-0-6,N/A,5.46925497055,N/A,24.2815577984,58.5191078186,58.5556929111
unit.000006,Mapper-0-7,N/A,5.44258093834,N/A,11.1650769711,48.0741968155,48.1183137894
unit.000007,Mapper-0-8,N/A,5.48959779739,N/A,10.9604268074,37.5609409809,37.5993659496
unit.000008,Mapper-0-9,N/A,5.64922881126,N/A,24.3943088055,60.1300938129,60.1659297943
unit.000009,Mapper-0-10,N/A,5.54616498947,N/A,24.3847579956,60.0604679585,60.0960879326
unit.000010,Mapper-0-11,N/A,5.57454991341,N/A,24.3880228996,59.9902818203,60.026252985
unit.000011,Mapper-0-12,N/A,5.62021684647,N/A,24.5010387897,60.1306478977,60.1685400009
unit.000012,Mapper-0-13,N/A,5.63767886162,N/A,24.3910069466,60.0587480068,60.0947887897
unit.000013,Mapper-0-14,N/A,5.66246080399,N/A,24.5039358139,58.6675069332,58.7048709393
unit.000014,Mapper-0-15,N/A,5.67808699608,N/A,24.5068387985,37.6355149746,37.6724100113
unit.000015,Mapper-0-16,N/A,5.73660993576,N/A,24.3981659412,58.5948319435,58.6321389675
unit.000016,Mapper-0-17,N/A,5.75967288017,N/A,24.509857893,58.7384569645,58.7747519016
unit.000017,Mapper-0-18,N/A,6.96292901039,N/A,24.6913628578,60.2021939754,60.2392709255
unit.000018,Mapper-0-19,N/A,8.51947498322,N/A,24.6944978237,58.8100309372,58.8471438885
unit.000019,Mapper-0-20,N/A,10.5331029892,N/A,24.9955468178,58.881816864,58.9186499119
unit.000020,Mapper-0-21,N/A,5.35773086548,N/A,11.5787239075,58.524066925,58.5603208542
unit.000021,Mapper-0-22,N/A,5.6016728878,N/A,24.4980199337,58.7400708199,58.7756669521
unit.000022,Mapper-0-23,N/A,5.43410491943,N/A,19.341288805,37.5605359077,37.5998909473
unit.000023,Mapper-0-24,N/A,5.47837591171,N/A,11.2673938274,36.4520509243,36.4900069237
unit.000024,Mapper-0-25,N/A,5.69553685188,N/A,19.394974947,30.076584816,30.1144559383
unit.000025,Mapper-0-26,N/A,9.03677392006,N/A,24.8933858871,58.5899078846,58.6318309307
unit.000026,Mapper-0-27,N/A,5.588326931,N/A,24.4950180054,58.6666779518,58.7040598392
unit.000027,Mapper-0-28,N/A,5.71236896515,N/A,24.3302879333,59.9879789352,60.0239539146
unit.000028,Mapper-0-29,N/A,5.42248988152,N/A,10.5556838512,35.3320038319,35.3812057972
unit.000029,Mapper-0-30,N/A,5.50168681145,N/A,19.3921329975,36.451641798,36.4896109104
unit.000030,Mapper-0-31,N/A,5.45384287834,N/A,19.3893978596,48.0744848251,48.1174788475
unit.000031,Mapper-0-32,N/A,11.2065269947,N/A,25.0966899395,59.919716835,59.9561648369
unit.000032,Reducer-0,N/A,64.4540598392,N/A,67.2585499287,72.7089588642,73.9482958317
unit.000033,Mapper-1-1,N/A,94.2579679489,N/A,102.309501886,132.031206846,132.067609787
unit.000034,Mapper-1-2,N/A,92.0670049191,N/A,96.0795719624,118.34125495,118.377288818
unit.000035,Mapper-1-3,N/A,86.1911568642,N/A,90.1686298847,118.057266951,118.094511986
unit.000036,Mapper-1-4,N/A,91.3465089798,N/A,95.1737799644,118.200105906,118.238123894
unit.000037,Mapper-1-5,N/A,87.917536974,N/A,91.193887949,118.411332846,118.447471857
unit.000038,Mapper-1-6,N/A,83.9947519302,N/A,87.0144808292,116.434141874,116.471010923
unit.000039,Mapper-1-7,N/A,90.3467609882,N/A,94.0661327839,118.196996927,118.233383894
unit.000040,Mapper-1-8,N/A,89.9221529961,N/A,93.0580768585,117.914405823,117.950376987
unit.000041,Mapper-1-9,N/A,85.71702981,N/A,89.1331968307,118.407278776,118.444136858
unit.000042,Mapper-1-10,N/A,81.8498458862,N/A,85.0598700047,116.582573891,116.61892581
unit.000043,Mapper-1-11,N/A,93.0634698868,N/A,96.5830829144,131.959430933,131.996556997
unit.000044,Mapper-1-12,N/A,78.8365910053,N/A,82.0855169296,116.656215906,116.692511797
unit.000045,Mapper-1-13,N/A,93.4915118217,N/A,97.086140871,117.983277798,118.020991802
unit.000046,Mapper-1-14,N/A,85.0424828529,N/A,88.0238637924,116.647099972,116.683699846
unit.000047,Mapper-1-15,N/A,82.5684628487,N/A,86.5198199749,116.801468849,116.837935925
unit.000048,Mapper-1-16,N/A,87.1993458271,N/A,91.1442718506,118.127460003,118.163060904
unit.000049,Mapper-1-17,N/A,81.5713379383,N/A,85.105014801,117.984126806,118.021597862
unit.000050,Mapper-1-18,N/A,80.8993699551,N/A,84.0982429981,116.575670004,116.612182856
unit.000051,Mapper-1-19,N/A,79.1183350086,N/A,82.0884637833,116.512160778,116.548625946
unit.000052,Mapper-1-20,N/A,83.572644949,N/A,87.1184828281,118.267075777,118.303080797
unit.000053,Mapper-1-21,N/A,91.0650808811,N/A,94.5699119568,135.142983913,135.179336786
unit.000054,Mapper-1-22,N/A,77.7379329205,N/A,80.578125,116.724965811,116.766619921
unit.000055,Mapper-1-23,N/A,84.7122299671,N/A,88.1250519753,118.05636096,118.093396902
unit.000056,Mapper-1-24,N/A,88.9156348705,N/A,92.1529738903,118.129593849,118.165991783
unit.000057,Mapper-1-25,N/A,89.1987199783,N/A,93.1630549431,118.336924791,118.373192787
unit.000058,Mapper-1-26,N/A,88.194272995,N/A,91.5503578186,127.80960083,127.846544981
unit.000059,Mapper-1-27,N/A,86.7586638927,N/A,90.1719048023,118.271569967,118.307658911
unit.000060,Mapper-1-28,N/A,78.1200368404,N/A,81.083193779,116.505077839,116.541483879
unit.000061,Mapper-1-29,N/A,94.4962799549,N/A,102.610772848,135.21360898,135.250455856
unit.000062,Mapper-1-30,N/A,80.4206478596,N/A,86.5137839317,116.726944923,116.766216993
unit.000063,Mapper-1-31,N/A,92.4914159775,N/A,96.0825409889,117.912385941,117.948386908
unit.000064,Mapper-1-32,N/A,82.995857954,N/A,86.010491848,116.802316904,116.841813803
unit.000065,Reducer-1,N/A,138.152310848,N/A,140.843481779,146.630195856,147.872049809
unit.000066,Mapper-2-1,N/A,164.594805002,N/A,169.580341816,193.42235589,193.458456993
unit.000067,Mapper-2-2,N/A,163.169919968,N/A,167.967067003,193.806474924,193.843288898
unit.000068,Mapper-2-3,N/A,153.79202199,N/A,157.084656954,175.896441936,175.935042858
unit.000069,Mapper-2-4,N/A,151.261226892,N/A,154.567220926,166.607479811,166.722483873
unit.000070,Mapper-2-5,N/A,154.51235199,N/A,161.40848279,178.111478806,178.147559881
unit.000071,Mapper-2-6,N/A,155.516374826,N/A,163.226128817,180.272934914,180.3091259
unit.000072,Mapper-2-7,N/A,161.015785933,N/A,165.95199585,182.512825012,182.554832935
unit.000073,Mapper-2-8,N/A,169.97041297,N/A,173.103539944,195.95125699,195.988038778
