CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,59.6895749569,N/A,66.8880529404,90.711534977,90.7476878166
unit.000001,Mapper-0-2,N/A,70.4632308483,N/A,77.7873058319,109.73643589,109.773012877
unit.000002,Mapper-0-3,N/A,27.4939918518,N/A,52.4049808979,77.2256548405,77.2621879578
unit.000003,Mapper-0-4,N/A,28.3118619919,N/A,55.8409659863,78.4019389153,78.4379999638
unit.000004,Mapper-0-5,N/A,7.42403388023,N/A,26.2898979187,67.1765239239,67.2153959274
unit.000005,Mapper-0-6,N/A,31.9184408188,N/A,56.9648659229,90.4980099201,90.5351688862
unit.000006,Mapper-0-7,N/A,34.0833058357,N/A,55.8438978195,82.9952638149,83.0315539837
unit.000007,Mapper-0-8,N/A,29.7545888424,N/A,50.68166399,82.9197359085,82.9554419518
unit.000008,Mapper-0-9,N/A,37.1530179977,N/A,50.5819699764,78.5358629227,78.5718519688
unit.000009,Mapper-0-10,N/A,38.6006159782,N/A,51.4937307835,79.5797507763,79.6165208817
unit.000010,Mapper-0-11,N/A,40.785438776,N/A,55.8467998505,80.6884729862,80.7260949612
unit.000011,Mapper-0-12,N/A,41.6473019123,N/A,51.6964309216,78.4554998875,78.5015637875
unit.000012,Mapper-0-13,N/A,78.3822069168,N/A,88.9615569115,133.033370972,133.069077969
unit.000013,Mapper-0-14,N/A,6.65332889557,N/A,13.2364609241,48.7718508244,48.8094348907
unit.000014,Mapper-0-15,N/A,7.03351593018,N/A,24.9677159786,65.8836658001,65.9320318699
unit.000015,Mapper-0-16,N/A,7.48790192604,N/A,29.2876429558,67.5605499744,67.599657774
unit.000016,Mapper-0-17,N/A,12.7664539814,N/A,33.2387299538,67.2532258034,67.2928729057
unit.000017,Mapper-0-18,N/A,23.2527778149,N/A,38.2895457745,67.5949988365,67.6329889297
unit.000018,Mapper-0-19,N/A,52.8470637798,N/A,65.8675107956,98.412678957,98.4515068531
unit.000019,Mapper-0-20,N/A,53.7108659744,N/A,65.8704879284,98.5634198189,98.6023328304
unit.000020,Mapper-0-21,N/A,55.7757189274,N/A,65.8764519691,83.1483089924,83.2134189606
unit.000021,Mapper-0-22,N/A,56.87190485,N/A,65.87961483,83.0684988499,83.1118857861
unit.000022,Mapper-0-23,N/A,58.8155419827,N/A,66.8844919205,90.5697698593,90.6063969135
unit.000023,Mapper-0-24,N/A,61.4717209339,N/A,67.0896368027,90.851834774,90.8877577782
unit.000024,Mapper-0-25,N/A,63.4501729012,N/A,67.1929929256,90.7304339409,90.7660799026
unit.000025,Mapper-0-26,N/A,64.3153889179,N/A,69.4041697979,91.9611048698,91.9970347881
unit.000026,Mapper-0-27,N/A,66.2144398689,N/A,72.235273838,90.781940937,90.8175749779
unit.000027,Mapper-0-28,N/A,67.4083299637,N/A,77.9868488312,109.665560961,109.701869965
unit.000028,Mapper-0-29,N/A,69.9210288525,N/A,77.7839069366,131.83174777,131.868966818
unit.000029,Mapper-0-30,N/A,71.7660589218,N/A,78.1901199818,109.949368954,109.985717773
unit.000030,Mapper-0-31,N/A,74.1459779739,N/A,78.2977597713,132.945324898,133.001475811
unit.000031,Mapper-0-32,N/A,74.8193688393,N/A,78.796849966,132.870136976,132.906271935
unit.000032,Mapper-0-33,N/A,76.3189518452,N/A,79.7044098377,133.036255836,133.075863838
unit.000033,Mapper-0-34,N/A,77.0321497917,N/A,81.6177818775,132.943170786,132.998474836
unit.000034,Mapper-0-35,N/A,6.44549584389,N/A,11.3111228943,47.6637687683,47.6996049881
unit.000035,Mapper-0-36,N/A,6.36724090576,N/A,11.6123049259,47.6618258953,47.6989247799
unit.000036,Mapper-0-37,N/A,6.483689785,N/A,12.0159568787,47.5908918381,47.6269168854
unit.000037,Mapper-0-38,N/A,6.5670337677,N/A,12.2225689888,49.8823158741,49.9198408127
unit.000038,Mapper-0-39,N/A,6.61128091812,N/A,12.3229968548,46.4856178761,46.5217077732
unit.000039,Mapper-0-40,N/A,6.69371294975,N/A,13.0332307816,47.5924139023,47.6290709972
unit.000040,Mapper-0-41,N/A,6.77935600281,N/A,27.5735778809,64.6314799786,64.6670129299
unit.000041,Mapper-0-42,N/A,6.86246585846,N/A,24.7668089867,64.7755568027,64.8127958775
unit.000042,Mapper-0-43,N/A,6.90090084076,N/A,24.771239996,77.3478748798,77.3848819733
unit.000043,Mapper-0-44,N/A,6.94433283806,N/A,24.7755758762,64.7010259628,64.7379398346
unit.000044,Mapper-0-45,N/A,6.98769688606,N/A,24.8682568073,65.8145949841,65.8588719368
unit.000045,Mapper-0-46,N/A,7.07972788811,N/A,25.1727969646,72.9644448757,73.001021862
unit.000046,Mapper-0-47,N/A,7.13533592224,N/A,25.2776498795,67.5212259293,67.559376955
unit.000047,Mapper-0-48,N/A,7.22425794601,N/A,27.5825498104,67.634223938,67.6697998047
unit.000048,Mapper-0-49,N/A,7.26821780205,N/A,25.9846978188,65.8927237988,65.9324297905
unit.000049,Mapper-0-50,N/A,7.44606590271,N/A,27.5868999958,64.6967768669,64.7334589958
unit.000050,Mapper-0-51,N/A,7.47075080872,N/A,30.9049019814,72.9966328144,73.0333697796
unit.000051,Mapper-0-52,N/A,7.55435585976,N/A,29.1862738132,67.2369198799,67.2735078335
unit.000052,Mapper-0-53,N/A,7.60715794563,N/A,31.3134288788,67.667965889,67.7194178104
unit.000053,Mapper-0-54,N/A,7.73086690903,N/A,41.0340938568,58.2547879219,58.2906727791
unit.000054,Mapper-0-55,N/A,8.51771783829,N/A,32.2219569683,64.5476419926,64.5879449844
unit.000055,Mapper-0-56,N/A,10.5992248058,N/A,32.9310779572,57.2155339718,57.2532398701
unit.000056,Mapper-0-57,N/A,12.0480577946,N/A,33.2356278896,64.6257169247,64.6623289585
unit.000057,Mapper-0-58,N/A,14.2138638496,N/A,36.1656398773,67.0954129696,67.1362438202
unit.000058,Mapper-0-59,N/A,14.9326219559,N/A,34.1453619003,67.4111227989,67.447510004
unit.000059,Mapper-0-60,N/A,17.1426758766,N/A,37.176666975,67.4825758934,67.521573782
unit.000060,Mapper-0-61,N/A,18.5874848366,N/A,36.2674729824,67.3299729824,67.3762509823
unit.000061,Mapper-0-62,N/A,20.6050438881,N/A,37.1796479225,66.0528957844,66.0947728157
unit.000062,Mapper-0-63,N/A,21.3243689537,N/A,35.2574808598,67.4499847889,67.486235857
unit.000063,Mapper-0-64,N/A,24.0926029682,N/A,38.292224884,67.3785967827,67.4144508839
unit.000064,Mapper-0-65,N/A,25.3843998909,N/A,39.2259459496,70.8517999649,70.8885529041
unit.000065,Mapper-0-66,N/A,6.52353596687,N/A,12.2195949554,46.484131813,46.5205848217
unit.000066,Mapper-0-67,N/A,6.73378276825,N/A,13.3411588669,49.8829488754,49.920830965
unit.000067,Mapper-0-68,N/A,30.4716408253,N/A,56.9615719318,81.81285882,81.8493199348
unit.000068,Mapper-0-69,N/A,9.28646683693,N/A,32.224957943,58.3252198696,58.3606238365
unit.000069,Mapper-0-70,N/A,19.1603369713,N/A,38.1885199547,65.9799149036,66.0185070038
unit.000070,Mapper-0-71,N/A,34.9454338551,N/A,51.3925769329,77.2959938049,77.3319888115
unit.000071,Mapper-0-72,N/A,39.3285849094,N/A,52.608714819,80.7674119473,80.8118309975
unit.000072,Mapper-0-73,N/A,48.7852938175,N/A,63.6334819794,92.0311257839,92.0728647709
unit.000073,Mapper-0-74,N/A,57.6487398148,N/A,66.1885499954,90.8728179932,90.908905983
unit.000074,Mapper-0-75,N/A,68.2826828957,N/A,77.8856070042,109.877903938,109.91523695
unit.000075,Mapper-0-76,N/A,43.6656529903,N/A,56.9745438099,90.6597409248,90.695887804
unit.000076,Mapper-0-77,N/A,44.8179478645,N/A,57.2617578506,82.9898819923,83.0267767906
unit.000077,Mapper-0-78,N/A,46.8225359917,N/A,63.6262049675,90.8031098843,90.8388288021
unit.000078,Mapper-0-79,N/A,47.6005768776,N/A,63.6303157806,84.2099769115,84.2468469143
unit.000079,Mapper-0-80,N/A,49.6614358425,N/A,63.6364529133,91.9808478355,92.0169987679
unit.000080,Mapper-0-81,N/A,50.8296208382,N/A,65.8612148762,98.3374998569,98.3753259182
unit.000081,Mapper-0-82,N/A,32.6369159222,N/A,56.9681098461,82.9247229099,82.9608237743
unit.000082,Mapper-0-83,N/A,42.8010919094,N/A,51.3973238468,78.4723289013,78.5079298019
unit.000083,Mapper-0-84,N/A,51.6920998096,N/A,65.8642499447,98.4880108833,98.5267198086
unit.000084,Mapper-0-85,N/A,62.2916419506,N/A,67.1887497902,90.5891859531,90.6254739761
unit.000085,Mapper-0-86,N/A,72.6409378052,N/A,78.2947719097,109.807298899,109.843357801
unit.000086,Mapper-0-87,N/A,6.40782785416,N/A,11.0057358742,49.810063839,49.845761776
unit.000087,Mapper-0-88,N/A,6.82461977005,N/A,27.5779669285,77.2728829384,77.3128488064
unit.000088,Mapper-0-89,N/A,7.17725896835,N/A,26.1881458759,67.1664888859,67.2025978565
unit.000089,Mapper-0-90,N/A,7.66731476784,N/A,31.1088418961,65.9788718224,66.0171699524
unit.000090,Mapper-0-91,N/A,16.4232418537,N/A,37.2791769505,67.3079710007,67.3445048332
unit.000091,Mapper-0-92,N/A,26.0988049507,N/A,50.3715398312,77.2025878429,77.2388119698
unit.000092,Mapper-0-93,N/A,36.4365739822,N/A,52.3033399582,80.6889519691,80.7270629406
unit.000093,Mapper-0-94,N/A,45.6813647747,N/A,63.6223518848,90.5176808834,90.5542919636
unit.000094,Mapper-0-95,N/A,54.8650248051,N/A,65.8733799458,83.0680048466,83.1110107899
unit.000095,Mapper-0-96,N/A,65.3352599144,N/A,72.228607893,90.640599966,90.6769039631
unit.000096,Reducer-0,N/A,137.201643944,N/A,140.095788956,146.590693951,147.899092913
unit.000097,Mapper-1-1,N/A,177.828342915,N/A,181.651903868,307.242219925,307.279969931
unit.000098,Mapper-1-2,N/A,188.211510897,N/A,193.174319983,306.72307086,306.760077
unit.000099,Mapper-1-3,N/A,170.212062836,N/A,174.08293581,185.082563877,185.122315884
unit.000100,Mapper-1-4,N/A,198.628740788,N/A,207.584775925,308.433239937,308.470621824
unit.000101,Mapper-1-5,N/A,186.058646917,N/A,189.722638845,306.645788908,306.685594797
unit.000102,Mapper-1-6,N/A,196.841354847,N/A,207.641425848,306.960169792,307.001817942
unit.000103,Mapper-1-7,N/A,196.286531925,N/A,203.27866888,308.174818993,308.213427782
unit.000104,Mapper-1-8,N/A,168.483042002,N/A,172.667051792,182.936053991,182.972130775
unit.000105,Mapper-1-9,N/A,201.942367792,N/A,212.192062855,307.086999893,307.129447937
unit.000106,Mapper-1-10,N/A,201.363058805,N/A,212.188924789,307.838787794,307.877453804
unit.000107,Mapper-1-11,N/A,185.579699993,N/A,188.619998932,307.913800955,307.951798916
unit.000108,Mapper-1-12,N/A,174.945386887,N/A,179.838665962,187.323961973,187.368375778
unit.000109,Mapper-1-13,N/A,171.793874979,N/A,175.900532961,185.960963964,185.997551918
unit.000110,Mapper-1-14,N/A,165.900385857,N/A,170.450400829,180.492932796,180.529523849
unit.000111,Mapper-1-15,N/A,191.097139835,N/A,201.262194872,307.467996836,307.507276773
unit.000112,Mapper-1-16,N/A,192.535003901,N/A,201.559397936,306.879652977,306.92550683
unit.000113,Mapper-1-17,N/A,178.255555868,N/A,181.65513587,306.385561943,306.4220469
unit.000114,Mapper-1-18,N/A,204.722605944,N/A,212.19548893,308.395088911,308.433967829
unit.000115,Mapper-1-19,N/A,171.365612984,N/A,175.298016787,185.230297804,185.266738892
unit.000116,Mapper-1-20,N/A,153.844769955,N/A,157.15907383,167.597385883,167.639385939
unit.000117,Mapper-1-21,N/A,164.751152992,N/A,169.343123913,181.639081001,181.67757678
unit.000118,Mapper-1-22,N/A,190.370479822,N/A,201.251559973,306.796949863,306.836089849
unit.000119,Mapper-1-23,N/A,160.443346977,N/A,165.512387991,175.316695929,175.367438793
unit.000120,Mapper-1-24,N/A,194.260698795,N/A,202.874296904,308.287721872,308.324547768
unit.000121,Mapper-1-25,N/A,158.145996809,N/A,164.402282,174.189771891,174.233538866
unit.000122,Mapper-1-26,N/A,170.786199808,N/A,174.087741852,182.715127945,182.75629282
unit.000123,Mapper-1-27,N/A,154.127742767,N/A,157.162482977,167.688134909,167.733894825
unit.000124,Mapper-1-28,N/A,159.294448853,N/A,165.008442879,175.563779831,175.604407787
unit.000125,Mapper-1-29,N/A,163.749348879,N/A,169.040352821,178.992808819,179.030689955
unit.000126,Mapper-1-30,N/A,166.33085084,N/A,170.453466892,180.564487934,180.600825787
unit.000127,Mapper-1-31,N/A,179.25521493,N/A,184.006947994,306.39427495,306.435204983
unit.000128,Mapper-1-32,N/A,194.688367844,N/A,202.975123882,306.924108982,306.962615967
unit.000129,Mapper-1-33,N/A,181.123505831,N/A,185.389512777,307.987539768,308.024947882
unit.000130,Mapper-1-34,N/A,195.26314187,N/A,203.17689085,307.506008863,307.548147917
unit.000131,Mapper-1-35,N/A,187.063603878,N/A,190.527696848,306.684274912,306.722570896
unit.000132,Mapper-1-36,N/A,177.09780097,N/A,180.646439791,306.313355923,306.350219965
unit.000133,Mapper-1-37,N/A,199.780989885,N/A,212.178975821,307.002456903,307.044471979
unit.000134,Mapper-1-38,N/A,167.055909872,N/A,172.567021847,180.421460867,180.458218813
unit.000135,Mapper-1-39,N/A,169.203474998,N/A,173.779291868,185.156791925,185.195615768
unit.000136,Mapper-1-40,N/A,187.782516956,N/A,191.841021776,307.764512777,307.804352999
unit.000137,Mapper-1-41,N/A,182.556144953,N/A,186.203425884,306.527928829,306.564975977
unit.000138,Mapper-1-42,N/A,192.105649948,N/A,201.760791779,307.804776907,307.840679884
unit.000139,Mapper-1-43,N/A,159.721911907,N/A,165.109336853,174.114265919,174.151062965
unit.000140,Mapper-1-44,N/A,189.220415831,N/A,200.232909918,306.758981943,306.79812479
unit.000141,Mapper-1-45,N/A,156.279068947,N/A,164.302809,175.317258835,175.36649394
unit.000142,Mapper-1-46,N/A,155.280770779,N/A,158.66689682,169.85358882,169.890592813
unit.000143,Mapper-1-47,N/A,157.280160904,N/A,164.19875598,173.006199837,173.042882919
unit.000144,Mapper-1-48,N/A,199.054023981,N/A,207.740885973,308.248779774,308.287378788
unit.000145,Mapper-1-49,N/A,158.57387495,N/A,164.606225967,175.402469873,175.442153931
unit.000146,Mapper-1-50,N/A,189.946704865,N/A,193.376233816,308.025483847,308.064580917
unit.000147,Mapper-1-51,N/A,156.99860096,N/A,163.694039822,174.189270973,174.234055996
unit.000148,Mapper-1-52,N/A,184.429948807,N/A,187.711699963,307.35509181,307.392078876
unit.000149,Mapper-1-53,N/A,155.996575832,N/A,163.232478857,174.103457928,174.148148775
unit.000150,Mapper-1-54,N/A,193.255313873,N/A,202.164690971,308.322988987,308.360534906
unit.000151,Mapper-1-55,N/A,160.872594833,N/A,165.716566801,175.643553972,175.688653946
unit.000152,Mapper-1-56,N/A,169.633272886,N/A,173.782264948,185.889309883,185.92681694
unit.000153,Mapper-1-57,N/A,168.202974796,N/A,172.572947979,182.865154982,182.901542902
unit.000154,Mapper-1-58,N/A,167.478401899,N/A,172.570026875,182.794313908,182.830696821
unit.000155,Mapper-1-59,N/A,180.118781805,N/A,185.993402004,307.278007984,307.319143772
