CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,82.5843160152,N/A,88.1142868996,98.8803100586,98.9179270267
unit.000001,Mapper-0-2,N/A,84.7515120506,N/A,89.6228179932,98.7678818703,98.8065280914
unit.000002,Mapper-0-3,N/A,69.6476578712,N/A,83.3849010468,92.9947369099,93.0310928822
unit.000003,Mapper-0-4,N/A,21.1957778931,N/A,24.8963220119,32.7770719528,32.8145868778
unit.000004,Mapper-0-5,N/A,21.7746059895,N/A,27.9266490936,37.2350299358,37.272758007
unit.000005,Mapper-0-6,N/A,5.58155894279,N/A,17.7144939899,36.0296919346,36.0669488907
unit.000006,Mapper-0-7,N/A,26.1694998741,N/A,32.2580020428,39.3845589161,39.4217078686
unit.000007,Mapper-0-8,N/A,27.8094270229,N/A,32.3616280556,52.0516149998,52.0879240036
unit.000008,Mapper-0-9,N/A,28.1969919205,N/A,31.3532838821,39.4538428783,39.4905679226
unit.000009,Mapper-0-10,N/A,31.9581480026,N/A,35.0779869556,59.3909270763,59.4295949936
unit.000010,Mapper-0-11,N/A,30.2177000046,N/A,33.266078949,40.4923369884,40.5390729904
unit.000011,Mapper-0-12,N/A,58.3074860573,N/A,66.7627189159,85.2112619877,85.2499499321
unit.000012,Mapper-0-13,N/A,75.6343970299,N/A,84.9979019165,93.4054019451,93.442139864
unit.000013,Mapper-0-14,N/A,88.4180159569,N/A,91.6457250118,101.154797077,101.198215961
unit.000014,Mapper-0-15,N/A,36.0485210419,N/A,57.7131478786,82.8528499603,82.8898539543
unit.000015,Mapper-0-16,N/A,5.50452303886,N/A,19.8521289825,30.4136190414,30.4498529434
unit.000016,Mapper-0-17,N/A,38.4987919331,N/A,51.8749229908,74.4700789452,74.5194909573
unit.000017,Mapper-0-18,N/A,42.2628519535,N/A,54.5960059166,69.9643499851,70.0006248951
unit.000018,Mapper-0-19,N/A,44.8595039845,N/A,57.7195930481,82.8557870388,82.892950058
unit.000019,Mapper-0-20,N/A,46.9297719002,N/A,53.7895178795,70.168391943,70.2048499584
unit.000020,Mapper-0-21,N/A,48.9643380642,N/A,53.7925379276,70.0973758698,70.133603096
unit.000021,Mapper-0-22,N/A,51.137583971,N/A,57.7287828922,82.9976789951,83.0338799953
unit.000022,Mapper-0-23,N/A,57.0042519569,N/A,63.8419530392,82.9955289364,83.0318610668
unit.000023,Mapper-0-24,N/A,62.7101709843,N/A,68.5730929375,84.1027190685,84.1393039227
unit.000024,Mapper-0-25,N/A,64.6903560162,N/A,81.8615469933,93.0658118725,93.1520619392
unit.000025,Mapper-0-26,N/A,67.4787819386,N/A,83.2876410484,92.7706739902,92.8138289452
unit.000026,Mapper-0-27,N/A,68.9774849415,N/A,83.2937600613,92.9244370461,92.9606719017
unit.000027,Mapper-0-28,N/A,72.255204916,N/A,83.4862749577,93.2624778748,93.2998628616
unit.000028,Mapper-0-29,N/A,74.2823579311,N/A,83.5874660015,91.5955059528,91.6315729618
unit.000029,Mapper-0-30,N/A,77.8067829609,N/A,84.0942149162,93.5096149445,93.5485670567
unit.000030,Mapper-0-31,N/A,79.8366880417,N/A,83.9973220825,98.8433549404,98.8810739517
unit.000031,Mapper-0-32,N/A,81.8759829998,N/A,85.0007669926,93.4761118889,93.5126600266
unit.000032,Mapper-0-33,N/A,84.0328669548,N/A,90.430644989,98.9541039467,98.9952960014
unit.000033,Mapper-0-34,N/A,86.2482690811,N/A,90.6330828667,100.077928066,100.115236998
unit.000034,Mapper-0-35,N/A,87.1201798916,N/A,90.9346549511,98.9945230484,99.0362958908
unit.000035,Mapper-0-36,N/A,5.36687088013,N/A,11.4617629051,20.293587923,20.3298430443
unit.000036,Mapper-0-37,N/A,5.31323695183,N/A,10.4453320503,20.2226600647,20.2589979172
unit.000037,Mapper-0-38,N/A,5.38062000275,N/A,10.3431060314,24.546861887,24.5836088657
unit.000038,Mapper-0-39,N/A,5.39724493027,N/A,10.5811219215,29.0509810448,29.0876889229
unit.000039,Mapper-0-40,N/A,5.40838003159,N/A,11.3605649471,21.3478219509,21.387294054
unit.000040,Mapper-0-41,N/A,5.4195690155,N/A,10.6517019272,24.5929338932,24.6295568943
unit.000041,Mapper-0-42,N/A,5.44172596931,N/A,11.6630280018,24.6182639599,24.6559898853
unit.000042,Mapper-0-43,N/A,5.4528439045,N/A,11.8654720783,24.6644508839,24.7030370235
unit.000043,Mapper-0-44,N/A,5.46419000626,N/A,18.8335900307,29.1321120262,29.1735270023
unit.000044,Mapper-0-45,N/A,5.48358893394,N/A,10.9535219669,21.4005999565,21.4372329712
unit.000045,Mapper-0-46,N/A,5.49524497986,N/A,19.3472628593,28.9895820618,29.0256829262
unit.000046,Mapper-0-47,N/A,5.51692700386,N/A,13.7848038673,25.7288029194,25.7653300762
unit.000047,Mapper-0-48,N/A,5.52827095985,N/A,12.3703439236,20.2415459156,20.27739501
unit.000048,Mapper-0-49,N/A,5.54329490662,N/A,19.9030609131,29.2170388699,29.2691860199
unit.000049,Mapper-0-50,N/A,5.56781291962,N/A,18.9365439415,29.2174930573,29.2701179981
unit.000050,Mapper-0-51,N/A,5.59699392319,N/A,19.3524639606,30.3432688713,30.3797140121
unit.000051,Mapper-0-52,N/A,5.61317491531,N/A,19.7504920959,29.0604979992,29.0975780487
unit.000052,Mapper-0-53,N/A,5.62888097763,N/A,18.9397280216,34.9911670685,35.02886796
unit.000053,Mapper-0-54,N/A,5.64029407501,N/A,18.9430799484,27.8725938797,27.9089698792
unit.000054,Mapper-0-55,N/A,6.62568593025,N/A,19.9060828686,34.9217529297,34.9582328796
unit.000055,Mapper-0-56,N/A,7.35234189034,N/A,19.9092009068,29.1242589951,29.1729419231
unit.000056,Mapper-0-57,N/A,9.43715000153,N/A,20.0603480339,30.414427042,30.4510090351
unit.000057,Mapper-0-58,N/A,10.8866980076,N/A,20.4636728764,30.3439569473,30.3805968761
unit.000058,Mapper-0-59,N/A,11.6342718601,N/A,20.6680269241,36.0991849899,36.1647598743
unit.000059,Mapper-0-60,N/A,13.0515999794,N/A,20.467995882,31.5243110657,31.562525034
unit.000060,Mapper-0-61,N/A,13.6258320808,N/A,20.4730088711,31.5237920284,31.563065052
unit.000061,Mapper-0-62,N/A,15.0742759705,N/A,20.4780189991,31.5975909233,31.6357910633
unit.000062,Mapper-0-63,N/A,16.9938130379,N/A,20.9691550732,31.6696269512,31.7065238953
unit.000063,Mapper-0-64,N/A,17.7203888893,N/A,24.7949559689,32.7762629986,32.813603878
unit.000064,Mapper-0-65,N/A,19.0224490166,N/A,25.0977780819,33.8837990761,33.9205789566
unit.000065,Mapper-0-66,N/A,19.9172589779,N/A,27.8330459595,37.1645340919,37.202288866
unit.000066,Mapper-0-67,N/A,5.38604593277,N/A,11.3575680256,28.9795429707,29.0163199902
unit.000067,Mapper-0-68,N/A,5.4307320118,N/A,18.9335279465,27.8805589676,27.9167540073
unit.000068,Mapper-0-69,N/A,25.7426919937,N/A,28.9304280281,38.3456158638,38.3835279942
unit.000069,Mapper-0-70,N/A,8.85970187187,N/A,19.9561779499,31.668998003,31.7055568695
unit.000070,Mapper-0-71,N/A,15.7380518913,N/A,20.4900279045,31.598252058,31.6348490715
unit.000071,Mapper-0-72,N/A,23.5706040859,N/A,27.9327700138,37.2369060516,37.2737600803
unit.000072,Mapper-0-73,N/A,29.9544279575,N/A,33.0651319027,51.9934089184,52.0302529335
unit.000073,Mapper-0-74,N/A,40.2382888794,N/A,52.7818129063,70.0263619423,70.0631299019
unit.000074,Mapper-0-75,N/A,32.385571003,N/A,35.3824400902,52.0647010803,52.100566864
unit.000075,Mapper-0-76,N/A,33.979598999,N/A,37.0955400467,65.7384610176,65.7790288925
unit.000076,Mapper-0-77,N/A,34.40721488,N/A,38.8040208817,65.7256939411,65.7622640133
unit.000077,Mapper-0-78,N/A,38.2622289658,N/A,52.6829240322,74.3866209984,74.4335808754
unit.000078,Mapper-0-79,N/A,36.4821369648,N/A,52.6802859306,69.9530160427,69.9905719757
unit.000079,Mapper-0-80,N/A,40.5236310959,N/A,53.6878840923,74.4077999592,74.4441969395
unit.000080,Mapper-0-81,N/A,44.4312989712,N/A,54.7971179485,70.1059219837,70.1430408955
unit.000081,Mapper-0-82,N/A,46.6909799576,N/A,52.6861670017,65.6671819687,65.7040669918
