CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,6.53173804283,N/A,11.3375589848,43.7059719563,43.7423799038
unit.000001,Mapper-0-2,N/A,6.87003588676,N/A,19.7281429768,62.6456458569,62.6823978424
unit.000002,Mapper-0-3,N/A,6.48905491829,N/A,11.0357270241,41.4904489517,41.5273180008
unit.000003,Mapper-0-4,N/A,6.36905694008,N/A,10.4296939373,42.5985929966,42.6354289055
unit.000004,Mapper-0-5,N/A,6.82939291,N/A,19.7748908997,38.3121080399,38.3482708931
unit.000005,Mapper-0-6,N/A,6.61006593704,N/A,11.6419420242,30.9821629524,31.0191550255
unit.000006,Mapper-0-7,N/A,6.57115197182,N/A,11.3407030106,42.5980529785,42.634567976
unit.000007,Mapper-0-8,N/A,6.29741096497,N/A,10.1269650459,62.7917220592,62.8318860531
unit.000008,Mapper-0-9,N/A,6.26689696312,N/A,10.3288838863,41.4214580059,41.4578039646
unit.000009,Mapper-0-10,N/A,6.40665388107,N/A,10.9342620373,62.798940897,62.8383250237
unit.000010,Mapper-0-11,N/A,6.68952488899,N/A,11.94241786,62.7183969021,62.7562429905
unit.000011,Mapper-0-12,N/A,6.64842104912,N/A,19.6766049862,62.5044279099,62.5407259464
unit.000012,Mapper-0-13,N/A,6.44787502289,N/A,10.6327848434,30.9827139378,31.0200219154
unit.000013,Mapper-0-14,N/A,6.33448004723,N/A,10.3320128918,44.7430369854,44.7792589664
unit.000014,Mapper-0-15,N/A,6.7767188549,N/A,19.7249310017,62.5750899315,62.6115958691
unit.000015,Mapper-0-16,N/A,6.73093986511,N/A,12.04337883,41.4918649197,41.5283708572
unit.000016,Reducer-0,N/A,66.0790548325,N/A,68.8993449211,75.3641569614,76.5844099522
unit.000017,Mapper-1-1,N/A,82.9179689884,N/A,86.1431670189,117.350913048,117.394192934
unit.000018,Mapper-1-2,N/A,79.6516368389,N/A,82.7250390053,117.116840839,117.153594971
unit.000019,Mapper-1-3,N/A,85.6694989204,N/A,89.2609119415,119.464284897,119.50049901
unit.000020,Mapper-1-4,N/A,80.4707138538,N/A,83.3306188583,117.092741013,117.129221916
unit.000021,Mapper-1-5,N/A,80.7522699833,N/A,83.7594978809,117.233255863,117.353271961
unit.000022,Mapper-1-6,N/A,81.7597160339,N/A,85.1378550529,115.938022852,115.974205971
unit.000023,Mapper-1-7,N/A,81.6205170155,N/A,84.7354300022,117.16323185,117.199171066
unit.000024,Mapper-1-8,N/A,84.5630679131,N/A,88.153470993,117.187878847,117.223949909
unit.000025,Mapper-1-9,N/A,86.5485048294,N/A,89.6640870571,136.223825932,136.25987196
unit.000026,Mapper-1-10,N/A,87.5622549057,N/A,91.3712539673,121.573348999,121.60897398
unit.000027,Mapper-1-11,N/A,87.6926369667,N/A,92.1747729778,135.105028868,135.141763926
unit.000028,Mapper-1-12,N/A,82.6272108555,N/A,86.0433838367,116.00810194,116.044071913
unit.000029,Mapper-1-13,N/A,86.6907858849,N/A,90.6676869392,136.293797016,136.331495047
unit.000030,Mapper-1-14,N/A,85.53408885,N/A,88.7598390579,136.283275843,136.319656849
unit.000031,Mapper-1-15,N/A,88.5580768585,N/A,93.0784769058,135.175973892,135.212484837
unit.000032,Mapper-1-16,N/A,84.5270609856,N/A,87.7508358955,135.118099928,135.154309034
unit.000033,Reducer-1,N/A,139.471883059,N/A,142.402412891,148.791180849,150.010915041
unit.000034,Mapper-2-1,N/A,157.547983885,N/A,161.455030918,189.674454927,189.710818052
unit.000035,Mapper-2-2,N/A,162.433444023,N/A,166.381082058,186.354147911,186.390775919
unit.000036,Mapper-2-3,N/A,157.17016983,N/A,163.566966057,193.958605051,193.995239019
unit.000037,Mapper-2-4,N/A,158.122633934,N/A,162.66215086,194.330188036,194.370363951
unit.000038,Mapper-2-5,N/A,161.423418045,N/A,164.675308943,206.803276062,206.843930006
unit.000039,Mapper-2-6,N/A,159.550354004,N/A,164.371770859,184.278205872,184.314898014
unit.000040,Mapper-2-7,N/A,155.40030694,N/A,160.047361851,194.00089097,194.127490044
unit.000041,Mapper-2-8,N/A,154.020201921,N/A,157.173120975,186.424819946,186.460820913
unit.000042,Mapper-2-9,N/A,155.119039059,N/A,158.340240002,183.172279835,183.209164858
unit.000043,Mapper-2-10,N/A,156.120214939,N/A,160.650186062,180.951717854,180.996314049
unit.000044,Mapper-2-11,N/A,158.549989939,N/A,162.665418863,206.733250856,206.769582033
unit.000045,Mapper-2-12,N/A,162.860435009,N/A,166.682332993,205.625771999,205.662945986
unit.000046,Mapper-2-13,N/A,159.269312859,N/A,163.771674871,195.440505981,195.477046967
unit.000047,Mapper-2-14,N/A,154.401572943,N/A,157.331810951,181.030532837,181.066906929
