CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,5.59626102448,N/A,10.7150990963,34.9664840698,35.0046179295
unit.000001,Mapper-0-2,N/A,5.71990704536,N/A,19.5657069683,37.1366801262,37.1796960831
unit.000002,Mapper-0-3,N/A,15.4366841316,N/A,25.0030169487,42.9302389622,42.9708371162
unit.000003,Mapper-0-4,N/A,21.0813229084,N/A,25.5043010712,44.062361002,44.100577116
unit.000004,Mapper-0-5,N/A,5.30612206459,N/A,9.40194010735,30.4402029514,30.4934921265
unit.000005,Mapper-0-6,N/A,5.67805314064,N/A,19.4638309479,31.6634070873,31.7093570232
unit.000006,Mapper-0-7,N/A,5.84353303909,N/A,19.5751941204,32.878526926,33.6364600658
unit.000007,Mapper-0-8,N/A,23.2374839783,N/A,26.5098209381,39.582955122,39.6226949692
unit.000008,Mapper-0-9,N/A,5.51428198814,N/A,10.5123491287,34.9817359447,35.0250980854
unit.000009,Mapper-0-10,N/A,5.38398098946,N/A,9.70527005196,34.8904230595,34.9300091267
unit.000010,Mapper-0-11,N/A,12.7909200191,N/A,21.4790351391,38.2839181423,38.349946022
unit.000011,Mapper-0-12,N/A,5.42555713654,N/A,9.8077750206,33.7438910007,33.8147850037
unit.000012,Mapper-0-13,N/A,6.1248190403,N/A,19.6683309078,37.1890981197,37.2275519371
unit.000013,Mapper-0-14,N/A,5.76906514168,N/A,19.5690870285,38.30189991,38.3527870178
unit.000014,Mapper-0-15,N/A,34.0035591125,N/A,37.7806890011,54.039659977,54.0797290802
unit.000015,Mapper-0-16,N/A,19.7745900154,N/A,24.9016311169,42.8519210815,42.8957290649
unit.000016,Mapper-0-17,N/A,21.9391770363,N/A,25.5073480606,43.0069010258,43.044244051
unit.000017,Mapper-0-18,N/A,17.2187850475,N/A,21.4089560509,33.7498531342,33.8135430813
unit.000018,Mapper-0-19,N/A,30.81990695,N/A,34.1624369621,50.5372300148,50.6233699322
unit.000019,Mapper-0-20,N/A,7.13968205452,N/A,19.5784320831,39.6160540581,39.7002279758
unit.000020,Mapper-0-21,N/A,31.9743070602,N/A,35.7689130306,51.6956779957,52.9629340172
unit.000021,Mapper-0-22,N/A,5.28711795807,N/A,8.79733300209,32.8142340183,33.6343119144
unit.000022,Mapper-0-23,N/A,5.34391212463,N/A,9.50387692451,31.7152349949,31.7711040974
unit.000023,Mapper-0-24,N/A,24.7285990715,N/A,29.2238709927,49.3531401157,49.5032749176
unit.000024,Mapper-0-25,N/A,5.63610291481,N/A,11.5200760365,30.6020009518,30.6444151402
unit.000025,Mapper-0-26,N/A,5.55589795113,N/A,10.6135311127,34.9102959633,34.9473540783
unit.000026,Mapper-0-27,N/A,5.80812501907,N/A,19.57178092,38.3852300644,38.4429600239
unit.000027,Mapper-0-28,N/A,27.3387351036,N/A,30.4333570004,42.9535150528,42.9902789593
unit.000028,Mapper-0-29,N/A,8.1616089344,N/A,19.6709299088,42.7779219151,42.8172399998
unit.000029,Mapper-0-30,N/A,5.47021698952,N/A,10.4109361172,30.528067112,30.5676469803
unit.000030,Mapper-0-31,N/A,18.9115130901,N/A,24.8986339569,37.113558054,37.1519680023
unit.000031,Mapper-0-32,N/A,13.8001730442,N/A,25.0000691414,42.8740429878,42.9123020172
unit.000032,Reducer-0,N/A,61.2127969265,N/A,64.0518629551,70.7187011242,75.1293680668
unit.000033,Mapper-1-1,N/A,88.5148561001,N/A,93.0157489777,105.820624113,106.147668123
unit.000034,Mapper-1-2,N/A,101.970946074,N/A,105.193995953,118.012426138,118.129604101
unit.000035,Mapper-1-3,N/A,104.267138958,N/A,108.214148045,120.802475929,120.849749088
unit.000036,Mapper-1-4,N/A,97.6379330158,N/A,101.361041069,113.096353054,114.464419127
unit.000037,Mapper-1-5,N/A,95.4410219193,N/A,98.771987915,116.739480019,116.783313036
unit.000038,Mapper-1-6,N/A,85.2949590683,N/A,88.7001600266,106.140206099,106.240301132
unit.000039,Mapper-1-7,N/A,107.285639048,N/A,111.736500978,129.575325966,131.365781069
unit.000040,Mapper-1-8,N/A,92.9956009388,N/A,98.1451570988,116.711560011,116.779570103
unit.000041,Mapper-1-9,N/A,108.001912117,N/A,112.138572931,129.516973019,131.362906933
unit.000042,Mapper-1-10,N/A,83.8589861393,N/A,87.0922970772,104.697021008,104.741416931
unit.000043,Mapper-1-11,N/A,87.0787210464,N/A,93.1182949543,111.946062088,111.98596406
unit.000044,Mapper-1-12,N/A,96.3541231155,N/A,100.053524017,118.072385073,118.144150019
unit.000045,Mapper-1-13,N/A,94.8690509796,N/A,98.0421221256,108.626784086,110.478306055
unit.000046,Mapper-1-14,N/A,104.131465912,N/A,107.307753086,124.81666708,124.868665934
unit.000047,Mapper-1-15,N/A,100.856442928,N/A,104.082222939,121.921199083,121.958424091
unit.000048,Mapper-1-16,N/A,105.711571932,N/A,109.120155096,127.395877123,127.459085941
