,Atoms,Cores,Duration,Type
0,131072,32,0.0118517875671,setup
1,131072,32,5.97856616974,comp
2,131072,32,0.326278924942,comm
3,131072,32,4.85512495041,conn
4,131072,32,6.31669688225,total
5,131072,32,0.0122730731964,setup
6,131072,32,5.96461081505,comp
7,131072,32,0.196789979935,comm
8,131072,32,4.85940599442,conn
9,131072,32,6.17367386818,total
10,131072,32,0.0115950107574,setup
11,131072,32,5.98449110985,comp
12,131072,32,0.198966026306,comm
13,131072,32,4.89845991135,conn
14,131072,32,6.19505214691,total
15,131072,32,0.00713706016541,setup
16,131072,32,5.98052692413,comp
17,131072,32,0.195951938629,comm
18,131072,32,4.84229302406,conn
19,131072,32,6.18361592293,total
20,131072,32,0.00910997390747,setup
21,131072,32,6.08549809456,comp
22,131072,32,0.106707811356,comm
23,131072,32,4.88470697403,conn
24,131072,32,6.20131587982,total
25,131072,32,0.0128331184387,setup
26,131072,32,5.99878883362,comp
27,131072,32,0.127593994141,comm
28,131072,32,4.9058880806,conn
29,131072,32,6.1392159462,total
30,131072,32,0.0113129615784,setup
31,131072,32,6.01869010925,comp
32,131072,32,0.158737897873,comm
33,131072,32,4.88336706161,conn
34,131072,32,6.1887409687,total
35,131072,32,0.00985193252563,setup
36,131072,32,6.06090307236,comp
37,131072,32,0.0977420806885,comm
38,131072,32,4.90842604637,conn
39,131072,32,6.16849708557,total
40,131072,32,0.0279960632324,setup
41,131072,32,5.97861790657,comp
42,131072,32,0.150810003281,comm
43,131072,32,4.84758615494,conn
44,131072,32,6.15742397308,total
45,131072,32,0.00317597389221,setup
46,131072,32,6.06622695923,comp
47,131072,32,0.298146009445,comm
48,131072,32,4.85068702698,conn
49,131072,32,6.36754894257,total
50,262144,32,0.00617790222168,setup
51,262144,32,24.741574049,comp
52,262144,32,0.460107088089,comm
53,262144,32,9.37358403206,conn
54,262144,32,25.2078590393,total
55,262144,32,0.00477504730225,setup
56,262144,32,25.2122061253,comp
57,262144,32,0.671083927155,comm
58,262144,32,9.48132491112,conn
59,262144,32,25.8880650997,total
60,262144,32,0.0111219882965,setup
61,262144,32,25.0026900768,comp
62,262144,32,0.185376882553,comm
63,262144,32,9.56430411339,conn
64,262144,32,25.1991889477,total
65,262144,32,0.0134239196777,setup
66,262144,32,25.1316859722,comp
67,262144,32,0.212435007095,comm
68,262144,32,9.47716403008,conn
69,262144,32,25.357544899,total
70,262144,32,0.0166239738464,setup
71,262144,32,24.9983799458,comp
72,262144,32,0.590708971024,comm
73,262144,32,9.49983000755,conn
74,262144,32,25.6057128906,total
75,262144,32,0.0121281147003,setup
76,262144,32,24.6892290115,comp
77,262144,32,0.482280015945,comm
78,262144,32,9.42723989487,conn
79,262144,32,25.1836371422,total
80,262144,32,0.00794196128845,setup
81,262144,32,24.8094642162,comp
82,262144,32,0.497083902359,comm
83,262144,32,9.46161794662,conn
84,262144,32,25.3144900799,total
85,262144,32,0.0100522041321,setup
86,262144,32,24.414359808,comp
87,262144,32,0.886245012283,comm
88,262144,32,9.47438812256,conn
89,262144,32,25.3106570244,total
90,262144,32,0.00846695899963,setup
91,262144,32,25.0829071999,comp
92,262144,32,0.225618839264,comm
93,262144,32,9.53515911102,conn
94,262144,32,25.3169929981,total
95,262144,32,0.0121488571167,setup
96,262144,32,24.4350550175,comp
97,262144,32,0.836180210114,comm
98,262144,32,9.51059889793,conn
99,262144,32,25.2833840847,total
100,524288,32,0.0806479454041,setup
101,524288,32,102.537005901,comp
102,524288,32,1.5247220993,comm
103,524288,32,20.0595710278,conn
104,524288,32,104.142375946,total
105,524288,32,0.00626111030579,setup
106,524288,32,102.216634035,comp
107,524288,32,2.56264901161,comm
108,524288,32,19.639261961,conn
109,524288,32,104.785544157,total
110,524288,32,0.00834608078003,setup
111,524288,32,101.236514807,comp
112,524288,32,3.26600599289,comm
113,524288,32,19.581619978,conn
114,524288,32,104.51086688,total
115,524288,32,0.00860595703125,setup
116,524288,32,101.51555109,comp
117,524288,32,3.072660923,comm
118,524288,32,19.4454419613,conn
119,524288,32,104.59681797,total
120,524288,32,0.00715899467468,setup
121,524288,32,102.175098896,comp
122,524288,32,1.84176301956,comm
123,524288,32,19.5905749798,conn
124,524288,32,104.02402091,total
125,524288,32,0.00962686538696,setup
126,524288,32,101.86016798,comp
127,524288,32,2.26695609093,comm
