,Atoms,Cores,Duration,Type
0,131072,32,0.0133199691772,setup
1,131072,32,11.7090890408,comp
2,131072,32,0.788751840591,comm
3,131072,32,0.439666032791,conn
4,131072,32,12.5111608505,total
5,131072,32,0.00442695617676,setup
6,131072,32,11.6674830914,comp
7,131072,32,0.727751970291,comm
8,131072,32,0.439414978027,conn
9,131072,32,12.3996620178,total
10,131072,32,0.0024938583374,setup
11,131072,32,11.8499629498,comp
12,131072,32,0.569329023361,comm
13,131072,32,0.439432144165,conn
14,131072,32,12.4217858315,total
15,131072,32,0.00549387931824,setup
16,131072,32,12.0511381626,comp
17,131072,32,1.10954785347,comm
18,131072,32,0.435093164444,conn
19,131072,32,13.1661798954,total
20,131072,32,0.00298285484314,setup
21,131072,32,11.7920410633,comp
22,131072,32,1.18694996834,comm
23,131072,32,0.436415910721,conn
24,131072,32,12.9819738865,total
25,131072,32,0.00230407714844,setup
26,131072,32,11.9774670601,comp
27,131072,32,0.491834878922,comm
28,131072,32,0.435976028442,conn
29,131072,32,12.4716060162,total
30,131072,32,0.00511598587036,setup
31,131072,32,11.6080088615,comp
32,131072,32,0.845786094666,comm
33,131072,32,0.437648057938,conn
34,131072,32,12.4589109421,total
35,131072,32,0.00308799743652,setup
36,131072,32,11.8459570408,comp
37,131072,32,0.865768909454,comm
38,131072,32,0.437442064285,conn
39,131072,32,12.7148139477,total
40,131072,32,0.00298190116882,setup
41,131072,32,12.0599899292,comp
42,131072,32,0.826956987381,comm
43,131072,32,0.439126014709,conn
44,131072,32,12.8899288177,total
45,131072,32,0.00428605079651,setup
46,131072,32,11.9399468899,comp
47,131072,32,0.358751058578,comm
48,131072,32,0.435276985168,conn
49,131072,32,12.3029839993,total
50,262144,32,0.00654006004333,setup
51,262144,32,23.959954977,comp
52,262144,32,2.44391393661,comm
53,262144,32,1.12973308563,conn
54,262144,32,26.4104089737,total
55,262144,32,0.00439095497131,setup
56,262144,32,24.3686459064,comp
57,262144,32,2.44387197495,comm
58,262144,32,1.12044119835,conn
59,262144,32,26.8169088364,total
60,262144,32,0.00306916236877,setup
61,262144,32,24.9441289902,comp
62,262144,32,0.721601009369,comm
63,262144,32,1.16168689728,conn
64,262144,32,25.6687991619,total
65,262144,32,0.00406193733215,setup
66,262144,32,24.5982391834,comp
67,262144,32,0.621985912323,comm
68,262144,32,1.11672091484,conn
69,262144,32,25.2242870331,total
70,262144,32,0.00349307060242,setup
71,262144,32,24.6793620586,comp
72,262144,32,0.747376918793,comm
73,262144,32,1.12653899193,conn
74,262144,32,25.430232048,total
75,262144,32,0.00358390808105,setup
76,262144,32,24.2649691105,comp
77,262144,32,0.939352989197,comm
78,262144,32,1.13152194023,conn
79,262144,32,25.2079060078,total
80,262144,32,0.00426983833313,setup
81,262144,32,24.8601961136,comp
82,262144,32,0.938412904739,comm
83,262144,32,1.13223314285,conn
84,262144,32,25.8028788567,total
85,262144,32,0.00356793403625,setup
86,262144,32,24.8449370861,comp
87,262144,32,0.429191112518,comm
88,262144,32,1.11857390404,conn
89,262144,32,25.2776961327,total
90,262144,32,0.00380492210388,setup
91,262144,32,24.6958019733,comp
92,262144,32,0.751176118851,comm
93,262144,32,1.13696885109,conn
94,262144,32,25.4507830143,total
95,262144,32,0.00594401359558,setup
96,262144,32,24.8535070419,comp
97,262144,32,0.559553146362,comm
98,262144,32,1.11409497261,conn
99,262144,32,25.4190042019,total
100,524288,32,0.00819492340088,setup
101,524288,32,53.0265309811,comp
102,524288,32,2.76503705978,comm
103,524288,32,0.787122964859,conn
104,524288,32,55.7997629642,total
105,524288,32,0.00501012802124,setup
106,524288,32,53.2743799686,comp
107,524288,32,0.609633922577,comm
108,524288,32,0.793344020844,conn
109,524288,32,53.8890240192,total
110,524288,32,0.00486183166504,setup
111,524288,32,51.8709340096,comp
112,524288,32,1.945084095,comm
113,524288,32,0.776391029358,conn
114,524288,32,53.8208799362,total
115,524288,32,0.00498604774475,setup
116,524288,32,50.9937770367,comp
117,524288,32,3.20477795601,comm
118,524288,32,0.78263092041,conn
119,524288,32,54.2035410404,total
120,524288,32,0.00514507293701,setup
121,524288,32,51.2780399323,comp
122,524288,32,2.44466805458,comm
123,524288,32,0.783968925476,conn
124,524288,32,53.7278530598,total
125,524288,32,0.00508689880371,setup
126,524288,32,51.293888092,comp
127,524288,32,2.86646509171,comm
128,524288,32,0.777364969254,conn
129,524288,32,54.1654400826,total
130,524288,32,0.00536489486694,setup
131,524288,32,52.3417952061,comp
132,524288,32,3.22001194954,comm
133,524288,32,0.783890962601,conn
134,524288,32,55.5671720505,total
135,524288,32,0.00496506690979,setup
