#TIME Node0_NumHit Node1_NumHit Node0_NumMiss Node1_NumMiss Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1481767881 12452396 13902356 26258 2447391 12449515 13890103 29138 2459644 15276.71 12998.23 1058.29 3385.78
1481767882 12452424 13902387 26258 2447391 12449543 13890134 29138 2459644 15275.25 12997.31 1058.57 3386.34
1481767884 12452454 13902419 26258 2447391 12449573 13890166 29138 2459644 15275.99 12997.42 1057.82 3386.61
1481767885 12452483 13902450 26258 2447391 12449603 13890197 29138 2459644 15275.36 12997.54 1058.57 3385.73
1481767886 12452513 13902481 26258 2447391 12449632 13890228 29138 2459644 15275.76 12997.48 1058.49 3386.52
1481767887 12452542 13902513 26258 2447391 12449661 13890260 29138 2459644 15275.50 12997.73 1058.68 3386.64
1481767889 12452572 13902544 26258 2447391 12449691 13890291 29138 2459644 15274.97 12997.11 1059.67 3386.52
1481767890 12452602 13902575 26258 2447391 12449722 13890322 29138 2459644 15276.12 12997.44 1058.49 3386.97
1481767891 12452650 13902619 26258 2447391 12449769 13890366 29138 2459644 15270.39 12994.73 1064.22 3389.21
1481767892 12452706 13902673 26258 2447391 12449826 13890420 29138 2459644 15251.62 12988.79 1082.99 3395.21
1481767893 12452737 13902712 26258 2447391 12449856 13890459 29138 2459644 15249.84 12981.89 1083.61 3402.15
1481767894 12452766 13902798 26258 2447391 12449885 13890545 29138 2459644 15250.07 12967.56 1083.75 3416.45
1481767895 12452795 13903070 26258 2447391 12449915 13890817 29138 2459644 15249.88 12878.71 1084.30 3505.31
1481767897 12452824 13903200 26258 2447391 12449944 13890947 29138 2459644 15249.86 12784.55 1084.43 3602.01
1481767898 12452854 13903398 26258 2447391 12449973 13891145 29138 2459644 15249.89 12619.78 1084.74 3764.24
1481767899 12452887 13903593 26258 2447391 12450007 13891340 29138 2459644 15248.77 12455.66 1085.48 3928.73
1481767900 12452920 13903764 26258 2447391 12450040 13891511 29138 2459644 15248.86 12314.60 1085.49 4076.52
1481767901 12452954 13903938 26258 2447391 12450073 13891685 29138 2459644 15249.14 12166.69 1085.44 4217.31
