t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1505351402,51,98.842924,2.157325,0.003732,13.766215,0.009848,0.012049,0.792089,10.371943,98.842924,98.842924,4.918074,1.151583,0.555368,0.452077,calls/second,milliseconds
1505351412,491,98.842924,0.533850,0.003389,4.483897,0.152979,0.325001,0.572027,1.829203,8.788435,98.842924,24.165247,7.698912,1.978341,0.933118,calls/second,milliseconds
1505351422,491,98.842924,0.533850,0.003389,4.483897,0.152979,0.325001,0.572027,1.829203,8.788435,98.842924,16.197790,6.516988,1.913484,0.922807,calls/second,milliseconds
1505351432,491,98.842924,0.533850,0.003389,4.483897,0.152979,0.325001,0.572027,1.829203,8.788435,98.842924,12.178772,5.516511,1.850752,0.912610,calls/second,milliseconds
1505351442,491,98.842924,0.533850,0.003389,4.483897,0.152979,0.325001,0.572027,1.829203,8.788435,98.842924,9.758351,4.669626,1.790077,0.902526,calls/second,milliseconds
1505351452,491,98.842924,0.533850,0.003389,4.483897,0.152979,0.325001,0.572027,1.829203,8.788435,98.842924,8.141105,3.952753,1.731392,0.892554,calls/second,milliseconds
1505351462,540,98.842924,0.464866,0.003264,4.080632,0.012338,0.309934,0.546244,1.829203,8.466476,98.842924,7.679842,4.129498,1.836610,0.936985,calls/second,milliseconds
1505351472,562,98.842924,0.453842,0.003264,3.897295,0.016448,0.315518,0.561438,1.294779,8.466476,98.842924,6.997714,3.831358,1.845818,0.949900,calls/second,milliseconds
1505351482,739,98.842924,0.358660,0.001717,2.968927,0.013347,0.284607,0.516455,3.843299,5.827300,22.413288,8.181976,5.992421,2.369569,1.136167,calls/second,milliseconds
1505351492,749,98.842924,0.356634,0.001717,2.924631,0.014924,0.285279,0.520741,1.829203,5.436190,22.413288,7.466747,5.232386,2.324942,1.134693,calls/second,milliseconds
