Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec,TimeStamp
0,5000,0,5000,0.0,0.0,20171027-153752
5000,10000,1,5000,310.0,6030.18370196,20171027-153752
0,5000,2,5000,618.0,6814.03635618,20171027-153752
5000,10000,3,5000,930.0,5434.30787749,20171027-153752
10000,15000,4,5000,1236.0,6454.88041159,20171027-153752
15000,20000,5,5000,1545.0,7163.48908652,20171027-153752
20000,25000,6,5000,1852.0,7859.34160361,20171027-153752
25000,30000,7,5000,2166.0,8341.99910197,20171027-153752
30000,35000,8,5000,2475.0,8725.91118164,20171027-153752
35000,40000,9,5000,2783.0,8787.35763955,20171027-153752
40000,45000,10,5000,3094.0,9089.03984429,20171027-153752
45000,50000,11,5000,3407.0,9456.00719954,20171027-153752
50000,55000,12,5000,3718.0,9773.3294928,20171027-153752
55000,60000,13,5000,4029.0,9970.79998159,20171027-153752
60000,65000,14,5000,4340.0,10221.841015,20171027-153752
65000,70000,15,5000,4644.0,10364.0592972,20171027-153752
70000,75000,16,5000,4958.0,10592.0921718,20171027-153752
75000,80000,17,5000,5267.0,10709.6832714,20171027-153752
80000,85000,18,5000,5576.0,10881.5277607,20171027-153752
85000,90000,19,5000,5886.0,10974.8942168,20171027-153752
90000,95000,20,5000,6199.0,11061.2473091,20171027-153752
95000,100000,21,5000,6512.0,10987.4328194,20171027-153752
0,5000,22,5000,6822.0,8597.1810049,20171027-153752
5000,10000,23,5000,7134.0,7719.94437914,20171027-153752
10000,15000,24,5000,7446.0,7414.26627062,20171027-153753
15000,20000,25,5000,7760.0,7568.69409921,20171027-153753
20000,25000,26,5000,8075.0,7637.89771456,20171027-153753
25000,30000,27,5000,8385.0,7698.14035434,20171027-153753
30000,35000,28,5000,8694.0,7759.43674049,20171027-153753
35000,40000,29,5000,9005.0,7874.13206045,20171027-153753
40000,45000,30,5000,9316.0,7979.05369169,20171027-153753
45000,50000,31,5000,9626.0,8081.32619163,20171027-153753
50000,55000,32,5000,9936.0,8182.83474228,20171027-153753
55000,60000,33,5000,10244.0,8270.64076025,20171027-153753
60000,65000,34,5000,10552.0,8380.87522884,20171027-153753
65000,70000,35,5000,10864.0,8463.21422481,20171027-153753
70000,75000,36,5000,11176.0,8493.18143636,20171027-153753
75000,80000,37,5000,11489.0,8574.51427628,20171027-153753
80000,85000,38,5000,11802.0,8597.46028511,20171027-153753
85000,90000,39,5000,12108.0,8670.80000246,20171027-153753
90000,95000,40,5000,12413.0,8691.74857384,20171027-153753
95000,100000,41,5000,12714.0,8780.35665782,20171027-153753
100000,105000,42,5000,13015.0,8845.13093059,20171027-153753
105000,110000,43,5000,13330.0,8912.45865101,20171027-153753
110000,115000,44,5000,13645.0,8934.8386574,20171027-153753
115000,120000,45,5000,13954.0,8681.19680758,20171027-153753
120000,125000,46,5000,14263.0,8612.10613228,20171027-153753
125000,130000,47,5000,14573.0,8357.83204562,20171027-153753
130000,135000,48,5000,14883.0,8444.50411492,20171027-153753
135000,140000,49,5000,15192.0,8466.67506887,20171027-153753
140000,145000,50,5000,15501.0,8269.62589657,20171027-153753
145000,150000,51,5000,15802.0,8218.9844308,20171027-153753
150000,155000,52,5000,16102.0,8041.04910817,20171027-153754
155000,160000,53,5000,16417.0,8005.58254409,20171027-153754
160000,165000,54,5000,16731.0,7970.38366182,20171027-153754
165000,170000,55,5000,17045.0,7823.38977572,20171027-153754
170000,175000,56,5000,17359.0,7686.1767262,20171027-153754
175000,180000,57,5000,17666.0,7552.28075806,20171027-153754
180000,185000,58,5000,17973.0,7527.52949127,20171027-153754
185000,190000,59,5000,18289.0,7507.7684746,20171027-153754
190000,195000,60,5000,18605.0,7580.08489576,20171027-153754
195000,200000,61,5000,18918.0,7634.15142412,20171027-153754
200000,205000,62,5000,19231.0,7613.03846507,20171027-153754
205000,210000,63,5000,19552.0,7642.9661344,20171027-153754
210000,215000,64,5000,19873.0,7672.23801431,20171027-153754
215000,220000,65,5000,20170.0,7694.36774371,20171027-153754
