BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1507843980000 ms, 2017-10-12T16:33:03, 5, 2250, 0,1_Producer_Count
1507844040000 ms, 2017-10-12T16:34:55, 1, 231103, 22967,1_Producer_Count
1507844100000 ms, 2017-10-12T16:36:12, 154129, 339231, 19318,1_Producer_Count
1507844160000 ms, 2017-10-12T16:37:49, 242289, 560629, 30617,1_Producer_Count
1507844220000 ms, 2017-10-12T16:39:59, 430800, 820988, 41793,1_Producer_Count
1507844280000 ms, 2017-10-12T16:43:07, 632311, 961598, 55725,1_Producer_Count
1507844340000 ms, 2017-10-12T16:47:44, 685142, 1152896, 78654,1_Producer_Count
1507844400000 ms, 2017-10-12T16:53:36, 801109, 1375221, 98238,1_Producer_Count
1507844460000 ms, 2017-10-12T16:54:04, 1346562, 1396893, 8240,1_Producer_Count
1507844520000 ms, 2017-10-12T16:54:05, 1396711, 1397863, 0,1_Producer_Count
1507844580000 ms, 2017-10-12T16:54:05, 1397667, 1399082, 0,1_Producer_Count
1507844640000 ms, 2017-10-12T16:54:05, 1398889, 1400083, 0,1_Producer_Count
1507844700000 ms, 2017-10-12T16:54:05, 1399807, 1400998, 0,1_Producer_Count
1507844760000 ms, 2017-10-12T16:54:05, 1400825, 1402061, 0,1_Producer_Count
1507844820000 ms, 2017-10-12T16:54:06, 1401845, 1403016, 0,1_Producer_Count
1507844880000 ms, 2017-10-12T16:54:06, 1402834, 1404016, 0,1_Producer_Count
1507844940000 ms, 2017-10-12T16:54:06, 1403821, 1405001, 0,1_Producer_Count
1507845000000 ms, 2017-10-12T16:54:06, 1404801, 1405970, 0,1_Producer_Count
1507845060000 ms, 2017-10-12T16:54:06, 1405789, 1406963, 0,1_Producer_Count
1507845120000 ms, 2017-10-12T16:54:07, 1406747, 1407918, 0,1_Producer_Count
1507845180000 ms, 2017-10-12T16:54:07, 1407738, 1408907, 0,1_Producer_Count
1507845240000 ms, 2017-10-12T16:54:07, 1408731, 1409923, 0,1_Producer_Count
1507845300000 ms, 2017-10-12T16:55:00, 1357131, 1358297, 0,1_Producer_Count
1507845360000 ms, 2017-10-12T16:56:00, 1298325, 1299496, 0,1_Producer_Count
1507845420000 ms, 2017-10-12T16:57:00, 1239419, 1240575, 0,1_Producer_Count
1507845480000 ms, 2017-10-12T16:58:00, 1180584, 1181770, 0,1_Producer_Count
1507845540000 ms, 2017-10-12T16:59:00, 1121834, 1122992, 0,1_Producer_Count
1507845600000 ms, 2017-10-12T17:00:00, 1062930, 1064179, 0,1_Producer_Count
1507845660000 ms, 2017-10-12T17:01:00, 1004214, 1005382, 0,1_Producer_Count
1507845720000 ms, 2017-10-12T17:02:00, 945390, 946559, 0,1_Producer_Count
1507845780000 ms, 2017-10-12T17:03:00, 886536, 887739, 0,1_Producer_Count
1507845840000 ms, 2017-10-12T17:04:00, 827724, 828883, 0,1_Producer_Count
1507845900000 ms, 2017-10-12T17:05:00, 768873, 770036, 0,1_Producer_Count
1507845960000 ms, 2017-10-12T17:06:00, 710082, 711257, 0,1_Producer_Count
1507846020000 ms, 2017-10-12T17:07:00, 651149, 652317, 0,1_Producer_Count
1507846080000 ms, 2017-10-12T17:08:00, 592425, 593682, 0,1_Producer_Count
1507846140000 ms, 2017-10-12T17:09:00, 533666, 534837, 0,1_Producer_Count
1507846200000 ms, 2017-10-12T17:10:00, 474838, 476181, 0,1_Producer_Count
1507846260000 ms, 2017-10-12T17:11:00, 416218, 417370, 0,1_Producer_Count
1507846320000 ms, 2017-10-12T17:12:00, 357291, 358459, 0,1_Producer_Count
1507846380000 ms, 2017-10-12T17:13:00, 298522, 299705, 0,1_Producer_Count
1507846440000 ms, 2017-10-12T17:14:00, 239638, 240832, 0,1_Producer_Count
1507846500000 ms, 2017-10-12T17:15:00, 180869, 182026, 0,1_Producer_Count
1507846560000 ms, 2017-10-12T17:16:00, 122065, 123231, 0,1_Producer_Count
1507846620000 ms, 2017-10-12T17:17:00, 63213, 64383, 0,1_Producer_Count
1507846680000 ms, 2017-10-12T17:18:00, 4427, 5587, 0,1_Producer_Count
1507846740000 ms, 2017-10-12T17:19:00, 0, 1652, 0,1_Producer_Count
1507846800000 ms, 2017-10-12T17:20:00, 1, 1146, 0,1_Producer_Count
1507846860000 ms, 2017-10-12T17:21:00, 1, 1167, 0,1_Producer_Count
1507846920000 ms, 2017-10-12T17:22:00, 1, 1154, 0,1_Producer_Count
1507846980000 ms, 2017-10-12T17:23:00, 1, 1175, 0,1_Producer_Count
1507847040000 ms, 2017-10-12T17:24:00, 0, 1163, 0,1_Producer_Count
1507847100000 ms, 2017-10-12T17:25:00, 1, 1177, 0,1_Producer_Count
1507847160000 ms, 2017-10-12T17:26:00, 0, 1182, 0,1_Producer_Count
1507847220000 ms, 2017-10-12T17:27:00, 1, 1167, 0,1_Producer_Count
1507847280000 ms, 2017-10-12T17:28:00, 0, 1171, 0,1_Producer_Count
1507847340000 ms, 2017-10-12T17:29:00, 0, 1176, 0,1_Producer_Count
1507847400000 ms, 2017-10-12T17:30:00, 1, 1163, 0,1_Producer_Count
1507847460000 ms, 2017-10-12T17:31:00, 0, 1192, 0,1_Producer_Count
1507847520000 ms, 2017-10-12T17:32:00, 0, 1182, 0,1_Producer_Count
1507847580000 ms, 2017-10-12T17:33:00, 0, 1176, 0,1_Producer_Count
1507847640000 ms, 2017-10-12T17:34:00, 0, 1180, 0,1_Producer_Count
1507847700000 ms, 2017-10-12T17:35:00, 1, 1158, 0,1_Producer_Count
1507847760000 ms, 2017-10-12T17:36:00, 0, 1187, 0,1_Producer_Count
1507847820000 ms, 2017-10-12T17:37:00, 0, 1161, 0,1_Producer_Count
1507847880000 ms, 2017-10-12T17:38:00, 0, 1175, 0,1_Producer_Count
1507847940000 ms, 2017-10-12T17:39:00, 0, 1169, 0,1_Producer_Count
1507848000000 ms, 2017-10-12T17:40:00, 1, 1189, 0,1_Producer_Count
1507848060000 ms, 2017-10-12T17:41:00, 0, 1167, 0,1_Producer_Count
1507848120000 ms, 2017-10-12T17:42:00, 1, 1185, 0,1_Producer_Count
1507848180000 ms, 2017-10-12T17:43:00, 0, 1152, 0,1_Producer_Count
1507848240000 ms, 2017-10-12T17:44:00, 1, 1173, 0,1_Producer_Count
1507848300000 ms, 2017-10-12T17:45:00, 0, 1167, 0,1_Producer_Count
1507848360000 ms, 2017-10-12T17:46:00, 1, 1166, 0,1_Producer_Count
1507848420000 ms, 2017-10-12T17:47:00, 0, 1168, 0,1_Producer_Count
1507848480000 ms, 2017-10-12T17:48:00, 1, 1177, 0,1_Producer_Count
1507848540000 ms, 2017-10-12T17:49:00, 0, 1160, 0,1_Producer_Count
1507848600000 ms, 2017-10-12T17:50:00, 0, 1180, 0,1_Producer_Count
1507848660000 ms, 2017-10-12T17:51:00, 1, 1165, 0,1_Producer_Count
1507848720000 ms, 2017-10-12T17:52:00, 1, 1166, 0,1_Producer_Count
1507848780000 ms, 2017-10-12T17:53:00, 1, 1154, 0,1_Producer_Count
1507848840000 ms, 2017-10-12T17:54:00, 1, 1154, 0,1_Producer_Count
1507848900000 ms, 2017-10-12T17:55:00, 0, 1169, 0,1_Producer_Count
1507848960000 ms, 2017-10-12T17:56:00, 0, 1162, 0,1_Producer_Count
1507849020000 ms, 2017-10-12T17:57:00, 0, 1151, 0,1_Producer_Count
1507849080000 ms, 2017-10-12T17:58:00, 1, 1163, 0,1_Producer_Count
1507849140000 ms, 2017-10-12T17:59:00, 0, 1154, 0,1_Producer_Count
1507849200000 ms, 2017-10-12T18:00:00, 0, 1164, 0,1_Producer_Count
