Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec,TimeStamp
0,5000,0,5000,0.0,0.0,20171108-153140
5000,10000,1,5000,309.0,3723.25768114,20171108-153140
0,5000,2,5000,619.0,4104.67098276,20171108-153141
5000,10000,3,5000,934.0,3320.86636782,20171108-153141
10000,15000,4,5000,1244.0,3439.20044821,20171108-153141
15000,20000,5,5000,1554.0,4055.67255194,20171108-153141
20000,25000,6,5000,1863.0,4447.67083316,20171108-153141
25000,30000,7,5000,2173.0,4947.91493529,20171108-153141
30000,35000,8,5000,2483.0,5357.0793172,20171108-153141
35000,40000,9,5000,2795.0,5558.14040859,20171108-153141
40000,45000,10,5000,3106.0,5890.21852414,20171108-153141
45000,50000,11,5000,3415.0,6100.11079691,20171108-153141
50000,55000,12,5000,3724.0,6375.41494189,20171108-153141
55000,60000,13,5000,4034.0,6668.36491158,20171108-153141
60000,65000,14,5000,4340.0,6939.70345356,20171108-153141
65000,70000,15,5000,4649.0,7156.33853379,20171108-153141
70000,75000,16,5000,4960.0,7359.59687995,20171108-153141
75000,80000,17,5000,5271.0,7551.34944421,20171108-153141
80000,85000,18,5000,5585.0,7779.11535646,20171108-153141
85000,90000,19,5000,5900.0,7865.03151874,20171108-153141
90000,95000,20,5000,6212.0,8027.48984448,20171108-153141
95000,100000,21,5000,6519.0,8088.96274233,20171108-153141
0,5000,22,5000,6826.0,6651.21913746,20171108-153141
5000,10000,23,5000,7125.0,6775.82169072,20171108-153141
10000,15000,24,5000,7424.0,6852.35654994,20171108-153141
15000,20000,25,5000,7735.0,7009.50982388,20171108-153141
20000,25000,26,5000,8045.0,7158.36567023,20171108-153141
25000,30000,27,5000,8354.0,7275.78103562,20171108-153142
30000,35000,28,5000,8663.0,7325.32997058,20171108-153142
35000,40000,29,5000,8980.0,7439.63823442,20171108-153142
40000,45000,30,5000,9297.0,7576.28841249,20171108-153142
45000,50000,31,5000,9599.0,7621.20599018,20171108-153142
50000,55000,32,5000,9901.0,7573.20877284,20171108-153142
