Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,5000,120,48,0.13700
100,1000,3,5000,120,48,0.86391
100,10000,3,5000,120,48,8.18829
100,100000,3,5000,120,48,90.64859
100,1000000,3,5000,120,48,955.21106
