Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec,TimeStamp
0,5000,0,5000,0.0,0.0,20171027-153752
5000,10000,1,5000,310.0,3270.79913868,20171027-153752
0,5000,2,5000,621.0,2441.01700405,20171027-153752
5000,10000,3,5000,935.0,2793.91374909,20171027-153752
10000,15000,4,5000,1245.0,2981.94894508,20171027-153752
15000,20000,5,5000,1557.0,3558.85714286,20171027-153752
20000,25000,6,5000,1867.0,3942.39409716,20171027-153752
25000,30000,7,5000,2176.0,4192.1116181,20171027-153752
30000,35000,8,5000,2489.0,4463.57274711,20171027-153752
35000,40000,9,5000,2800.0,4658.66102954,20171027-153752
40000,45000,10,5000,3113.0,4886.50863615,20171027-153752
45000,50000,11,5000,3421.0,5113.24955785,20171027-153752
50000,55000,12,5000,3735.0,5292.88608236,20171027-153752
55000,60000,13,5000,4047.0,5486.64561826,20171027-153752
60000,65000,14,5000,4358.0,5722.87676832,20171027-153752
65000,70000,15,5000,4672.0,5794.19683687,20171027-153752
70000,75000,16,5000,4983.0,6031.13152145,20171027-153752
75000,80000,17,5000,5296.0,6230.92449802,20171027-153752
80000,85000,18,5000,5606.0,6323.61665545,20171027-153752
85000,90000,19,5000,5913.0,6494.91047098,20171027-153752
90000,95000,20,5000,6224.0,6692.06260847,20171027-153752
95000,100000,21,5000,6537.0,6878.93746372,20171027-153753
0,5000,22,5000,6843.0,5906.85159596,20171027-153753
5000,10000,23,5000,7161.0,5545.5442838,20171027-153753
10000,15000,24,5000,7479.0,5451.99241186,20171027-153753
15000,20000,25,5000,7792.0,5487.64797399,20171027-153753
20000,25000,26,5000,8104.0,5627.63313158,20171027-153753
25000,30000,27,5000,8408.0,5713.04331863,20171027-153753
30000,35000,28,5000,8713.0,5774.35529291,20171027-153753
35000,40000,29,5000,9022.0,5855.63863876,20171027-153753
40000,45000,30,5000,9331.0,5934.30868494,20171027-153753
45000,50000,31,5000,9632.0,6035.31418324,20171027-153753
50000,55000,32,5000,9933.0,6104.94361143,20171027-153753
55000,60000,33,5000,10239.0,6171.74884618,20171027-153753
60000,65000,34,5000,10546.0,6281.63565797,20171027-153753
65000,70000,35,5000,10848.0,6392.81464188,20171027-153753
70000,75000,36,5000,11150.0,6481.84912748,20171027-153753
75000,80000,37,5000,11473.0,6548.84448178,20171027-153753
80000,85000,38,5000,11796.0,6612.63373974,20171027-153753
85000,90000,39,5000,12109.0,6610.18149408,20171027-153753
90000,95000,40,5000,12423.0,6607.9573709,20171027-153753
95000,100000,41,5000,12742.0,6704.6748676,20171027-153753
100000,105000,42,5000,13061.0,6786.19345539,20171027-153753
105000,110000,43,5000,13376.0,6863.84841129,20171027-153754
110000,115000,44,5000,13690.0,6910.912541,20171027-153754
115000,120000,45,5000,14011.0,6959.44225168,20171027-153754
120000,125000,46,5000,14331.0,7006.80257972,20171027-153754
125000,130000,47,5000,14649.0,7073.43487221,20171027-153754
130000,135000,48,5000,14967.0,7144.4290881,20171027-153754
135000,140000,49,5000,15277.0,7182.61590082,20171027-153754
140000,145000,50,5000,15587.0,7166.42672635,20171027-153754
145000,150000,51,5000,15891.0,7149.64409982,20171027-153754
150000,155000,52,5000,16195.0,7183.75158028,20171027-153754
155000,160000,53,5000,16522.0,7226.31464171,20171027-153754
160000,165000,54,5000,16849.0,7267.34870041,20171027-153754
165000,170000,55,5000,17160.0,7251.51471224,20171027-153754
170000,175000,56,5000,17471.0,7321.2991167,20171027-153754
175000,180000,57,5000,17780.0,7389.40354338,20171027-153754
180000,185000,58,5000,18090.0,7445.23170408,20171027-153754
185000,190000,59,5000,18412.0,7504.73290553,20171027-153754
190000,195000,60,5000,18734.0,7538.68431959,20171027-153754
195000,200000,61,5000,19042.0,7565.51766102,20171027-153754
200000,205000,62,5000,19349.0,7615.25198471,20171027-153754
205000,210000,63,5000,19653.0,7640.06864903,20171027-153754
210000,215000,64,5000,19956.0,7663.56473067,20171027-153754
215000,220000,65,5000,20268.0,7689.52027937,20171027-153754
