Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec
0,5000,0,5000,0.0,0.0
5000,10000,1,5000,310.0,3710.08945412
0,5000,2,5000,620.0,2666.34588785
5000,10000,3,5000,927.0,2958.56973997
10000,15000,4,5000,1234.0,3695.47479669
15000,20000,5,5000,1540.0,4215.35614553
20000,25000,6,5000,1851.0,4802.07969677
25000,30000,7,5000,2161.0,5280.15998192
30000,35000,8,5000,2469.0,5700.14398018
35000,40000,9,5000,2777.0,6032.74737482
40000,45000,10,5000,3087.0,6434.23793004
45000,50000,11,5000,3397.0,6748.35456775
50000,55000,12,5000,3706.0,7034.82072219
55000,60000,13,5000,4019.0,7300.59579459
60000,65000,14,5000,4323.0,7533.23472588
65000,70000,15,5000,4635.0,7761.12714922
70000,75000,16,5000,4947.0,8012.84183795
75000,80000,17,5000,5259.0,8203.28153505
80000,85000,18,5000,5572.0,8281.36345155
85000,90000,19,5000,5885.0,8501.04131344
90000,95000,20,5000,6198.0,8659.07341775
95000,100000,21,5000,6512.0,8853.3116964
0,5000,22,5000,6822.0,7302.73181466
5000,10000,23,5000,7131.0,6698.68654278
10000,15000,24,5000,7441.0,6230.25034216
15000,20000,25,5000,7740.0,6377.43018577
20000,25000,26,5000,8039.0,6511.81143833
25000,30000,27,5000,8345.0,6632.31151003
30000,35000,28,5000,8650.0,6660.79842788
35000,40000,29,5000,8965.0,6801.41986079
40000,45000,30,5000,9280.0,6933.53290036
45000,50000,31,5000,9581.0,6993.27181067
50000,55000,32,5000,9883.0,7089.81282773
55000,60000,33,5000,10198.0,7193.9399257
60000,65000,34,5000,10513.0,7316.48569364
65000,70000,35,5000,10824.0,7409.51675594
70000,75000,36,5000,11135.0,7459.29207952
75000,80000,37,5000,11450.0,7509.10255925
80000,85000,38,5000,11765.0,7614.11321773
85000,90000,39,5000,12080.0,7662.55317656
90000,95000,40,5000,12395.0,7746.65267388
95000,100000,41,5000,12699.0,7839.25632523
100000,105000,42,5000,13002.0,7873.40557213
105000,110000,43,5000,13314.0,7909.00306047
110000,115000,44,5000,13626.0,7944.69399584
115000,120000,45,5000,13929.0,7972.98693506
120000,125000,46,5000,14232.0,8038.38474901
125000,130000,47,5000,14550.0,8098.59481496
130000,135000,48,5000,14869.0,8170.94295993
135000,140000,49,5000,15189.0,8201.90015862
140000,145000,50,5000,15509.0,8232.19366633
145000,150000,51,5000,15809.0,8253.07670419
150000,155000,52,5000,16109.0,8307.62962647
155000,160000,53,5000,16419.0,8364.51956932
160000,165000,54,5000,16728.0,8384.68031259
165000,170000,55,5000,17030.0,8335.65432421
170000,175000,56,5000,17332.0,8163.45361889
175000,180000,57,5000,17640.0,8236.63645426
180000,185000,58,5000,17948.0,8288.98591664
185000,190000,59,5000,18245.0,8244.60198409
190000,195000,60,5000,18542.0,8203.0523198
195000,200000,61,5000,18851.0,8263.87957475
200000,205000,62,5000,19160.0,8313.38488359
205000,210000,63,5000,19465.0,8330.72646348
210000,215000,64,5000,19771.0,8376.11521332
215000,220000,65,5000,20081.0,8423.16053353
220000,225000,66,5000,20392.0,8252.09156756
225000,230000,67,5000,20714.0,8314.30745673
230000,235000,68,5000,21036.0,8362.03044933
235000,240000,69,5000,21346.0,8404.56194219
