,Duration,Framework,Nodes
0,44.6598858833,MPI4py,1
1,55.3713691235,MPI4py,1
2,55.1493151188,MPI4py,1
3,55.0347840786,MPI4py,1
4,54.8137271404,MPI4py,1
5,54.9737770557,MPI4py,1
6,55.0275719166,MPI4py,1
7,54.9074339867,MPI4py,1
8,55.2387769222,MPI4py,1
9,55.4972069263,MPI4py,1
10,56.0462880135,MPI4py,1
11,55.7871451378,MPI4py,1
12,56.3468289375,MPI4py,1
13,55.6562588215,MPI4py,1
14,55.55940485,MPI4py,1
15,55.71352911,MPI4py,1
16,55.3708658218,MPI4py,1
17,55.2886040211,MPI4py,1
18,54.9390718937,MPI4py,1
19,55.5130329132,MPI4py,1
20,55.5502259731,MPI4py,1
21,55.6347198486,MPI4py,1
22,55.6442370415,MPI4py,1
23,55.5083692074,MPI4py,1
24,44.7727680206,MPI4py,1
25,55.0877099037,MPI4py,1
26,55.4885640144,MPI4py,1
27,55.4139928818,MPI4py,1
28,55.0938389301,MPI4py,1
29,54.8833479881,MPI4py,1
30,55.37108922,MPI4py,1
31,54.6059560776,MPI4py,1
32,55.2754349709,MPI4py,1
33,55.0526490211,MPI4py,1
34,55.6621730328,MPI4py,1
35,55.3937189579,MPI4py,1
36,56.4319729805,MPI4py,1
37,55.7573068142,MPI4py,1
38,55.1659538746,MPI4py,1
39,55.4696311951,MPI4py,1
40,55.3893082142,MPI4py,1
41,55.3012800217,MPI4py,1
42,55.4715800285,MPI4py,1
43,55.046309948,MPI4py,1
44,55.3855719566,MPI4py,1
45,55.492773056,MPI4py,1
46,55.6697781086,MPI4py,1
47,56.6338579655,MPI4py,1
48,44.6254520416,MPI4py,1
49,55.4732198715,MPI4py,1
50,55.2695229053,MPI4py,1
51,55.5183730125,MPI4py,1
52,55.1515109539,MPI4py,1
53,54.7056457996,MPI4py,1
54,55.4031040668,MPI4py,1
55,55.4717378616,MPI4py,1
56,55.4794328213,MPI4py,1
57,55.5719840527,MPI4py,1
58,56.2249538898,MPI4py,1
59,55.367934227,MPI4py,1
60,56.517387867,MPI4py,1
61,55.0043048859,MPI4py,1
62,55.7894639969,MPI4py,1
63,56.5756578445,MPI4py,1
64,55.8523881435,MPI4py,1
65,55.4566869736,MPI4py,1
66,55.0921139717,MPI4py,1
67,54.9651129246,MPI4py,1
68,55.4779338837,MPI4py,1
69,55.539000988,MPI4py,1
70,55.1930658817,MPI4py,1
71,55.4813930988,MPI4py,1
72,46.4896469116,MPI4py,1
73,57.1230809689,MPI4py,1
74,56.9685151577,MPI4py,1
75,58.0126690865,MPI4py,1
76,57.3820769787,MPI4py,1
77,55.7590150833,MPI4py,1
78,55.7365159988,MPI4py,1
79,56.518280983,MPI4py,1
80,57.6826560497,MPI4py,1
81,56.2603700161,MPI4py,1
82,56.9378738403,MPI4py,1
83,56.448816061,MPI4py,1
84,56.3208379745,MPI4py,1
85,55.7450528145,MPI4py,1
86,55.6312041283,MPI4py,1
87,55.8759920597,MPI4py,1
88,55.2328908443,MPI4py,1
89,55.2488379478,MPI4py,1
90,55.1309151649,MPI4py,1
91,55.1480021477,MPI4py,1
92,55.3866500854,MPI4py,1
93,55.239014864,MPI4py,1
94,55.721091032,MPI4py,1
95,55.7452790737,MPI4py,1
96,44.6625080109,MPI4py,1
97,55.0703492165,MPI4py,1
98,55.1486179829,MPI4py,1
99,55.5593829155,MPI4py,1
100,54.8496370316,MPI4py,1
101,55.1796989441,MPI4py,1
102,54.853085041,MPI4py,1
103,55.0511789322,MPI4py,1
104,56.1104290485,MPI4py,1
105,54.8569459915,MPI4py,1
106,56.4330501556,MPI4py,1
107,55.2226808071,MPI4py,1
108,56.4095900059,MPI4py,1
