t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1502375172,2,2.447151,1.226429,0.005708,1.220722,2.447151,2.447151,2.447151,2.447151,2.447151,2.447151,0.193417,0.368018,0.393389,0.397784,calls/second,milliseconds
1502375182,2,2.447151,1.226429,0.005708,1.220722,2.447151,2.447151,2.447151,2.447151,2.447151,2.447151,0.098494,0.311520,0.380492,0.393389,calls/second,milliseconds
1502375192,2,2.447151,1.226429,0.005708,1.220722,2.447151,2.447151,2.447151,2.447151,2.447151,2.447151,0.065998,0.263696,0.368018,0.389042,calls/second,milliseconds
1502375202,2,2.447151,1.226429,0.005708,1.220722,2.447151,2.447151,2.447151,2.447151,2.447151,2.447151,0.049625,0.223214,0.355953,0.384743,calls/second,milliseconds
1502375212,2,2.447151,1.226429,0.005708,1.220722,2.447151,2.447151,2.447151,2.447151,2.447151,2.447151,0.039758,0.188947,0.344283,0.380492,calls/second,milliseconds
1502375222,51,116.017397,2.382439,0.005708,16.258176,0.010010,0.014374,0.223488,116.017397,116.017397,116.017397,0.845707,0.943505,0.494976,0.430581,calls/second,milliseconds
1502375232,259,116.017397,0.796643,0.004744,7.098263,0.017026,0.347447,0.738855,4.616072,11.814310,116.017397,3.683918,3.936825,1.147813,0.651266,calls/second,milliseconds
1502375242,369,116.017397,0.619481,0.004180,5.820469,0.028964,0.326663,0.657327,2.572757,8.665215,116.017397,4.595037,5.021817,1.478702,0.768712,calls/second,milliseconds
1502375252,491,116.017397,0.549092,0.002371,4.987187,0.171163,0.315095,0.505606,2.447151,11.571661,116.017397,5.437076,6.060519,1.830106,0.895751,calls/second,milliseconds
1502375262,491,116.017397,0.549092,0.002371,4.987187,0.171163,0.315095,0.505606,2.447151,11.571661,116.017397,4.895187,5.130118,1.770108,0.885853,calls/second,milliseconds
1502375272,491,116.017397,0.549092,0.002371,4.987187,0.171163,0.315095,0.505606,2.447151,11.571661,116.017397,4.451422,4.342552,1.712077,0.876065,calls/second,milliseconds
1502375282,540,116.017397,0.484797,0.002371,4.574092,0.013576,0.299970,0.474981,2.447151,8.665215,116.017397,4.488708,4.459455,1.817928,0.920678,calls/second,milliseconds
1502375292,766,116.017397,0.370063,0.001240,3.389995,0.034372,0.273203,0.417120,0.880080,6.486022,23.185127,5.878616,7.006474,2.468101,1.150834,calls/second,milliseconds
1502375302,874,116.017397,0.336044,0.001240,3.035033,0.171163,0.264920,0.403509,0.818705,6.058337,23.185127,6.229338,7.606137,2.749859,1.260631,calls/second,milliseconds
1502375312,980,116.017397,0.311226,0.001240,2.773473,0.120926,0.261395,0.393983,0.737551,4.752646,23.185127,6.520165,8.071547,3.020577,1.369011,calls/second,milliseconds
1502375322,980,116.017397,0.311226,0.001240,2.773473,0.120926,0.261395,0.393983,0.737551,4.752646,23.185127,6.113428,6.832417,2.921550,1.353884,calls/second,milliseconds
1502375332,980,116.017397,0.311226,0.001240,2.773473,0.120926,0.261395,0.393983,0.737551,4.752646,23.185127,5.754460,5.783516,2.825771,1.338924,calls/second,milliseconds
1502375342,1031,116.017397,0.284207,0.001240,2.597719,0.010472,0.257826,0.379115,0.689148,4.654736,15.782287,5.718180,5.711188,2.901722,1.380639,calls/second,milliseconds
1502375352,1255,15.782287,0.220684,0.001240,0.810263,0.034159,0.246438,0.334279,0.544799,4.654736,9.666725,6.594787,8.052609,3.513167,1.604617,calls/second,milliseconds
1502375362,1372,11.571661,0.204962,0.001240,0.697432,0.149031,0.241159,0.315991,0.487898,4.616072,9.666725,6.849680,8.668852,3.797081,1.721594,calls/second,milliseconds
1502375372,1469,11.571661,0.194380,0.001240,0.705919,0.080070,0.234549,0.309848,0.469742,4.445237,9.666725,6.985083,8.794566,3.994454,1.811658,calls/second,milliseconds
1502375382,1469,11.571661,0.194380,0.001240,0.705919,0.080070,0.234549,0.309848,0.469742,4.445237,9.666725,6.668112,7.444439,3.863500,1.791640,calls/second,milliseconds
1502375392,1469,11.571661,0.194380,0.001240,0.705919,0.080070,0.234549,0.309848,0.469742,4.445237,9.666725,6.378580,6.301582,3.736840,1.771843,calls/second,milliseconds
1502375402,1518,11.571661,0.180950,0.001240,0.698361,0.006778,0.229005,0.302475,0.469742,4.654736,8.665215,6.317052,6.117739,3.776311,1.806558,calls/second,milliseconds
1502375412,1720,11.571661,0.192507,0.001109,0.684482,0.010345,0.228073,0.300715,0.477919,4.185435,7.605526,6.871707,8.271952,4.314416,2.009762,calls/second,milliseconds
1502375422,1828,11.571661,0.183618,0.001083,0.639991,0.013314,0.227672,0.284423,0.453602,4.185435,7.605526,7.022633,8.496972,4.501713,2.098889,calls/second,milliseconds
1502375432,1958,11.571661,0.173535,0.001083,0.598895,0.072891,0.225888,0.281372,0.446821,4.015023,6.756791,7.243760,9.208149,4.799526,2.226656,calls/second,milliseconds
1502375442,1958,11.571661,0.173535,0.001083,0.598895,0.072891,0.225888,0.281372,0.446821,4.015023,6.756791,6.985349,7.794530,4.642179,2.202052,calls/second,milliseconds
1502375452,1958,11.571661,0.173535,0.001083,0.598895,0.072891,0.225888,0.281372,0.446821,4.015023,6.756791,6.744704,6.597927,4.489990,2.177720,calls/second,milliseconds
