CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,0.839,N/A,1.508,12.672,12.674,0.018966,2.004606,0.003969

unit.000001,Mapper-0-2,N/A,0.854,N/A,1.9,11.64,11.642,0.020593,2.000009,0.003392

unit.000002,Mapper-0-3,N/A,0.873,N/A,2.257,12.712,12.714,0.022819,1.977948,0.01945

unit.000003,Mapper-0-4,N/A,0.886,N/A,2.474,13.756,13.765,0.025083,1.915588,0.003444

unit.000004,Mapper-0-5,N/A,0.901,N/A,2.727,13.781,13.785,0.020903,2.191331,0.00359

unit.000005,Mapper-0-6,N/A,0.866,N/A,2.091,12.704,12.706,0.020827,1.951036,0.00374

unit.000006,Mapper-0-7,N/A,0.931,N/A,3.168,13.824,13.826,0.025175,1.968381,0.00355

unit.000007,Mapper-0-8,N/A,0.961,N/A,3.485,14.859,14.861,0.020011,2.214841,0.003323

unit.000008,Mapper-0-9,N/A,0.876,N/A,2.295,12.721,12.723,0.023075,1.952935,0.020592

unit.000009,Mapper-0-10,N/A,0.878,N/A,2.33,12.724,12.726,0.022931,1.973634,0.024362

unit.000010,Mapper-0-11,N/A,0.881,N/A,2.355,12.727,12.729,0.020021,2.016911,0.003372

unit.000011,Mapper-0-12,N/A,0.882,N/A,2.381,12.728,12.73,0.019955,1.970216,0.003456

unit.000012,Mapper-0-13,N/A,0.885,N/A,2.414,13.752,13.757,0.019948,1.895266,0.003526

unit.000013,Mapper-0-14,N/A,0.888,N/A,2.505,13.765,13.767,0.033225,1.913916,0.011517

unit.000014,Mapper-0-15,N/A,0.899,N/A,2.694,13.778,13.78,0.02092,2.014984,0.003442

unit.000015,Mapper-0-16,N/A,0.892,N/A,2.547,13.767,13.769,0.020687,1.935737,0.003423

unit.000016,Mapper-0-17,N/A,0.916,N/A,2.949,13.809,13.811,0.021555,1.955881,0.004162

unit.000017,Mapper-0-18,N/A,0.918,N/A,2.997,13.811,13.813,0.021573,1.962266,0.003612

unit.000018,Mapper-0-19,N/A,0.919,N/A,3.048,13.814,13.816,0.02143,2.08655,0.003776

unit.000019,Mapper-0-20,N/A,0.922,N/A,3.095,13.818,13.82,0.025814,1.931122,0.003596

unit.000020,Mapper-0-21,N/A,0.911,N/A,2.867,13.8,13.801,0.02156,1.9408,0.004546

unit.000021,Mapper-0-22,N/A,0.909,N/A,2.845,13.797,13.799,0.021539,1.952265,0.007715

unit.000022,Mapper-0-23,N/A,0.868,N/A,2.127,13.743,13.746,0.023069,2.062644,0.004239

unit.000023,Mapper-0-24,N/A,0.904,N/A,2.768,13.789,13.791,0.020862,2.080093,0.003513

unit.000024,Mapper-0-25,N/A,0.805,N/A,1.186,11.621,11.623,0.021596,1.929839,0.003606

unit.000025,Mapper-0-26,N/A,0.897,N/A,2.61,13.773,13.775,0.02081,2.088891,0.003463

unit.000026,Mapper-0-27,N/A,0.929,N/A,3.135,14.835,14.837,0.024484,1.924745,0.003481

unit.000027,Mapper-0-28,N/A,0.932,N/A,3.179,14.835,14.837,0.025947,2.327722,0.003415

unit.000028,Mapper-0-29,N/A,0.936,N/A,3.234,14.838,14.84,0.026023,1.98955,0.003385

