CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,58.6,N/A,58.614,61.762,61.764,0.01396,0.959735,0.010832
unit.000001,Mapper-0-2,N/A,60.134,N/A,60.147,63.77,63.772,0.013526,0.952548,0.010905
unit.000002,Mapper-0-3,N/A,61.483,N/A,61.505,64.776,64.778,0.014947,0.976719,0.010784
unit.000003,Mapper-0-4,N/A,63.022,N/A,63.036,65.781,65.783,0.045791,0.975129,0.010431
unit.000004,Mapper-0-5,N/A,64.375,N/A,64.389,67.817,67.821,0.036091,0.944254,0.01068
unit.000005,Mapper-0-6,N/A,64.558,N/A,64.57,67.817,67.82,0.012955,0.934009,0.010744
unit.000006,Mapper-0-7,N/A,65.761,N/A,65.775,68.824,68.826,0.041455,0.950078,0.011519
unit.000007,Mapper-0-8,N/A,67.149,N/A,67.162,69.829,69.831,0.013946,0.937609,0.011884
unit.000008,Mapper-0-9,N/A,68.683,N/A,68.697,71.837,71.839,0.014156,0.974485,0.010361
unit.000009,Mapper-0-10,N/A,70.034,N/A,70.047,72.842,72.845,0.013822,0.947003,0.024239
unit.000010,Mapper-0-11,N/A,70.216,N/A,70.244,72.842,72.848,0.013295,0.961685,0.011018
unit.000011,Mapper-0-12,N/A,71.421,N/A,71.434,73.852,73.855,0.013451,0.963394,0.010311
unit.000012,Mapper-0-13,N/A,71.603,N/A,71.616,74.856,74.858,0.014306,0.967951,0.010735
unit.000013,Mapper-0-14,N/A,74.193,N/A,74.206,77.096,77.148,0.013957,0.944528,0.010649
unit.000014,Mapper-0-15,N/A,75.583,N/A,75.596,78.175,78.179,0.013692,0.940546,0.012137
unit.000015,Mapper-0-16,N/A,77.7,N/A,77.714,80.185,80.187,0.012995,0.979189,0.011219
unit.000016,Mapper-0-17,N/A,78.03,N/A,78.044,81.188,81.19,0.013612,0.995981,0.01074
unit.000017,Mapper-0-18,N/A,54.187,N/A,54.21,56.722,56.724,0.013514,0.973414,0.011146
unit.000018,Mapper-0-19,N/A,57.032,N/A,57.045,60.756,60.758,0.013511,0.98534,0.010558
unit.000019,Mapper-0-20,N/A,59.95,N/A,59.963,62.767,62.769,0.014611,0.982344,0.010982
unit.000020,Mapper-0-21,N/A,65.944,N/A,65.957,68.824,68.826,0.013434,1.012235,0.010425
unit.000021,Mapper-0-22,N/A,72.805,N/A,72.818,75.86,75.862,0.013671,0.981597,0.010237
unit.000022,Mapper-0-23,N/A,79.381,N/A,79.395,82.193,82.195,0.013439,0.981177,0.010816
unit.000023,Mapper-0-24,N/A,12.508,N/A,12.524,16.418,16.42,0.04199,0.95045,0.017376
unit.000024,Mapper-0-25,N/A,14.982,N/A,15.022,18.429,18.431,0.013287,0.952641,0.010319
unit.000025,Mapper-0-26,N/A,16.699,N/A,16.713,20.455,20.458,0.012977,0.96303,0.010291
unit.000026,Mapper-0-27,N/A,17.939,N/A,17.953,23.466,23.468,0.012443,0.98685,0.010208
unit.000027,Mapper-0-28,N/A,19.291,N/A,19.314,23.469,23.471,0.014837,0.974427,0.01057
unit.000028,Mapper-0-29,N/A,0.871,N/A,0.941,8.926,8.927,0.022344,1.020127,0.011058
unit.000029,Mapper-0-30,N/A,0.874,N/A,0.959,8.928,8.93,0.022336,1.031202,0.01814
unit.000030,Mapper-0-31,N/A,0.878,N/A,0.988,8.931,8.933,0.022218,1.013725,0.011584
unit.000031,Mapper-0-32,N/A,0.881,N/A,1.008,8.934,8.936,0.022389,1.004649,0.020385
