CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,0.794,N/A,1.562,11.095,11.098,0.011151,0.956531,0.010903
unit.000001,Mapper-0-2,N/A,0.757,N/A,1.188,10.017,10.02,0.01419,0.961531,0.011601
unit.000002,Mapper-0-3,N/A,0.773,N/A,1.353,11.066,11.068,0.011636,0.97899,0.010469
unit.000003,Mapper-0-4,N/A,0.787,N/A,1.5,11.086,11.088,0.015441,0.942497,0.011468
unit.000004,Mapper-0-5,N/A,0.804,N/A,1.719,11.105,11.107,0.011886,0.942566,0.010154
unit.000005,Mapper-0-6,N/A,123.209,N/A,123.232,127.639,127.641,0.014421,0.965659,0.010337
unit.000006,Mapper-0-7,N/A,123.208,N/A,123.223,127.637,127.639,0.014454,0.969142,0.011105
unit.000007,Mapper-0-8,N/A,0.851,N/A,2.29,12.175,12.178,0.018484,1.131617,0.012568
unit.000008,Mapper-0-9,N/A,0.818,N/A,1.877,11.128,11.13,0.012603,0.959624,0.010492
unit.000009,Mapper-0-10,N/A,0.822,N/A,1.938,12.151,12.152,0.011467,0.988622,0.011553
unit.000010,Mapper-0-11,N/A,0.862,N/A,2.438,12.181,12.183,0.017282,0.992272,0.015761
unit.000011,Mapper-0-12,N/A,4.138,N/A,4.154,12.208,12.21,0.015846,0.959431,0.010784
unit.000012,Mapper-0-13,N/A,42.984,N/A,42.998,47.462,47.464,0.015165,1.054833,0.010384
unit.000013,Mapper-0-14,N/A,52.691,N/A,52.705,56.626,56.628,0.013467,0.944393,0.010112
unit.000014,Mapper-0-15,N/A,21.115,N/A,21.129,24.278,24.28,0.01446,0.988681,0.010873
unit.000015,Mapper-0-16,N/A,28.049,N/A,28.072,30.309,30.311,0.013174,0.964758,0.010519
unit.000016,Mapper-0-17,N/A,32.21,N/A,32.223,34.382,34.384,0.014576,0.986782,0.010786
unit.000017,Mapper-0-18,N/A,0.756,N/A,1.179,10.017,10.018,0.021534,0.994526,0.010278
unit.000018,Mapper-0-19,N/A,90.978,N/A,90.992,93.9,93.902,0.012188,0.978863,0.010764
unit.000019,Mapper-0-20,N/A,0.762,N/A,1.228,10.04,10.045,0.012499,0.963697,0.011361
unit.000020,Mapper-0-21,N/A,104.049,N/A,104.064,107.008,107.01,0.014864,0.962031,0.011002
unit.000021,Mapper-0-22,N/A,111.569,N/A,111.582,114.519,114.524,0.015426,0.955074,0.010996
unit.000022,Mapper-0-23,N/A,0.769,N/A,1.314,11.062,11.064,0.011619,0.954933,0.010355
unit.000023,Mapper-0-24,N/A,128.863,N/A,128.876,132.67,132.672,0.063166,0.984489,0.010924
unit.000024,Mapper-0-25,N/A,0.775,N/A,1.372,11.069,11.07,0.011592,1.009957,0.010351
unit.000025,Mapper-0-26,N/A,149.191,N/A,149.205,153.831,153.835,0.014933,0.973439,0.011207
unit.000026,Mapper-0-27,N/A,0.78,N/A,1.411,11.074,11.075,0.011488,0.990527,0.010379
unit.000027,Mapper-0-28,N/A,170.951,N/A,170.964,173.979,173.981,0.014357,0.990528,0.016505
unit.000028,Mapper-0-29,N/A,0.784,N/A,1.473,11.079,11.081,0.013438,0.983972,0.011522
unit.000029,Mapper-0-30,N/A,0.787,N/A,1.492,11.084,11.086,0.013766,0.959564,0.011275
unit.000030,Mapper-0-31,N/A,0.79,N/A,1.519,11.089,11.091,0.013322,0.961695,0.010837
unit.000031,Mapper-0-32,N/A,0.741,N/A,1.054,10.004,10.006,0.01444,0.965161,0.010652
unit.000032,Mapper-0-33,N/A,0.735,N/A,0.981,9.999,10.001,0.011818,1.098482,0.010732
unit.000033,Mapper-0-34,N/A,30.823,N/A,30.837,33.376,33.377,0.013695,0.951263,0.011022
unit.000034,Mapper-0-35,N/A,79.927,N/A,79.95,84.788,84.79,0.012758,0.968084,0.010833
