CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,0.62,N/A,1.354,14.512,14.514,0.057078,3.892495,0.002531

unit.000001,Mapper-0-2,N/A,0.632,N/A,1.452,14.523,14.527,0.056545,3.99408,0.001621

unit.000002,Mapper-0-3,N/A,0.64,N/A,1.606,14.537,14.54,0.056346,4.351351,0.001542

unit.000003,Mapper-0-4,N/A,0.595,N/A,1.069,13.452,13.453,0.047461,3.849451,0.002675

unit.000004,Mapper-0-5,N/A,0.561,N/A,0.757,14.474,14.476,0.054892,4.366428,0.001526

unit.000005,Mapper-0-6,N/A,0.597,N/A,1.106,14.493,14.496,0.048278,4.70517,0.001571

unit.000006,Mapper-0-7,N/A,0.586,N/A,0.927,13.44,13.442,0.048768,3.851092,0.001612

unit.000007,Mapper-0-8,N/A,0.599,N/A,1.161,13.457,13.459,0.048952,4.299709,0.001598

unit.000008,Mapper-0-9,N/A,0.601,N/A,1.171,13.458,13.46,0.05076,4.033661,0.001538

unit.000009,Mapper-0-10,N/A,0.603,N/A,1.189,13.461,13.463,0.049861,4.062382,0.003723

unit.000010,Mapper-0-11,N/A,0.604,N/A,1.199,14.497,14.499,0.047434,3.889391,0.001705

unit.000011,Mapper-0-12,N/A,0.605,N/A,1.208,13.463,13.464,0.049061,3.939093,0.001658

unit.000012,Mapper-0-13,N/A,0.607,N/A,1.219,13.463,13.466,0.049558,3.956242,0.001576

unit.000013,Mapper-0-14,N/A,0.543,N/A,0.598,10.398,10.4,0.052552,3.943938,0.016596

unit.000014,Mapper-0-15,N/A,0.556,N/A,0.694,10.409,10.411,0.053586,4.736601,0.001693

unit.000015,Mapper-0-16,N/A,0.572,N/A,0.784,13.43,13.431,0.061074,3.906501,0.001631

unit.000016,Mapper-0-17,N/A,0.58,N/A,0.868,13.433,13.436,0.058268,3.856406,0.002643

unit.000017,Mapper-0-18,N/A,0.588,N/A,0.955,14.489,14.49,0.05259,3.945302,0.001499

unit.000018,Mapper-0-19,N/A,0.617,N/A,1.326,14.507,14.509,0.056784,4.041766,0.00153

unit.000019,Mapper-0-20,N/A,0.602,N/A,1.18,13.46,13.462,0.047303,3.905231,0.001654

unit.000020,Mapper-0-21,N/A,0.612,N/A,1.266,14.501,14.503,0.04927,4.451234,0.001637

unit.000021,Mapper-0-22,N/A,0.625,N/A,1.382,14.515,14.517,0.052268,4.90909,0.001815

unit.000022,Mapper-0-23,N/A,0.634,N/A,1.471,14.528,14.529,0.05157,4.037856,0.001537

unit.000023,Mapper-0-24,N/A,0.628,N/A,1.402,14.518,14.519,0.052751,3.967473,0.00165

unit.000024,Mapper-0-25,N/A,0.629,N/A,1.414,14.52,14.522,0.053656,4.562929,0.00152

unit.000025,Mapper-0-26,N/A,0.631,N/A,1.442,13.467,13.468,0.048793,3.915659,0.00166

unit.000026,Mapper-0-27,N/A,0.633,N/A,1.461,14.523,14.528,0.05125,4.148843,0.001908

unit.000027,Mapper-0-28,N/A,0.635,N/A,1.48,14.528,14.531,0.053984,4.713907,0.001812

unit.000028,Mapper-0-29,N/A,0.635,N/A,1.49,13.467,13.469,0.050901,3.886687,0.001468

unit.000029,Mapper-0-30,N/A,0.595,N/A,1.081,13.452,13.454,0.050446,3.974348,0.001683

unit.000030,Mapper-0-31,N/A,0.549,N/A,0.637,10.403,10.404,0.046467,4.004579,0.001638

unit.000031,Mapper-0-32,N/A,0.639,N/A,1.535,13.469,13.471,0.054071,3.865438,0.001678

unit.000032,Mapper-0-33,N/A,0.639,N/A,1.597,14.535,14.537,0.055442,3.94992,0.001797

unit.000033,Mapper-0-34,N/A,0.643,N/A,1.665,14.541,14.542,0.090259,4.471934,0.001635

unit.000034,Mapper-0-35,N/A,0.538,N/A,0.56,10.394,10.396,0.048393,4.07017,0.001544

unit.000035,Mapper-0-36,N/A,0.541,N/A,0.578,10.394,10.397,0.047204,3.979595,0.002367

unit.000036,Mapper-0-37,N/A,0.542,N/A,0.588,10.397,10.399,0.04659,4.006952,0.001478

unit.000037,Mapper-0-38,N/A,0.544,N/A,0.608,10.4,10.402,0.049509,3.974158,0.005145

unit.000038,Mapper-0-39,N/A,0.545,N/A,0.618,11.416,11.418,0.072406,4.927752,0.001752

unit.000039,Mapper-0-40,N/A,0.55,N/A,0.646,10.403,10.405,0.051982,4.085783,0.008004

unit.000040,Mapper-0-41,N/A,0.551,N/A,0.656,10.406,10.407,0.050704,3.971555,0.001697

unit.000041,Mapper-0-42,N/A,0.554,N/A,0.675,10.406,10.408,0.083702,4.447702,0.001547

unit.000042,Mapper-0-43,N/A,0.555,N/A,0.685,10.408,10.411,0.054044,4.25764,0.001578

unit.000043,Mapper-0-44,N/A,0.556,N/A,0.704,10.411,10.413,0.063307,4.775628,0.001635

unit.000044,Mapper-0-45,N/A,0.557,N/A,0.713,10.412,10.414,0.055677,4.274835,0.001485

unit.000045,Mapper-0-46,N/A,0.559,N/A,0.733,13.424,13.427,0.051265,3.973415,0.001587

unit.000046,Mapper-0-47,N/A,0.56,N/A,0.748,13.427,13.428,0.050727,3.998088,0.008698

unit.000047,Mapper-0-48,N/A,0.561,N/A,0.766,13.427,13.429,0.072608,4.021713,0.001999

unit.000048,Mapper-0-49,N/A,0.563,N/A,0.775,14.475,14.477,0.0666,5.179596,0.001885

unit.000049,Mapper-0-50,N/A,0.573,N/A,0.794,14.478,14.48,0.084706,4.362234,0.001642

unit.000050,Mapper-0-51,N/A,0.574,N/A,0.804,14.478,14.479,0.075257,4.613588,0.001524

unit.000051,Mapper-0-52,N/A,0.576,N/A,0.822,14.481,14.483,0.084309,5.502936,0.001917

unit.000052,Mapper-0-53,N/A,0.576,N/A,0.832,13.43,13.432,0.05573,3.873527,0.005294

unit.000053,Mapper-0-54,N/A,0.578,N/A,0.85,13.433,13.435,0.055843,4.102253,0.001554

unit.000054,Mapper-0-55,N/A,0.579,N/A,0.859,14.483,14.487,0.057754,4.774971,0.00159

unit.000055,Mapper-0-56,N/A,0.581,N/A,0.877,13.436,13.438,0.047118,3.902588,0.001599

unit.000056,Mapper-0-57,N/A,0.582,N/A,0.887,14.486,14.488,0.071902,4.776758,0.001689

unit.000057,Mapper-0-58,N/A,0.584,N/A,0.909,13.436,13.439,0.064901,3.946563,0.001649

unit.000058,Mapper-0-59,N/A,0.585,N/A,0.918,13.439,13.44,0.05069,3.965016,0.001539

unit.000059,Mapper-0-60,N/A,0.586,N/A,0.937,13.441,13.443,0.049574,3.945632,0.001553

unit.000060,Mapper-0-61,N/A,0.587,N/A,0.946,13.443,13.445,0.066709,3.847613,0.001615

unit.000061,Mapper-0-62,N/A,0.589,N/A,0.965,13.444,13.446,0.064392,3.896956,0.001787

unit.000062,Mapper-0-63,N/A,0.589,N/A,0.978,14.491,14.492,0.04895,4.480439,0.002001

unit.000063,Mapper-0-64,N/A,0.591,N/A,1.018,14.491,14.493,0.051317,4.638131,0.001527

unit.000064,Mapper-0-65,N/A,0.591,N/A,1.027,13.446,13.448,0.051447,3.939927,0.001529

unit.000065,Mapper-0-66,N/A,0.593,N/A,1.045,14.493,14.495,0.083193,4.813388,0.001804

unit.000066,Mapper-0-67,N/A,0.553,N/A,0.665,11.416,11.419,0.054363,4.913139,0.001663

unit.000067,Mapper-0-68,N/A,0.596,N/A,1.091,13.455,13.456,0.048673,4.025257,0.00169

unit.000068,Mapper-0-69,N/A,0.577,N/A,0.841,14.483,14.484,0.060142,5.201608,0.001521

unit.000069,Mapper-0-70,N/A,0.597,N/A,1.123,14.496,14.498,0.049431,5.055448,0.001847

unit.000070,Mapper-0-71,N/A,0.592,N/A,1.036,13.449,13.45,0.04799,3.825756,0.002611

