CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,0.586,N/A,1.06,13.41,13.412,0.06129,4.109648,0.001614

unit.000001,Mapper-0-2,N/A,0.566,N/A,0.838,13.357,13.361,0.053248,3.936446,0.015328

unit.000002,Mapper-0-3,N/A,0.569,N/A,0.885,13.362,13.368,0.05213,3.979355,0.001832

unit.000003,Mapper-0-4,N/A,0.571,N/A,0.902,13.369,13.371,0.044884,4.086175,0.001588

unit.000004,Mapper-0-5,N/A,0.574,N/A,0.932,13.386,13.388,0.060367,4.135442,0.001653

unit.000005,Mapper-0-6,N/A,0.577,N/A,0.951,13.392,13.394,0.048883,4.616907,0.0018

unit.000006,Mapper-0-7,N/A,0.579,N/A,0.972,13.395,13.401,0.047268,4.428634,0.001591

unit.000007,Mapper-0-8,N/A,0.581,N/A,0.991,13.402,13.404,0.047567,4.478136,0.00162

unit.000008,Mapper-0-9,N/A,0.631,N/A,1.454,14.527,14.529,0.09598,5.223013,0.00202

unit.000009,Mapper-0-10,N/A,0.587,N/A,1.068,13.412,13.416,0.081368,4.337531,0.0017

unit.000010,Mapper-0-11,N/A,0.588,N/A,1.087,13.418,13.421,0.07954,4.626854,0.001725

unit.000011,Mapper-0-12,N/A,0.587,N/A,1.077,13.416,13.417,0.047501,4.580065,0.001704

unit.000012,Mapper-0-13,N/A,0.592,N/A,1.114,13.423,13.425,0.051974,3.924878,0.001561

unit.000013,Mapper-0-14,N/A,0.593,N/A,1.134,13.428,13.43,0.094278,4.624119,0.001753

unit.000014,Mapper-0-15,N/A,0.594,N/A,1.153,13.434,13.436,0.04894,4.672814,0.001655

unit.000015,Mapper-0-16,N/A,0.596,N/A,1.171,13.44,13.442,0.047826,3.899814,0.001778

unit.000016,Mapper-0-17,N/A,0.597,N/A,1.19,13.444,13.446,0.049847,3.886934,0.002417

unit.000017,Mapper-0-18,N/A,0.599,N/A,1.209,13.453,13.454,0.05167,3.957093,0.001523

unit.000018,Mapper-0-19,N/A,0.601,N/A,1.23,13.455,13.457,0.048781,3.891802,0.001628

unit.000019,Mapper-0-20,N/A,0.603,N/A,1.248,13.46,13.464,0.046918,3.924465,0.011583

unit.000020,Mapper-0-21,N/A,0.605,N/A,1.267,13.465,13.467,0.048806,3.959668,0.001608

unit.000021,Mapper-0-22,N/A,0.568,N/A,0.875,13.36,13.361,0.051285,4.010943,0.001732

unit.000022,Mapper-0-23,N/A,0.61,N/A,1.303,13.481,13.483,0.0487,3.819821,0.002594

unit.000023,Mapper-0-24,N/A,0.612,N/A,1.322,13.486,13.488,0.049427,3.901585,0.001882

unit.000024,Mapper-0-25,N/A,0.62,N/A,1.379,13.499,13.502,0.044519,4.062984,0.00177

unit.000025,Mapper-0-26,N/A,0.619,N/A,1.37,13.498,13.501,0.050732,3.950176,0.003813

unit.000026,Mapper-0-27,N/A,0.623,N/A,1.398,13.505,13.507,0.045397,4.017522,0.001799

unit.000027,Mapper-0-28,N/A,0.554,N/A,0.716,13.34,13.342,0.05473,3.962192,0.007266

unit.000028,Mapper-0-29,N/A,0.626,N/A,1.423,13.509,13.513,0.046926,3.99506,0.001739

unit.000029,Mapper-0-30,N/A,0.627,N/A,1.435,14.526,14.529,0.046653,4.847233,0.007655

unit.000030,Mapper-0-31,N/A,0.629,N/A,1.445,13.515,13.519,0.052446,3.986924,0.001693

unit.000031,Mapper-0-32,N/A,0.632,N/A,1.464,14.532,14.533,0.049819,4.859345,0.001699

unit.000032,Mapper-0-33,N/A,0.633,N/A,1.482,14.53,14.534,0.049898,5.056856,0.001776

unit.000033,Mapper-0-34,N/A,0.634,N/A,1.493,14.534,14.54,0.048899,4.834351,0.001515

unit.000034,Mapper-0-35,N/A,0.635,N/A,1.508,14.54,14.541,0.081546,4.937016,0.001497

unit.000035,Mapper-0-36,N/A,0.636,N/A,1.526,14.542,14.543,0.072028,4.950501,0.001532

unit.000036,Mapper-0-37,N/A,0.637,N/A,1.536,13.516,13.517,0.047719,3.970391,0.001598

unit.000037,Mapper-0-38,N/A,0.639,N/A,1.546,14.542,14.544,0.048184,4.832245,0.001535

unit.000038,Mapper-0-39,N/A,0.64,N/A,1.555,13.519,13.525,0.049541,3.971884,0.002108

unit.000039,Mapper-0-40,N/A,0.535,N/A,0.557,11.28,11.288,0.047876,3.922841,0.001652

unit.000040,Mapper-0-41,N/A,0.538,N/A,0.577,11.289,11.293,0.047786,3.968668,0.001566

unit.000041,Mapper-0-42,N/A,0.539,N/A,0.587,11.292,11.294,0.048024,3.940433,0.002055

