CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,61.78,N/A,61.793,66.502,66.504,0.014005,2.053754,0.009842
unit.000001,Mapper-0-2,N/A,64.54,N/A,64.553,68.513,68.515,0.014731,2.008066,0.011013
unit.000002,Mapper-0-3,N/A,68.533,N/A,68.546,72.53,72.532,0.015361,1.994273,0.00997
unit.000003,Mapper-0-4,N/A,67.482,N/A,67.494,71.526,71.528,0.015393,2.054192,0.010509
unit.000004,Mapper-0-5,N/A,68.859,N/A,68.873,73.533,73.535,0.014784,2.055281,0.010252
unit.000005,Mapper-0-6,N/A,71.291,N/A,71.304,75.545,75.547,0.014636,2.032701,0.010497
unit.000006,Mapper-0-7,N/A,72.671,N/A,72.684,76.55,76.552,0.065795,2.054259,0.010174
unit.000007,Mapper-0-8,N/A,72.997,N/A,73.01,77.553,77.556,0.013757,2.047644,0.010463
unit.000008,Mapper-0-9,N/A,0.47,N/A,0.499,8.029,8.031,0.012395,2.399147,0.010825
unit.000009,Mapper-0-10,N/A,0.472,N/A,0.519,8.033,8.034,0.011622,1.998366,0.010662
unit.000010,Mapper-0-11,N/A,0.518,N/A,0.984,12.152,12.154,0.011615,1.964622,0.010609
unit.000011,Mapper-0-12,N/A,0.478,N/A,0.564,8.038,8.04,0.012448,2.009339,0.009981
unit.000012,Mapper-0-13,N/A,0.482,N/A,0.591,8.041,8.043,0.012479,2.250565,0.010406
unit.000013,Mapper-0-14,N/A,12.876,N/A,12.889,19.199,19.201,0.015505,2.01465,0.010228
unit.000014,Mapper-0-15,N/A,0.489,N/A,0.646,12.13,12.132,0.011747,2.057669,0.014295
unit.000015,Mapper-0-16,N/A,0.524,N/A,1.098,11.064,11.068,0.017249,2.097407,0.010306
unit.000016,Mapper-0-17,N/A,0.526,N/A,1.115,11.065,11.069,0.015913,2.080076,0.010871
unit.000017,Mapper-0-18,N/A,0.529,N/A,1.142,11.094,11.096,0.015958,2.180523,0.010271
unit.000018,Mapper-0-19,N/A,0.532,N/A,1.168,11.097,11.098,0.016866,2.016455,0.010647
unit.000019,Mapper-0-20,N/A,0.535,N/A,1.228,12.154,12.156,0.018137,2.077121,0.011959
