CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,cpptraj_tr1,5.5599501133,5.56394410133,5.8925139904,33.991658926,34.8315410614
unit.000001,cpptraj_tr2,5.43503594398,5.43992590904,5.45261907578,30.7816240788,32.3809299469
unit.000002,cpptraj_tr3,5.51351594925,5.51775097847,5.75065898895,30.9801430702,32.4613471031
unit.000003,cpptraj_tr4,5.44850301743,5.45252609253,5.4836730957,30.7764019966,32.331619978
unit.000004,cpptraj_tr5,5.45675611496,5.46077203751,5.5038049221,30.3720290661,32.2823829651
unit.000005,cpptraj_tr6,5.46484494209,5.46883106232,5.5241060257,30.7843289375,32.4121570587
unit.000006,cpptraj_tr7,5.47690200806,5.4809191227,5.55466198921,29.7714540958,31.2073259354
unit.000007,cpptraj_tr8,5.48508405685,5.48910713196,5.57439494133,26.6744339466,28.0307700634
unit.000008,cpptraj_tr9,5.493060112,5.49721312523,5.68155002594,26.6653790474,28.0123300552
unit.000009,cpptraj_tr10,5.5012960434,5.5052959919,5.7008099556,32.786301136,33.6864600182
unit.000010,cpptraj_tr11,5.50943398476,5.5134871006,5.74085593224,31.583523035,32.630710125
unit.000011,cpptraj_tr12,5.52162504196,5.52599596977,5.7696390152,34.4930820465,35.886920929
unit.000012,cpptraj_tr13,5.52989411354,5.53380513191,5.79104304314,31.282325983,32.6116490364
unit.000013,cpptraj_tr14,5.5386660099,5.54387497902,5.84431004524,33.6898620129,34.7815301418
unit.000014,cpptraj_tr15,5.55183696747,5.55582714081,5.87334394455,31.1837589741,32.580299139
unit.000015,cpptraj_tr16,5.54786992073,5.55183410645,5.8637111187,33.2907679081,33.7367539406
unit.000016,cpptraj_tr17,5.42918801308,5.43729996681,5.4410469532,30.7736139297,32.3122529984
unit.000017,cpptraj_tr18,5.43992495537,5.44432091713,5.46363210678,29.7681229115,31.1877250671
unit.000018,cpptraj_tr19,5.44438409805,5.44848895073,5.47367596626,26.6566331387,27.9132800102
unit.000019,cpptraj_tr20,5.45252394676,5.45676803589,5.49401211739,26.6598069668,27.9629790783
unit.000020,cpptraj_tr21,5.46078705788,5.4648771286,5.51360297203,29.9703080654,31.2370131016
unit.000021,cpptraj_tr22,5.4728679657,5.4769320488,5.54475402832,29.3660860062,31.1575639248
unit.000022,cpptraj_tr23,5.48091006279,5.48507714272,5.5643620491,26.6626479626,27.9801540375
unit.000023,cpptraj_tr24,5.48909211159,5.49304103851,5.67138910294,26.7578999996,28.0616829395
unit.000024,cpptraj_tr25,5.4972410202,5.50127506256,5.69115114212,30.9771249294,32.4311609268
unit.000025,cpptraj_tr26,5.50530695915,5.50943899155,5.71868991852,31.1808569431,32.5616359711
unit.000026,cpptraj_tr27,5.51773095131,5.52161002159,5.76006197929,31.0793581009,32.5112020969
unit.000027,cpptraj_tr28,5.52575492859,5.52991509438,5.77976894379,33.890873909,34.8116989136
unit.000028,cpptraj_tr29,5.5344350338,5.53864908218,5.80053591728,31.0822849274,32.5303499699
unit.000029,cpptraj_tr30,5.54387307167,5.54787707329,5.85407114029,33.2878780365,33.7059690952
unit.000030,cpptraj_tr31,5.4688270092,5.47286510468,5.5342540741,30.7790110111,32.3624200821
unit.000031,cpptraj_tr32,5.55584692955,5.55990099907,5.8831589222,30.9830050468,32.4805090427
