BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1504294440000 ms, 2017-09-01T14:34:03, 5, 2950, 4,1_Producer_Count
1504294500000 ms, 2017-09-01T14:35:00, 0, 1826, 0,1_Producer_Count
1504294560000 ms, 2017-09-01T14:36:00, 0, 2174, 4,1_Producer_Count
1504294620000 ms, 2017-09-01T14:37:00, 0, 1355, 0,1_Producer_Count
1504294680000 ms, 2017-09-01T14:38:00, 0, 2249, 4,1_Producer_Count
1504294740000 ms, 2017-09-01T14:39:00, 1, 1315, 0,1_Producer_Count
1504294800000 ms, 2017-09-01T14:40:00, 1, 2062, 4,1_Producer_Count
1504294860000 ms, 2017-09-01T14:41:00, 0, 1586, 0,1_Producer_Count
1504294920000 ms, 2017-09-01T14:42:00, 1, 2193, 4,1_Producer_Count
1504294980000 ms, 2017-09-01T14:43:00, 2, 1371, 0,1_Producer_Count
1504295040000 ms, 2017-09-01T14:44:00, 0, 2161, 4,1_Producer_Count
1504295100000 ms, 2017-09-01T14:45:00, 1, 1277, 0,1_Producer_Count
1504295160000 ms, 2017-09-01T14:46:00, 1, 1958, 4,1_Producer_Count
1504295220000 ms, 2017-09-01T14:47:00, 1, 1312, 0,1_Producer_Count
1504295280000 ms, 2017-09-01T14:48:00, 1, 2071, 4,1_Producer_Count
1504295340000 ms, 2017-09-01T14:49:00, 1, 1300, 0,1_Producer_Count
1504295400000 ms, 2017-09-01T14:50:00, 1, 1749, 4,1_Producer_Count
1504295460000 ms, 2017-09-01T14:51:00, 2, 1281, 0,1_Producer_Count
1504295520000 ms, 2017-09-01T14:52:00, 0, 1885, 4,1_Producer_Count
1504295580000 ms, 2017-09-01T14:53:00, 0, 1294, 0,1_Producer_Count
1504295640000 ms, 2017-09-01T14:54:00, 1, 1763, 4,1_Producer_Count
1504295700000 ms, 2017-09-01T14:55:00, 0, 1274, 0,1_Producer_Count
1504295760000 ms, 2017-09-01T14:56:00, 0, 2086, 4,1_Producer_Count
1504295820000 ms, 2017-09-01T14:57:00, 0, 1280, 0,1_Producer_Count
1504295880000 ms, 2017-09-01T14:58:00, 1, 1945, 4,1_Producer_Count
1504295940000 ms, 2017-09-01T14:59:00, 1, 1277, 0,1_Producer_Count
1504296000000 ms, 2017-09-01T15:00:00, 1, 1890, 4,1_Producer_Count
1504296060000 ms, 2017-09-01T15:01:00, 1, 1258, 0,1_Producer_Count
1504296120000 ms, 2017-09-01T15:02:00, 1, 2060, 4,1_Producer_Count
1504296180000 ms, 2017-09-01T15:03:00, 1, 1259, 0,1_Producer_Count
1504296240000 ms, 2017-09-01T15:04:00, 0, 1929, 4,1_Producer_Count
1504296300000 ms, 2017-09-01T15:05:00, 0, 1244, 0,1_Producer_Count
1504296360000 ms, 2017-09-01T15:06:00, 0, 2093, 4,1_Producer_Count
1504296420000 ms, 2017-09-01T15:07:00, 1, 1263, 0,1_Producer_Count
1504296480000 ms, 2017-09-01T15:08:00, 0, 1846, 4,1_Producer_Count
1504296540000 ms, 2017-09-01T15:09:00, 0, 1298, 0,1_Producer_Count
1504296600000 ms, 2017-09-01T15:10:00, 1, 2022, 4,1_Producer_Count
1504296660000 ms, 2017-09-01T15:11:00, 1, 1240, 0,1_Producer_Count
1504296720000 ms, 2017-09-01T15:12:00, 1, 1860, 4,1_Producer_Count
1504296780000 ms, 2017-09-01T15:13:00, 1, 1311, 0,1_Producer_Count
1504296840000 ms, 2017-09-01T15:14:00, 1, 1851, 4,1_Producer_Count
1504296900000 ms, 2017-09-01T15:15:00, 0, 1328, 0,1_Producer_Count
1504296960000 ms, 2017-09-01T15:16:00, 0, 1798, 3,1_Producer_Count
1504297020000 ms, 2017-09-01T15:17:00, 1, 1348, 1,1_Producer_Count
1504297080000 ms, 2017-09-01T15:18:00, 1, 1782, 3,1_Producer_Count
1504297140000 ms, 2017-09-01T15:19:00, 0, 1434, 1,1_Producer_Count
1504297200000 ms, 2017-09-01T15:20:00, 0, 1665, 3,1_Producer_Count
1504297260000 ms, 2017-09-01T15:21:00, 0, 1491, 1,1_Producer_Count
1504297320000 ms, 2017-09-01T15:22:00, 1, 1688, 3,1_Producer_Count
1504297380000 ms, 2017-09-01T15:23:00, 1, 1188, 1,1_Producer_Count
1504297440000 ms, 2017-09-01T15:24:00, 0, 1845, 3,1_Producer_Count
1504297500000 ms, 2017-09-01T15:25:00, 1, 1328, 1,1_Producer_Count
1504297560000 ms, 2017-09-01T15:26:00, 0, 1520, 3,1_Producer_Count
1504297620000 ms, 2017-09-01T15:27:00, 1, 1046, 1,1_Producer_Count
1504297680000 ms, 2017-09-01T15:28:00, 1, 1629, 3,1_Producer_Count
1504297740000 ms, 2017-09-01T15:29:00, 0, 1177, 1,1_Producer_Count
1504297800000 ms, 2017-09-01T15:30:00, 0, 1693, 3,1_Producer_Count
1504297860000 ms, 2017-09-01T15:31:00, 0, 1188, 1,1_Producer_Count
1504297920000 ms, 2017-09-01T15:32:00, 1, 1903, 3,1_Producer_Count
1504297980000 ms, 2017-09-01T15:33:00, 1, 1344, 1,1_Producer_Count
1504298040000 ms, 2017-09-01T15:34:00, 1, 1728, 3,1_Producer_Count
1504298100000 ms, 2017-09-01T15:35:00, 0, 1307, 1,1_Producer_Count
1504298160000 ms, 2017-09-01T15:36:00, 1, 1672, 3,1_Producer_Count
1504298220000 ms, 2017-09-01T15:37:00, 1, 1207, 1,1_Producer_Count
1504298280000 ms, 2017-09-01T15:38:00, 0, 1645, 3,1_Producer_Count
1504298340000 ms, 2017-09-01T15:39:00, 1, 1158, 1,1_Producer_Count
