TIMESTAMP        work-RQ          work-RD          work-WR          
1483659695 10098250 19818083327459 348683599034
1483659696 10098250 19818083327459 348683599034
1483659697 10098250 19818083327459 348683599034
1483659698 10098250 19818083327459 348683599034
1483659699 10098250 19818083327459 348683599034
1483659700 10098250 19818083327459 348683599034
1483659702 10098250 19818083327459 348683599034
1483659703 10098250 19818083327459 348683599034
1483659704 10098250 19818083327459 348683599034
1483659705 10098250 19818083327459 348683599034
1483659706 10098250 19818083327459 348683599034
1483659707 10098250 19818083327459 348683599034
1483659708 10098250 19818083327459 348683599034
1483659709 10098250 19818083327459 348683599034
1483659710 10098250 19818083327459 348683599034
1483659712 10098250 19818083327459 348683599034
1483659713 10098250 19818083327459 348683599034
1483659714 10098250 19818083327459 348683599034
1483659715 10098250 19818083327459 348683599034
1483659716 10098250 19818083327459 348683599034
1483659717 10098250 19818083327459 348683599034
1483659718 10098250 19818083327459 348683599034
1483659719 10098250 19818083327459 348683599034
1483659721 10098250 19818083327459 348683599034
1483659722 10098250 19818083327459 348683599034
1483659723 10098250 19818083327459 348683599034
1483659724 10098250 19818083327459 348683599034
1483659725 10098250 19818083327459 348683599034
1483659726 10098250 19818083327459 348683599034
1483659727 10098250 19818083327459 348683599034
1483659728 10098251 19818083327459 348683599034
1483659730 10098251 19818083327459 348683599034
1483659731 10098251 19818083327459 348683599034
1483659732 10098251 19818083327459 348683599034
1483659733 10098251 19818083327459 348683599034
1483659734 10098251 19818083327459 348683599034
1483659735 10098251 19818083327459 348683599034
1483659736 10098252 19818083327459 348683599034
1483659737 10098252 19818083327459 348683599034
1483659739 10098252 19818083327459 348683599034
1483659740 10098252 19818083327459 348683599034
1483659741 10098252 19818083327459 348683599034
1483659742 10098252 19818083327459 348683599034
1483659743 10098252 19818083327459 348683599034
1483659744 10098252 19818083327459 348683599034
1483659745 10098252 19818083327459 348683599034
1483659747 10098252 19818083327459 348683599034
1483659748 10098252 19818083327459 348683599034
1483659749 10098252 19818083327459 348683599034
1483659750 10098252 19818083327459 348683599034
1483659751 10098252 19818083327459 348683599034
1483659752 10098252 19818083327459 348683599034
1483659753 10098253 19818083327459 348683599034
1483659755 10098253 19818083327459 348683599034
1483659756 10098253 19818083327459 348683599034
1483659757 10098253 19818083327459 348683599034
1483659758 10098253 19818083327459 348683599034
1483659759 10098253 19818083327459 348683599034
1483659760 10098253 19818083327459 348683599034
1483659761 10098254 19818083327459 348683599034
1483659762 10098254 19818083327459 348683599034
1483659764 10098254 19818083327459 348683599034
1483659765 10098254 19818083327459 348683599034
1483659766 10098254 19818083327459 348683599034
1483659767 10098254 19818083327459 348683599034
1483659768 10098254 19818083327459 348683599034
1483659769 10098254 19818083327459 348683599034
1483659770 10098254 19818083327459 348683599034
1483659772 10098254 19818083327459 348683599034
1483659773 10098254 19818083327459 348683599034
1483659774 10098254 19818083327459 348683599034
1483659775 10098254 19818083327459 348683599034
1483659776 10098254 19818083327459 348683599034
1483659777 10098254 19818083327459 348683599034
1483659778 10098255 19818083327459 348683599034
1483659780 10098255 19818083327459 348683599034
1483659781 10098255 19818083327459 348683599034
1483659782 10098255 19818083327459 348683599034
1483659783 10098255 19818083327459 348683599034
1483659784 10098255 19818083327459 348683599034
1483659785 10098256 19818083327459 348683599034
1483659786 10098256 19818083327459 348683599034
1483659788 10098256 19818083327459 348683599034
1483659789 10098256 19818083327459 348683599034
1483659790 10098256 19818083327459 348683599034
1483659791 10098256 19818083327459 348683599034
1483659792 10098256 19818083327459 348683599034
1483659793 10098256 19818083327459 348683599034
1483659794 10098256 19818083327459 348683599034
1483659795 10098256 19818083327459 348683599034
1483659797 10098256 19818083327459 348683599034
1483659798 10098256 19818083327459 348683599034
1483659799 10098256 19818083327459 348683599034
1483659800 10098256 19818083327459 348683599034
1483659801 10098256 19818083327459 348683599034
1483659802 10098256 19818083327459 348683599034
1483659803 10098257 19818083327459 348683599034
1483659805 10098257 19818083327459 348683599034
1483659806 10098257 19818083327459 348683599034
1483659807 10098257 19818083327459 348683599034
1483659808 10098257 19818083327459 348683599034
1483659809 10098257 19818083327459 348683599034
1483659810 10098258 19818083327459 348683599034
1483659811 10098258 19818083327459 348683599034
1483659812 10098258 19818083327459 348683599034
1483659814 10098258 19818083327459 348683599034
1483659815 10098258 19818083327459 348683599034
1483659816 10098258 19818083327459 348683599034
1483659817 10098258 19818083327459 348683599034
1483659818 10098258 19818083327459 348683599034
1483659819 10098258 19818083327459 348683599034
1483659820 10098258 19818083327459 348683599034
1483659822 10098258 19818083327459 348683599034
1483659823 10098258 19818083327459 348683599034
1483659824 10098258 19818083327459 348683599034
1483659825 10098258 19818083327459 348683599034
1483659826 10098258 19818083327459 348683599034
1483659827 10098258 19818083327459 348683599034
1483659828 10098259 19818083327459 348683599034
1483659829 10098259 19818083327459 348683599034
1483659831 10098259 19818083327459 348683599034
1483659832 10098259 19818083327459 348683599034
1483659833 10098259 19818083327459 348683599034
1483659834 10098259 19818083327459 348683599034
1483659835 10098260 19818083327459 348683599034
1483659836 10098260 19818083327459 348683599034
1483659837 10098260 19818083327459 348683599034
1483659839 10098260 19818083327459 348683599034
1483659840 10098260 19818083327459 348683599034
1483659841 10098260 19818083327459 348683599034
1483659842 10098260 19818083327459 348683599034
1483659843 10098260 19818083327459 348683599034
1483659844 10098260 19818083327459 348683599034
1483659845 10098260 19818083327459 348683599034
1483659847 10098260 19818083327459 348683599034
1483659848 10098260 19818083327459 348683599034
1483659849 10098260 19818083327459 348683599034
1483659850 10098260 19818083327459 348683599034
1483659851 10098260 19818083327459 348683599034
1483659852 10098260 19818083327459 348683599034
1483659853 10098261 19818083327459 348683599034
1483659854 10098261 19818083327459 348683599034
1483659856 10098261 19818083327459 348683599034
1483659857 10098261 19818083327459 348683599034
1483659858 10098261 19818083327459 348683599034
1483659859 10098261 19818083327459 348683599034
1483659860 10098262 19818083327459 348683599034
1483659861 10098262 19818083327459 348683599034
1483659862 10098262 19818083327459 348683599034
1483659864 10098262 19818083327459 348683599034
1483659865 10098262 19818083327459 348683599034
1483659866 10098262 19818083327459 348683599034
1483659867 10098262 19818083327459 348683599034
1483659868 10098262 19818083327459 348683599034
1483659869 10098262 19818083327459 348683599034
1483659870 10098262 19818083327459 348683599034
1483659872 10098262 19818083327459 348683599034
1483659873 10098262 19818083327459 348683599034
1483659874 10098262 19818083327459 348683599034
1483659875 10098262 19818083327459 348683599034
1483659876 10098262 19818083327459 348683599034
1483659877 10098262 19818083327459 348683599034
1483659878 10098263 19818083327459 348683599034
1483659879 10098263 19818083327459 348683599034
1483659881 10098263 19818083327459 348683599034
1483659882 10098263 19818083327459 348683599034
1483659883 10098263 19818083327459 348683599034
1483659884 10098264 19818083327459 348683599034
1483659885 10098264 19818083327459 348683599034
1483659886 10098264 19818083327459 348683599034
1483659887 10098264 19818083327459 348683599034
1483659889 10098264 19818083327459 348683599034
1483659890 10098264 19818083327459 348683599034
1483659891 10098264 19818083327459 348683599034
1483659892 10098264 19818083327459 348683599034
1483659893 10098264 19818083327459 348683599034
1483659894 10098264 19818083327459 348683599034
1483659895 10098264 19818083327459 348683599034
1483659896 10098264 19818083327459 348683599034
1483659898 10098264 19818083327459 348683599034
1483659899 10098264 19818083327459 348683599034
1483659900 10098264 19818083327459 348683599034
1483659901 10098264 19818083327459 348683599034
1483659902 10098264 19818083327459 348683599034
1483659903 10098265 19818083327459 348683599034
1483659904 10098265 19818083327459 348683599034
1483659905 10098265 19818083327459 348683599034
1483659907 10098265 19818083327459 348683599034
1483659908 10098265 19818083327459 348683599034
1483659909 10098266 19818083327459 348683599034
1483659910 10098266 19818083327459 348683599034
1483659911 10098266 19818083327459 348683599034
1483659912 8576151 19483494221849 151432296300
1483659913 8576151 19483494221849 151432296300
