Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,5000,120,48,0.16399
100,1000,3,5000,120,48,0.49457
100,10000,3,5000,120,48,7.31393
100,100000,3,5000,120,48,62.73308
100,1000000,3,5000,120,48,651.73697
