CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,50.090337038,50.3432350159,87.3744618893,303.009784937,304.788081884,
unit.000001,Mapper-0-2,N/A,51.1053519249,51.3436849117,88.596560955,304.294724941,307.429032087,
unit.000002,Mapper-0-3,N/A,48.1992599964,48.2907369137,74.9867510796,300.819431067,302.666908026,
unit.000003,Mapper-0-4,N/A,51.920017004,52.2246649265,95.1367740631,360.785552025,361.48735404,
unit.000004,Mapper-0-5,N/A,47.2020421028,47.324007988,66.7260429859,374.671835899,375.782778978,
unit.000005,Mapper-0-6,N/A,47.4812009335,47.5694689751,67.1621069908,361.91286993,362.515781879,
unit.000006,Mapper-0-7,N/A,47.6508889198,47.7370290756,63.4287199974,302.173701048,303.722455025,
unit.000007,Mapper-0-8,N/A,47.8189220428,47.914798975,66.7813808918,302.377032995,303.721575975,
unit.000008,Mapper-0-9,N/A,48.0006361008,48.0938329697,67.8297410011,302.402334929,303.746092081,
unit.000009,Mapper-0-10,N/A,48.2942578793,48.4005379677,76.2292060852,374.569578886,375.763730049,
unit.000010,Mapper-0-11,N/A,48.4987809658,48.6035730839,76.110708952,370.885741949,372.700665951,
unit.000011,Mapper-0-12,N/A,48.7120759487,48.8655879498,78.8230249882,365.669897079,366.59008193,
unit.000012,Mapper-0-13,N/A,48.8750069141,48.9878840446,78.0116899014,377.79054904,378.888624907,
unit.000013,Mapper-0-14,N/A,49.3329060078,49.4610850811,84.9362790585,376.586330891,377.863745928,
unit.000014,Mapper-0-15,N/A,49.4574139118,49.6285119057,84.4910030365,374.707549095,375.788453102,
unit.000015,Mapper-0-16,N/A,49.6339809895,49.8763589859,87.3210940361,376.230345964,377.841815948,
unit.000016,Mapper-0-17,N/A,49.8848230839,50.0990269184,85.37906003,301.061194897,302.666514874,
unit.000017,Mapper-0-18,N/A,50.8291449547,51.1097400188,89.0134959221,354.772712946,356.386967897,
unit.000018,Mapper-0-19,N/A,51.3400530815,51.5533080101,66.7890520096,360.303235054,361.466986895,
unit.000019,Mapper-0-20,N/A,51.5577008724,51.9135038853,89.837446928,369.629983902,371.688385963,
unit.000020,Mapper-0-21,N/A,47.3188750744,47.4023489952,63.8599770069,360.748327017,361.484580994,
unit.000021,Mapper-0-22,N/A,47.5658791065,47.6545300484,69.3073060513,360.291725874,361.464397907,
unit.000022,Mapper-0-23,N/A,50.562404871,50.8247199059,87.9614889622,301.568862915,302.688858032,
unit.000023,Mapper-0-24,N/A,47.9109621048,48.0041918755,72.0426449776,372.941076994,374.749700069,
unit.000024,Mapper-0-25,N/A,48.097452879,48.1937479973,75.3313639164,364.320151091,365.567030907,
unit.000025,Mapper-0-26,N/A,48.3968648911,48.5023269653,75.3351778984,302.986458063,304.788996935,
unit.000026,Mapper-0-27,N/A,48.5999970436,48.7156338692,66.7928199768,376.484194994,377.853971958,
unit.000027,Mapper-0-28,N/A,48.9914250374,49.1446549892,78.5835039616,301.164669991,302.68798089,
unit.000028,Mapper-0-29,N/A,47.3987629414,47.484844923,66.7852420807,302.68285799,303.746515036,
unit.000029,Mapper-0-30,N/A,50.3393778801,50.550604105,87.378688097,374.736186981,375.804846048,
unit.000030,Mapper-0-31,N/A,47.7333860397,47.8226730824,69.7463440895,378.694308996,379.910995007,
unit.000031,Mapper-0-32,N/A,49.1561980247,49.3366339207,82.1686658859,358.183540106,359.424865961,
unit.000032,Reducer-0,N/A,387.167877913,387.303051949,391.946887016,398.627815962,401.528640032,
unit.000033,Mapper-1-1,N/A,421.324610949,421.448215008,443.237206936,651.46705389,652.931052923,
unit.000034,Mapper-1-2,N/A,417.168654919,417.261137009,435.121855021,666.586498976,668.21190691,
unit.000035,Mapper-1-3,N/A,414.609029055,414.719738007,429.122682095,666.533179045,668.208046913,
unit.000036,Mapper-1-4,N/A,421.208273888,421.321075916,447.010379076,655.944290876,657.022211075,
unit.000037,Mapper-1-5,N/A,419.813935041,419.980484962,441.989444017,658.66001606,660.076014996,
unit.000038,Mapper-1-6,N/A,410.701167107,410.73803401,419.212140083,627.945873022,630.074408054,
unit.000039,Mapper-1-7,N/A,412.416542053,412.514050007,420.693597078,630.648528099,632.122289896,
unit.000040,Mapper-1-8,N/A,408.971991062,409.062870026,413.696860075,614.862895012,615.978705883,
unit.000041,Mapper-1-9,N/A,416.144453049,416.253611088,436.411774874,648.119642019,649.85403204,
unit.000042,Mapper-1-10,N/A,415.499841928,415.595190048,433.691515923,653.373616934,653.953476906,
unit.000043,Mapper-1-11,N/A,408.226876974,408.312903881,413.162113905,620.384778023,622.075155973,
unit.000044,Mapper-1-12,N/A,409.268563986,409.364043951,414.85047102,623.924640894,625.151419878,
unit.000045,Mapper-1-13,N/A,417.856725931,417.969676018,439.363099098,648.131028891,649.874028921,
unit.000046,Mapper-1-14,N/A,418.00445509,418.108355999,434.89725709,651.416904926,652.913475037,
unit.000047,Mapper-1-15,N/A,414.502336025,414.60553503,426.2211411,634.176416874,635.227797985,
unit.000048,Mapper-1-16,N/A,408.377557993,408.468841076,414.140866995,646.009407043,647.800507069,
unit.000049,Mapper-1-17,N/A,411.524081945,411.616925001,420.171432972,634.2296381,635.249495029,
unit.000050,Mapper-1-18,N/A,420.46112895,420.55934906,427.163542032,630.723948002,632.142477989,
unit.000051,Mapper-1-19,N/A,413.721103907,413.817002058,425.690363884,640.703695059,643.32336688,
unit.000052,Mapper-1-20,N/A,419.712784052,419.817595005,430.673345089,643.548605919,645.366226912,
unit.000053,Mapper-1-21,N/A,420.55576396,420.648763895,443.751453876,658.667613983,660.09258604,
unit.000054,Mapper-1-22,N/A,415.398264885,415.503611088,430.154424906,637.944797993,638.813946962,
unit.000055,Mapper-1-23,N/A,411.424115896,411.527685881,419.742942095,636.487099886,638.813059092,
unit.000056,Mapper-1-24,N/A,410.46154809,410.557132959,419.204112053,627.934438944,630.07502389,
unit.000057,Mapper-1-25,N/A,412.327046871,412.413064003,435.879735947,646.463448048,647.823637962,
unit.000058,Mapper-1-26,N/A,418.604902029,418.702815056,435.344496965,643.494527102,645.346675873,
unit.000059,Mapper-1-27,N/A,413.615264893,413.713824987,421.106824875,630.70103693,632.123147011,
unit.000060,Mapper-1-28,N/A,410.553571939,410.704844952,419.20827198,655.932909966,657.010530949,
unit.000061,Mapper-1-29,N/A,407.497339964,407.589396954,412.719151974,623.913202047,625.130177975,
unit.000062,Mapper-1-30,N/A,416.604302883,416.708314896,427.130580902,658.644833088,660.070342064,
unit.000063,Mapper-1-31,N/A,417.052155972,417.16482687,433.913386106,643.651309967,645.776227951,
unit.000064,Mapper-1-32,N/A,418.902949095,419.002049923,440.837903976,653.525793076,654.976094007,
unit.000065,Reducer-1,N/A,671.78123498,671.916482925,676.237231016,682.922205925,685.290445089,
