CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,19.8785848618,19.9323298931,31.1247498989,816.715276957,816.325673819,0.008746,771.279891,0.01277
unit.000001,Mapper-0-2,N/A,19.8553419113,19.871532917,31.2353718281,831.802819967,832.150271893,0.008885,784.792719,0.012908
unit.000002,Mapper-0-3,N/A,19.9143669605,19.9964518547,31.6542248726,821.925592899,821.391389847,0.008903,776.879491,0.012927
unit.000003,Mapper-0-4,N/A,19.8858048916,19.9396779537,31.1777868271,860.505003929,860.743330002,0.009199,814.748167,0.013615
unit.000004,Mapper-0-5,N/A,19.8929259777,19.9549770355,31.2392048836,827.491633892,830.119841814,0.009233,781.867981,0.013776
unit.000005,Mapper-0-6,N/A,19.921391964,20.0174758434,32.5786039829,831.862897873,832.172093868,0.008814,785.207851,0.013336
unit.000006,Mapper-0-7,N/A,19.8679659367,19.9073369503,34.4058740139,843.775441885,843.379206896,0.009009,797.720894,0.013659
unit.000007,Mapper-0-8,N/A,19.8999969959,19.9756410122,31.2429788113,825.534729004,825.470821857,0.007588,779.509122,0.013318
unit.000008,Reducer-0,N/A,870.903759003,871.544684887,875.898358822,884.871304035,887.300629854,0.72106,1.834404,0.006773
unit.000009,Mapper-1-1,N/A,896.724673033,896.743121862,906.756258965,1698.006284,1698.18108296,0.008962,785.921477,0.013255
unit.000010,Mapper-1-2,N/A,898.860349894,898.867905855,911.859633923,1708.09760904,1708.33936787,0.008729,790.765187,0.01339
unit.000011,Mapper-1-3,N/A,895.989601851,896.009847879,904.680291891,1705.9921999,1706.31214094,0.008968,795.697827,0.013449
unit.000012,Mapper-1-4,N/A,895.07949996,895.095425844,899.753998041,1686.9766469,1686.95552683,0.008697,781.238419,0.012687
unit.000013,Mapper-1-5,N/A,896.872645855,896.90288496,911.048028946,1688.30101204,1687.99516487,0.008679,772.220891,0.012952
unit.000014,Mapper-1-6,N/A,894.136170864,894.31911993,898.806058884,1692.161973,1692.07597685,0.008705,787.825375,0.013555
unit.000015,Mapper-1-7,N/A,895.974541903,895.993213892,905.72337389,1697.97487688,1698.18295002,0.008629,786.831223,0.013049
unit.000016,Mapper-1-8,N/A,895.091854811,895.111671925,900.806216955,1689.03569388,1689.02321291,0.007581,782.397724,0.013486
unit.000017,Reducer-1,N/A,1718.813519,1718.87732983,1723.49693084,1732.16953492,1733.5453589,0.724459,1.858019,0.00672
