CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,20.0060389042,20.0567789078,39.1582779884,838.250530005,839.541687012,0.035993,790.893452,0.00276
unit.000001,Mapper-0-2,N/A,19.9722678661,20.0163149834,38.1433038712,853.431272984,854.891126871,0.034916,802.537981,0.002691
unit.000002,Mapper-0-3,N/A,19.8809950352,19.9111440182,28.2573330402,856.436851978,857.951058865,0.036199,808.320226,0.002882
unit.000003,Mapper-0-4,N/A,19.9237918854,19.9543180466,36.5056638718,839.755322933,840.553848028,0.033887,792.221208,0.002739
unit.000004,Mapper-0-5,N/A,19.9614160061,19.9965398312,29.7414338589,837.948479891,838.507063866,0.035103,790.674848,0.002819
unit.000005,Mapper-0-6,N/A,19.9075469971,19.9333689213,35.3694958687,828.972187042,830.387217999,0.035202,781.030093,0.002735
unit.000006,Mapper-0-7,N/A,19.9889819622,20.0371220112,30.6873450279,832.983144045,834.434440851,0.036198,785.958216,0.002732
unit.000007,Mapper-0-8,N/A,19.9404349327,19.9797539711,28.3108320236,835.991542816,837.494141817,0.022902,788.057823,0.002775
unit.000008,Reducer-0,N/A,865.644964933,865.716357946,870.131381989,876.701261997,879.357492924,0.072212,0.187947,0.000786
unit.000009,Mapper-1-1,N/A,883.665933847,883.688558817,890.13338685,1684.36403799,1685.18905997,0.03478,787.902995,0.002747
unit.000010,Mapper-1-2,N/A,884.716370821,884.740384817,895.826182842,1692.73404789,1694.33418703,0.034759,789.866971,0.002805
unit.000011,Mapper-1-3,N/A,883.070304871,883.092509031,887.952579021,1687.42080402,1688.54693294,0.035547,793.156874,0.002731
unit.000012,Mapper-1-4,N/A,884.419102907,884.476716995,893.867401838,1690.12794304,1691.27923799,0.035258,789.08233,0.003815
unit.000013,Mapper-1-5,N/A,885.46694088,885.525105,899.902724981,1699.34972095,1700.98959994,0.033911,792.155479,0.002736
unit.000014,Mapper-1-6,N/A,881.278143883,881.334203959,885.997826815,1683.50902796,1685.16710305,0.036523,791.925486,0.002746
unit.000015,Mapper-1-7,N/A,885.319723845,885.344106913,897.973042965,1693.08807087,1694.90811896,0.035948,788.935335,0.002737
unit.000016,Mapper-1-8,N/A,883.970665932,883.992668867,891.89484787,1715.278157,1717.21570396,0.021934,817.365819,0.002748
unit.000017,Reducer-1,N/A,1724.47851086,1724.54337788,1728.66906404,1735.33842087,1737.93442488,0.071381,0.188744,0.000807
