CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,17.2625720501,17.3207249641,44.2469949722,476.527559996,477.977754116,
unit.000001,Mapper-0-2,N/A,17.3034491539,17.3631269932,53.9888451099,483.04343605,486.392648935,
unit.000002,Mapper-0-3,N/A,17.2453970909,17.2998790741,30.4832971096,476.490522146,477.956181049,
unit.000003,Mapper-0-4,N/A,17.1639480591,17.1896591187,31.3699250221,454.533036947,455.595577955,
unit.000004,Mapper-0-5,N/A,17.3736610413,17.4451889992,54.6018109322,454.544711113,455.603302002,
unit.000005,Mapper-0-6,N/A,17.282294035,17.341823101,35.2734060287,455.091887951,455.623531103,
unit.000006,Mapper-0-7,N/A,17.3553860188,17.4249751568,46.0726411343,454.989505053,455.616176128,
unit.000007,Mapper-0-8,N/A,17.2286491394,17.2750501633,31.4923150539,480.735778093,482.055179119,
unit.000008,Mapper-0-9,N/A,17.3130750656,17.3811180592,45.0043201447,456.947155952,458.677930117,
unit.000009,Mapper-0-10,N/A,17.3343000412,17.4009389877,45.8569779396,477.77918911,478.991318941,
unit.000010,Mapper-0-11,N/A,17.196805954,17.2363090515,33.5101311207,451.922632933,453.537927151,
unit.000011,Mapper-0-12,N/A,17.2184560299,17.2541730404,31.3737850189,464.663633108,465.80501914,
unit.000012,Mapper-0-13,N/A,17.3934800625,17.4686670303,46.6972110271,483.597840071,486.193325996,
unit.000013,Mapper-0-14,N/A,17.4130380154,17.4916279316,45.861303091,480.747418165,482.057136059,
unit.000014,Mapper-0-15,N/A,17.1803290844,17.2111310959,35.2203390598,452.176802158,453.559046984,
unit.000015,Mapper-0-16,N/A,17.1392359734,17.1677391529,31.3659901619,449.514549017,450.500147104,
unit.000016,Reducer-0,N/A,492.831583977,492.904109955,497.040989161,505.618374109,507.911438942,
unit.000017,Mapper-1-1,N/A,518.299726009,518.325722933,540.109221935,931.979598045,932.893448114,
unit.000018,Mapper-1-2,N/A,517.556792974,517.582633018,534.944036961,931.876986027,932.892346144,
unit.000019,Mapper-1-3,N/A,514.347074032,514.373194933,518.922912121,916.929953098,917.545796156,
unit.000020,Mapper-1-4,N/A,515.114750147,515.13828516,524.837113142,917.736137152,918.585169077,
unit.000021,Mapper-1-5,N/A,519.889712095,519.953765154,546.005331993,955.981935978,957.696102142,
unit.000022,Mapper-1-6,N/A,517.108626127,517.137036085,534.086756945,940.047779083,941.435630083,
unit.000023,Mapper-1-7,N/A,520.118464947,520.1505301,544.160160065,941.105083942,942.469387054,
unit.000024,Mapper-1-8,N/A,517.13324213,517.15814209,530.913213968,940.802338123,941.452415943,
unit.000025,Mapper-1-9,N/A,518.90891099,518.91900897,541.157448053,930.320799112,931.858759165,
unit.000026,Mapper-1-10,N/A,515.837660074,515.860708952,527.257277012,922.231869936,923.729416132,
unit.000027,Mapper-1-11,N/A,515.984467983,516.009137154,528.896599054,936.839847088,939.406996012,
unit.000028,Mapper-1-12,N/A,515.092088938,515.118432045,523.183274984,927.112154007,928.822219133,
unit.000029,Mapper-1-13,N/A,512.583925009,512.640294075,517.104352951,917.782720089,918.584931135,
unit.000030,Mapper-1-14,N/A,518.002906084,518.029822111,535.901723146,922.852852106,923.73034215,
unit.000031,Mapper-1-15,N/A,520.064572096,520.114715099,547.226138115,961.192487001,962.757590055,
unit.000032,Mapper-1-16,N/A,514.369544983,514.393202066,520.905900955,915.072281122,916.533327103,
unit.000033,Reducer-1,N/A,966.629388094,966.700462103,971.486950159,977.86007905,980.556000948,
