CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,23.1768751144,23.2675209045,31.5624949932,849.047060013,849.091078997,0.360967,791.201601,0.00041
unit.000001,Mapper-0-2,N/A,23.3494899273,23.4380481243,38.1690890789,852.457752943,852.14821291,0.367979,795.152872,0.000373
unit.000002,Mapper-0-3,N/A,23.5207839012,23.6049110889,41.5535011292,840.874351978,839.928819895,0.361407,782.845606,0.000383
unit.000003,Mapper-0-4,N/A,22.9089999199,23.095236063,30.8170769215,840.976418018,839.949218988,0.363099,783.759965,0.000379
unit.000004,Mapper-0-5,N/A,23.0915460587,23.1806139946,30.8700129986,850.051254988,850.112100124,0.356328,792.395312,0.000362
unit.000005,Mapper-0-6,N/A,23.2637860775,23.3532950878,33.0331549644,840.31594491,839.901503086,0.364147,783.060219,0.000364
unit.000006,Mapper-0-7,N/A,23.6010990143,23.697963953,42.8759820461,847.092405081,846.039130926,0.3593,789.591692,0.000397
unit.000007,Mapper-0-8,N/A,23.4343540668,23.5245299339,38.8942539692,845.235536098,845.020913124,0.229688,787.1329,0.000381
unit.000008,Reducer-0,N/A,861.835160017,861.899004936,865.950891018,871.420306921,872.929722071,0.007602,0.019922,0.000181
unit.000009,Mapper-1-1,N/A,885.169291019,885.307812929,899.712803125,1689.90318394,1689.01459312,0.351816,783.66396,0.00038
unit.000010,Mapper-1-2,N/A,882.239192009,882.332813978,887.647898912,1671.00768805,1670.4222281,0.348334,776.108554,0.000413
unit.000011,Mapper-1-3,N/A,884.402121067,884.417752028,893.709985018,1696.82016706,1696.13238907,0.351053,794.454055,0.00037
unit.000012,Mapper-1-4,N/A,885.077750921,885.165734053,894.837992907,1675.21805406,1674.57157302,0.354055,774.032001,0.001058
unit.000013,Mapper-1-5,N/A,880.583519936,880.67287302,885.764135122,1684.0522511,1683.8572011,0.366481,792.305054,0.000371
unit.000014,Mapper-1-6,N/A,882.32912302,882.418829918,892.150924921,1695.48749709,1695.10994291,0.348224,796.149939,0.000425
unit.000015,Mapper-1-7,N/A,881.279179096,881.369693995,886.70807004,1697.99870491,1698.92504001,0.375707,803.925448,0.000364
unit.000016,Mapper-1-8,N/A,884.220598936,884.405906916,892.778731108,1688.14737797,1687.99913001,0.227972,785.444843,0.00037
unit.000017,Reducer-1,N/A,1708.14505005,1708.20925403,1712.46606898,1717.83528209,1718.71537995,0.007591,0.019921,0.000186
