CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,38.2713191509,38.3632669449,53.5588309765,863.812587023,865.297548056,0.355655,783.481512,0.000352
unit.000001,Mapper-0-2,N/A,38.1043300629,38.1895461082,46.4739410877,860.575324059,862.19334197,0.358829,778.641865,0.000407
unit.000002,Mapper-0-3,N/A,38.1859099865,38.2750051022,47.8432149887,863.580945015,865.269418955,0.354539,787.558374,0.000358
unit.000003,Mapper-0-4,N/A,38.4466290474,38.5388851166,55.3079259396,872.903296947,874.422600985,0.37519,800.219118,0.000395
unit.000004,Mapper-0-5,N/A,38.5320651531,38.6201319695,56.5265741348,863.623162031,865.274279118,0.358288,785.309087,0.000361
unit.000005,Mapper-0-6,N/A,37.8996651173,38.0247030258,45.7263250351,860.619841099,862.200379133,0.352281,780.307685,0.000386
unit.000006,Mapper-0-7,N/A,38.0210270882,38.1080739498,45.7795159817,863.717128038,865.289834976,0.350054,785.5929,0.000362
unit.000007,Mapper-0-8,N/A,38.3595609665,38.4504699707,53.9748749733,849.265644073,850.909976959,0.229023,774.556258,0.000379
unit.000008,Reducer-0,N/A,879.998098135,880.355436087,884.99605608,895.774575949,898.212949991,0.007453,0.020012,0.000199
unit.000009,Mapper-1-1,N/A,907.901282072,909.44411993,925.123898029,1715.81195092,1717.56684804,0.355219,784.172803,0.000363
unit.000010,Mapper-1-2,N/A,907.452851057,907.59258604,918.739871025,1706.01332498,1707.4061811,0.346205,779.203608,0.000378
unit.000011,Mapper-1-3,N/A,904.817822933,904.910019159,909.82634306,1701.41842294,1703.28242016,0.359797,784.898304,0.000408
unit.000012,Mapper-1-4,N/A,907.15612793,907.250368118,917.822879076,1707.98993516,1709.44015813,0.351942,782.56592,0.000382
unit.000013,Mapper-1-5,N/A,905.942809105,906.031388044,911.831670046,1711.60145116,1713.51155996,0.352802,792.248104,0.020849
unit.000014,Mapper-1-6,N/A,906.536985159,906.628114939,916.797868967,1705.94111109,1707.393543,0.347902,780.453122,0.000392
unit.000015,Mapper-1-7,N/A,906.390102148,906.477911949,916.485813141,1708.99692106,1710.46077609,0.346602,786.187924,0.000367
unit.000016,Mapper-1-8,N/A,905.571669102,905.659660101,910.783205986,1705.87983394,1707.37828302,0.228727,787.056352,0.000361
unit.000017,Reducer-1,N/A,1725.38035893,1725.44509792,1729.80266213,1735.37049294,1738.41648912,0.007666,0.020048,0.000188
