CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,21.2648310661,21.4189050198,50.3625700474,449.871608019,450.827984095,
unit.000001,Mapper-0-2,N/A,21.1911449432,21.2985129356,48.3187680244,464.620256901,465.702296972,
unit.000002,Mapper-0-3,N/A,21.1983799934,21.3061659336,35.7523589134,463.26454401,464.687653065,
unit.000003,Mapper-0-4,N/A,21.2500989437,21.3785951138,50.0880839825,466.419714928,467.746700048,
unit.000004,Mapper-0-5,N/A,21.2350380421,21.3597290516,50.2525649071,455.237343073,456.577955961,
unit.000005,Mapper-0-6,N/A,21.2575309277,21.3980300426,57.375921011,452.335037947,453.897062063,
unit.000006,Mapper-0-7,N/A,21.1616749763,21.2132840157,35.7484519482,466.724985123,467.766976118,
unit.000007,Mapper-0-8,N/A,21.1501140594,21.1838760376,35.7444450855,452.181154013,453.884665966,
unit.000008,Mapper-0-9,N/A,21.2871599197,21.4681260586,59.4106380939,465.524183989,466.732281923,
unit.000009,Mapper-0-10,N/A,21.2798550129,21.4393639565,54.9113209248,473.305409908,474.264399052,
unit.000010,Mapper-0-11,N/A,21.2056920528,21.3137769699,38.5623600483,449.879740953,450.841913939,
unit.000011,Mapper-0-12,N/A,21.1382420063,21.1544840336,34.7752349377,473.293482065,474.263504028,
unit.000012,Mapper-0-13,N/A,21.1763539314,21.2724230289,38.5091199875,466.475652933,467.76515913,
unit.000013,Mapper-0-14,N/A,21.1691119671,21.2427549362,36.9709920883,455.1906569,456.55744195,
unit.000014,Mapper-0-15,N/A,21.2277951241,21.3378889561,50.0353400707,456.999346972,457.591928959,
unit.000015,Mapper-0-16,N/A,21.2205300331,21.3214011192,35.7562379837,455.13786912,456.556512117,
unit.000016,Reducer-0,N/A,482.731220961,482.806157112,487.395569086,499.493191004,501.982062101,
unit.000017,Mapper-1-1,N/A,510.047655106,510.064410925,520.005969048,911.59849906,913.260294914,
unit.000018,Mapper-1-2,N/A,510.343230009,510.357181072,520.223679066,927.497332096,929.03223896,
unit.000019,Mapper-1-3,N/A,520.972835064,521.001931906,537.737700939,931.320567131,932.136833906,
unit.000020,Mapper-1-4,N/A,520.069596052,520.085061073,531.271507978,936.968739986,938.25897193,
unit.000021,Mapper-1-5,N/A,519.153779984,519.172610998,529.650501966,936.880424023,938.238374949,
unit.000022,Mapper-1-6,N/A,510.939713955,510.976469994,521.281474113,931.328359127,932.164178133,
unit.000023,Mapper-1-7,N/A,519.018355131,519.025615931,529.597003937,931.304857016,932.137614012,
unit.000024,Mapper-1-8,N/A,519.168970108,519.188668013,530.333555937,923.728217125,925.585829973,
unit.000025,Mapper-1-9,N/A,520.949064016,520.976520061,538.96946907,947.001343012,948.312161922,
unit.000026,Mapper-1-10,N/A,508.936774015,508.994885921,519.014801979,936.920444965,938.254235983,
unit.000027,Mapper-1-11,N/A,520.062340975,520.073246956,536.593971968,938.004291058,940.192826986,
unit.000028,Mapper-1-12,N/A,511.242130995,511.25245595,523.042621136,943.591277122,945.254391909,
unit.000029,Mapper-1-13,N/A,507.896351099,507.994554043,518.958110094,917.012408018,918.332993984,
unit.000030,Mapper-1-14,N/A,521.707080126,521.721215963,543.342505932,943.643919945,945.270020008,
unit.000031,Mapper-1-15,N/A,508.79047513,508.8043859,519.010885,907.486926079,909.20785594,
unit.000032,Mapper-1-16,N/A,509.532021046,509.545747995,519.688611984,927.485475063,929.031628132,
unit.000033,Reducer-1,N/A,950.574041128,950.649002075,955.392662048,964.742307901,967.207538128,
