CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,34.8042600155,34.8739819527,52.7125940323,844.805031061,843.43407011,0.008765,783.925824,0.012582
unit.000001,Mapper-0-2,N/A,34.7789359093,34.8259921074,50.6511909962,854.885782003,855.017189026,0.008912,793.474738,0.013086
unit.000002,Mapper-0-3,N/A,34.8150410652,34.8937089443,52.4043369293,845.051419973,844.470984936,0.008946,782.662973,0.013194
unit.000003,Mapper-0-4,N/A,34.7862679958,34.8409159184,54.7386729717,851.823616982,850.566553116,0.009564,790.194513,0.013634
unit.000004,Mapper-0-5,N/A,34.829513073,34.9138929844,44.6121490002,842.867815971,842.420381069,0.008992,781.705267,0.013543
unit.000005,Mapper-0-6,N/A,34.7682580948,34.8078320026,45.9735131264,852.429924965,851.97574091,0.00889,791.20679,0.013302
unit.000006,Mapper-0-7,N/A,34.7565209866,34.7718400955,43.8649880886,838.338370085,838.12213397,0.008767,776.336456,0.013166
unit.000007,Mapper-0-8,N/A,34.7933449745,34.8542530537,43.9177601337,851.169481993,850.544625998,0.007669,789.499588,0.013459
unit.000008,Reducer-0,N/A,865.851027966,865.915283918,870.382374048,878.754545927,880.112010956,0.717888,1.864946,0.006847
unit.000009,Mapper-1-1,N/A,890.196977139,890.215821981,904.648839951,1686.94339395,1686.60121298,0.008683,775.713033,0.012956
unit.000010,Mapper-1-2,N/A,890.088325977,890.0957551,903.734647036,1682.88449502,1682.525985,0.008642,773.499437,0.012897
unit.000011,Mapper-1-3,N/A,889.291917086,889.312521935,899.141403913,1691.55540299,1690.93601608,0.008653,786.180461,0.013233
unit.000012,Mapper-1-4,N/A,889.308907986,889.332425117,898.220451117,1688.39849401,1687.63878798,0.00875,784.405341,0.013089
unit.000013,Mapper-1-5,N/A,888.508870125,888.529250145,893.158360958,1680.374933,1679.37808704,0.008772,781.851312,0.013245
unit.000014,Mapper-1-6,N/A,887.599522114,887.612803936,892.33090806,1682.53099203,1682.50011206,0.008858,784.320172,0.013313
unit.000015,Mapper-1-7,N/A,886.853451014,886.909866095,891.287282944,1678.51893091,1677.87925005,0.008675,781.994174,0.013059
unit.000016,Mapper-1-8,N/A,888.494836092,888.512620926,897.18940711,1698.65890598,1698.23712206,0.007462,794.948515,0.013513
unit.000017,Reducer-1,N/A,1709.09552097,1709.159518,1713.96773601,1722.34078693,1724.09045601,0.71949,1.891962,0.006667
