BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1505342640000 ms, 2017-09-13T17:44:17, 5, 46178, 7427,1_Producer_Count
1505342700000 ms, 2017-09-13T17:45:33, 1, 103871, 13924,1_Producer_Count
1505342760000 ms, 2017-09-13T17:46:45, 31453, 137114, 14234,1_Producer_Count
1505342820000 ms, 2017-09-13T17:47:38, 83721, 186633, 12809,1_Producer_Count
1505342880000 ms, 2017-09-13T17:48:45, 120259, 222751, 12904,1_Producer_Count
1505342940000 ms, 2017-09-13T17:49:43, 164870, 255158, 12491,1_Producer_Count
1505343000000 ms, 2017-09-13T17:50:44, 193509, 288269, 12400,1_Producer_Count
1505343060000 ms, 2017-09-13T17:51:43, 229753, 314356, 12751,1_Producer_Count
1505343120000 ms, 2017-09-13T17:52:39, 258165, 334970, 12371,1_Producer_Count
1505343180000 ms, 2017-09-13T17:53:44, 269844, 339898, 12186,1_Producer_Count
1505343240000 ms, 2017-09-13T17:54:36, 288322, 347497, 9777,1_Producer_Count
1505343300000 ms, 2017-09-13T17:55:27, 296042, 339557, 7456,1_Producer_Count
1505343360000 ms, 2017-09-13T17:56:12, 294613, 320001, 4124,1_Producer_Count
1505343420000 ms, 2017-09-13T17:57:12, 260358, 280616, 2927,1_Producer_Count
1505343480000 ms, 2017-09-13T17:58:09, 222939, 239208, 2435,1_Producer_Count
1505343540000 ms, 2017-09-13T17:59:00, 188718, 189736, 37,1_Producer_Count
1505343600000 ms, 2017-09-13T18:00:00, 130019, 131192, 0,1_Producer_Count
1505343660000 ms, 2017-09-13T18:01:00, 71205, 72483, 0,1_Producer_Count
1505343720000 ms, 2017-09-13T18:02:00, 12510, 13702, 0,1_Producer_Count
1505343780000 ms, 2017-09-13T18:03:00, 0, 1215, 0,1_Producer_Count
1505343840000 ms, 2017-09-13T18:04:00, 1, 1195, 0,1_Producer_Count
1505343900000 ms, 2017-09-13T18:05:00, 0, 1213, 0,1_Producer_Count
1505343960000 ms, 2017-09-13T18:06:00, 0, 1186, 0,1_Producer_Count
1505344020000 ms, 2017-09-13T18:07:00, 0, 1212, 0,1_Producer_Count
1505344080000 ms, 2017-09-13T18:08:00, 0, 1183, 0,1_Producer_Count
1505344140000 ms, 2017-09-13T18:09:00, 0, 1212, 0,1_Producer_Count
1505344200000 ms, 2017-09-13T18:10:00, 0, 1319, 0,1_Producer_Count
1505344260000 ms, 2017-09-13T18:11:00, 0, 1178, 0,1_Producer_Count
1505344320000 ms, 2017-09-13T18:12:00, 0, 1190, 0,1_Producer_Count
1505344380000 ms, 2017-09-13T18:13:00, 0, 1192, 0,1_Producer_Count
1505344440000 ms, 2017-09-13T18:14:00, 0, 1189, 0,1_Producer_Count
1505344500000 ms, 2017-09-13T18:15:00, 0, 1179, 0,1_Producer_Count
1505344560000 ms, 2017-09-13T18:16:00, 0, 1204, 0,1_Producer_Count
1505344620000 ms, 2017-09-13T18:17:00, 0, 1176, 0,1_Producer_Count
1505344680000 ms, 2017-09-13T18:18:00, 0, 1192, 0,1_Producer_Count
1505344740000 ms, 2017-09-13T18:19:00, 0, 1185, 0,1_Producer_Count
1505344800000 ms, 2017-09-13T18:20:00, 0, 1183, 0,1_Producer_Count
1505344860000 ms, 2017-09-13T18:21:00, 0, 1209, 0,1_Producer_Count
1505344920000 ms, 2017-09-13T18:22:00, 0, 1190, 0,1_Producer_Count
1505344980000 ms, 2017-09-13T18:23:00, 1, 1193, 0,1_Producer_Count
1505345040000 ms, 2017-09-13T18:24:00, 0, 1197, 0,1_Producer_Count
1505345100000 ms, 2017-09-13T18:25:00, 0, 1191, 0,1_Producer_Count
1505345160000 ms, 2017-09-13T18:26:00, 1, 1191, 0,1_Producer_Count
1505345220000 ms, 2017-09-13T18:27:00, 1, 1177, 0,1_Producer_Count
1505345280000 ms, 2017-09-13T18:28:00, 1, 1176, 0,1_Producer_Count
1505345340000 ms, 2017-09-13T18:29:00, 0, 1183, 0,1_Producer_Count
1505345400000 ms, 2017-09-13T18:30:00, 1, 1187, 0,1_Producer_Count
1505345460000 ms, 2017-09-13T18:31:00, 0, 1190, 0,1_Producer_Count
1505345520000 ms, 2017-09-13T18:32:00, 0, 1169, 0,1_Producer_Count
1505345580000 ms, 2017-09-13T18:33:00, 0, 1187, 0,1_Producer_Count
1505345640000 ms, 2017-09-13T18:34:00, 1, 1186, 0,1_Producer_Count
1505345700000 ms, 2017-09-13T18:35:00, 0, 1196, 0,1_Producer_Count
1505345760000 ms, 2017-09-13T18:36:00, 0, 1179, 0,1_Producer_Count
1505345820000 ms, 2017-09-13T18:37:00, 0, 1215, 0,1_Producer_Count
1505345880000 ms, 2017-09-13T18:38:00, 0, 1176, 0,1_Producer_Count
1505345940000 ms, 2017-09-13T18:39:00, 1, 1206, 0,1_Producer_Count
1505346000000 ms, 2017-09-13T18:40:00, 0, 1185, 0,1_Producer_Count
1505346060000 ms, 2017-09-13T18:41:00, 0, 1186, 0,1_Producer_Count
1505346120000 ms, 2017-09-13T18:42:00, 0, 1199, 0,1_Producer_Count
1505346180000 ms, 2017-09-13T18:43:00, 0, 1183, 0,1_Producer_Count
1505346240000 ms, 2017-09-13T18:44:00, 1, 1177, 0,1_Producer_Count
1505346300000 ms, 2017-09-13T18:45:00, 0, 1170, 0,1_Producer_Count
1505346360000 ms, 2017-09-13T18:46:00, 1, 1176, 0,1_Producer_Count
1505346420000 ms, 2017-09-13T18:47:00, 0, 1183, 0,1_Producer_Count
1505346480000 ms, 2017-09-13T18:48:00, 1, 1178, 0,1_Producer_Count
1505346540000 ms, 2017-09-13T18:49:00, 0, 1168, 0,1_Producer_Count
1505346600000 ms, 2017-09-13T18:50:00, 0, 1179, 0,1_Producer_Count
1505346660000 ms, 2017-09-13T18:51:00, 0, 1173, 0,1_Producer_Count
1505346720000 ms, 2017-09-13T18:52:00, 0, 1175, 0,1_Producer_Count
1505346780000 ms, 2017-09-13T18:53:00, 0, 1165, 0,1_Producer_Count
1505346840000 ms, 2017-09-13T18:54:00, 0, 1169, 0,1_Producer_Count
1505346900000 ms, 2017-09-13T18:55:00, 0, 1185, 0,1_Producer_Count
1505346960000 ms, 2017-09-13T18:56:00, 0, 1167, 0,1_Producer_Count
1505347020000 ms, 2017-09-13T18:57:00, 0, 1181, 0,1_Producer_Count
1505347080000 ms, 2017-09-13T18:58:00, 0, 1182, 0,1_Producer_Count
1505347140000 ms, 2017-09-13T18:59:00, 0, 1183, 0,1_Producer_Count
1505347200000 ms, 2017-09-13T19:00:00, 0, 1168, 0,1_Producer_Count
1505347260000 ms, 2017-09-13T19:01:00, 0, 1169, 0,1_Producer_Count
1505347320000 ms, 2017-09-13T19:02:00, 0, 1179, 0,1_Producer_Count
1505347380000 ms, 2017-09-13T19:03:00, 0, 1188, 0,1_Producer_Count
1505347440000 ms, 2017-09-13T19:04:00, 0, 1177, 0,1_Producer_Count
1505347500000 ms, 2017-09-13T19:05:00, 0, 1181, 0,1_Producer_Count
1505347560000 ms, 2017-09-13T19:06:00, 1, 1180, 0,1_Producer_Count
1505347620000 ms, 2017-09-13T19:07:00, 1, 1172, 0,1_Producer_Count
1505347680000 ms, 2017-09-13T19:08:00, 0, 1158, 0,1_Producer_Count
1505347740000 ms, 2017-09-13T19:09:00, 0, 1171, 0,1_Producer_Count
1505347800000 ms, 2017-09-13T19:10:00, 1, 1232, 0,1_Producer_Count
1505347860000 ms, 2017-09-13T19:11:00, 0, 1169, 0,1_Producer_Count
1505347920000 ms, 2017-09-13T19:12:00, 0, 1190, 0,1_Producer_Count
1505347980000 ms, 2017-09-13T19:13:00, 0, 1239, 0,1_Producer_Count
1505348040000 ms, 2017-09-13T19:14:00, 0, 1175, 0,1_Producer_Count
1505348100000 ms, 2017-09-13T19:15:00, 0, 1177, 0,1_Producer_Count
1505348160000 ms, 2017-09-13T19:16:00, 0, 1177, 0,1_Producer_Count
1505348220000 ms, 2017-09-13T19:17:00, 0, 1172, 0,1_Producer_Count
1505348280000 ms, 2017-09-13T19:18:00, 0, 1181, 0,1_Producer_Count
1505348340000 ms, 2017-09-13T19:19:00, 0, 1169, 0,1_Producer_Count
1505348400000 ms, 2017-09-13T19:20:00, 1, 1181, 0,1_Producer_Count
1505348460000 ms, 2017-09-13T19:21:00, 0, 1193, 0,1_Producer_Count
1505348520000 ms, 2017-09-13T19:22:00, 0, 1169, 0,1_Producer_Count
1505348580000 ms, 2017-09-13T19:23:00, 0, 1197, 0,1_Producer_Count
1505348640000 ms, 2017-09-13T19:24:00, 1, 1253, 0,1_Producer_Count
1505348700000 ms, 2017-09-13T19:25:00, 0, 1177, 0,1_Producer_Count
1505348760000 ms, 2017-09-13T19:26:00, 1, 1165, 0,1_Producer_Count
1505348820000 ms, 2017-09-13T19:27:00, 0, 1186, 0,1_Producer_Count
1505348880000 ms, 2017-09-13T19:28:00, 0, 1193, 0,1_Producer_Count
1505348940000 ms, 2017-09-13T19:29:00, 0, 1165, 0,1_Producer_Count
1505349000000 ms, 2017-09-13T19:30:00, 1, 1176, 0,1_Producer_Count
1505349060000 ms, 2017-09-13T19:31:00, 0, 1245, 0,1_Producer_Count
1505349120000 ms, 2017-09-13T19:32:00, 0, 1217, 0,1_Producer_Count
