CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,N/A,185.982729912,N/A,186.537092924,202.748209953,202.798499823
unit.000001,Euclidean_dist_1_1810,N/A,167.069207907,N/A,167.480728865,198.14624691,198.203150988
unit.000002,Euclidean_dist_1_3619,N/A,167.327464819,N/A,167.734478951,199.334706783,199.349351883
unit.000003,Euclidean_dist_1_5428,N/A,166.501577854,N/A,166.947655916,196.072957993,196.099758863
unit.000004,Euclidean_dist_1_7237,N/A,168.732863903,N/A,169.165937901,198.182202816,198.233976841
unit.000005,Euclidean_dist_1_9046,N/A,169.687559843,N/A,170.193431854,200.446012974,200.48218894
unit.000006,Euclidean_dist_1_10855,N/A,168.128347874,N/A,168.543432951,198.23199296,198.254786968
unit.000007,Euclidean_dist_1_12664,N/A,170.05496788,N/A,170.368120909,199.353004932,199.367204905
unit.000008,Euclidean_dist_1_14473,N/A,166.25322485,N/A,166.685678959,196.029588938,196.057159901
unit.000009,Euclidean_dist_1_16282,N/A,167.87876296,N/A,168.287304878,198.254421949,198.301380873
unit.000010,Euclidean_dist_1_18091,N/A,9.26091980934,N/A,9.66488194466,41.4721598625,41.4855489731
unit.000011,Euclidean_dist_1_19900,N/A,9.46690583229,N/A,9.86886978149,43.5238218307,43.5389528275
unit.000012,Euclidean_dist_1_21709,N/A,9.66832184792,N/A,10.0759968758,46.7910969257,46.8249828815
unit.000013,Euclidean_dist_1_23518,N/A,9.87405991554,N/A,10.2827219963,47.9919538498,48.0061268806
unit.000014,Euclidean_dist_1_25327,N/A,10.079941988,N/A,10.4953258038,44.5525679588,44.5895957947
unit.000015,Euclidean_dist_1_27136,N/A,10.285779953,N/A,10.6942958832,46.7904479504,46.8233008385
unit.000016,Euclidean_dist_1_28945,N/A,10.643832922,N/A,11.0494058132,44.5646119118,44.6004068851
unit.000017,Euclidean_dist_1_30754,N/A,11.0413308144,N/A,11.4475059509,47.9923548698,48.0053708553
unit.000018,Euclidean_dist_1_32563,N/A,20.3436069489,N/A,20.7495539188,53.2228329182,53.235090971
unit.000019,Euclidean_dist_1_34372,N/A,13.1807439327,N/A,13.5866029263,48.0186359882,48.0353198051
unit.000020,Euclidean_dist_1_36181,N/A,56.9911618233,N/A,57.401444912,87.5366678238,87.5548279285
unit.000021,Euclidean_dist_1_37990,N/A,58.5942850113,N/A,59.0026459694,88.6333799362,88.6460499763
unit.000022,Euclidean_dist_1_39799,N/A,58.8435709476,N/A,59.2515718937,89.7047698498,89.7332849503
unit.000023,Euclidean_dist_1_41608,N/A,59.394813776,N/A,59.8023948669,89.7277297974,89.7686138153
unit.000024,Euclidean_dist_1_43417,N/A,56.2833948135,N/A,56.7016038895,85.4254329205,85.4388380051
unit.000025,Euclidean_dist_1_45226,N/A,56.0343937874,N/A,56.4417588711,85.4250359535,85.4386129379
unit.000026,Euclidean_dist_1_47035,N/A,66.0878818035,N/A,66.4957900047,96.0945339203,96.1097369194
unit.000027,Euclidean_dist_1_48844,N/A,66.3386290073,N/A,66.7488129139,97.1231069565,97.1352219582
unit.000028,Euclidean_dist_1810_1810,N/A,55.5007128716,N/A,55.9015078545,71.6676468849,71.7046699524
unit.000029,Euclidean_dist_1810_3619,N/A,55.0854308605,N/A,55.6967380047,84.3908009529,84.4023308754
unit.000030,Euclidean_dist_1810_5428,N/A,127.144133806,N/A,127.554866791,157.556332827,157.594137907
unit.000031,Euclidean_dist_1810_7237,N/A,126.628704786,N/A,126.992606878,155.40583396,155.444009781
unit.000032,Euclidean_dist_1810_9046,N/A,127.534649849,N/A,127.946029902,156.471708775,156.49860692
unit.000033,Euclidean_dist_1810_10855,N/A,128.944947004,N/A,129.365087986,158.623676777,158.648388863
unit.000034,Euclidean_dist_1810_12664,N/A,128.001631975,N/A,128.414347887,158.607901812,158.625368834
unit.000035,Euclidean_dist_1810_14473,N/A,128.393671989,N/A,128.80582881,157.535578966,157.57385087
unit.000036,Euclidean_dist_1810_16282,N/A,129.788792849,N/A,130.200235844,160.69649601,160.718093872
unit.000037,Euclidean_dist_1810_18091,N/A,131.509932995,N/A,131.931060791,162.845323801,162.873380899
unit.000038,Euclidean_dist_1810_19900,N/A,131.910531998,N/A,132.353464842,161.787621975,161.828628778
unit.000039,Euclidean_dist_1810_21709,N/A,132.315701962,N/A,132.810964823,162.860982895,162.874587774
unit.000040,Euclidean_dist_1810_23518,N/A,196.926527977,N/A,197.308912992,225.930106878,225.959408998
unit.000041,Euclidean_dist_1810_25327,N/A,195.380572796,N/A,195.765379906,224.834638834,224.85916996
unit.000042,Euclidean_dist_1810_27136,N/A,194.575640917,N/A,194.960467815,224.800097942,224.824935913
unit.000043,Euclidean_dist_1810_28945,N/A,193.491289854,N/A,193.904822826,222.731278896,222.75955081
unit.000044,Euclidean_dist_1810_30754,N/A,194.753356934,N/A,195.19788599,224.872204781,224.901290894
unit.000045,Euclidean_dist_1810_32563,N/A,191.483801842,N/A,191.899075985,220.600658894,220.638367891
unit.000046,Euclidean_dist_1810_34372,N/A,12.2353057861,N/A,12.6412630081,44.6191129684,44.6612889767
unit.000047,Euclidean_dist_1810_36181,N/A,12.6335439682,N/A,13.039678812,44.6574299335,44.6808187962
unit.000048,Euclidean_dist_1810_37990,N/A,210.023335934,N/A,210.446595907,240.143486977,240.172659874
unit.000049,Euclidean_dist_1810_39799,N/A,200.447030783,N/A,200.90595293,230.288652897,230.329434872
unit.000050,Euclidean_dist_1810_41608,N/A,173.638543844,N/A,174.094674826,203.801689863,203.824463844
unit.000051,Euclidean_dist_1810_43417,N/A,175.148250818,N/A,175.584713936,206.012748003,206.037719011
unit.000052,Euclidean_dist_1810_45226,N/A,19.6981339455,N/A,20.104323864,51.1016058922,51.114071846
unit.000053,Euclidean_dist_1810_47035,N/A,20.7414608002,N/A,21.147690773,55.3556008339,55.3830509186
unit.000054,Euclidean_dist_1810_48844,N/A,21.5373158455,N/A,21.9430217743,52.1606388092,52.174145937
unit.000055,Euclidean_dist_3619_3619,N/A,22.3328909874,N/A,22.738424778,45.7479419708,45.7672328949
unit.000056,Euclidean_dist_3619_5428,N/A,16.7627618313,N/A,17.1684019566,52.1594429016,52.1738369465
