CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,N/A,337.009552956,N/A,337.370069027,352.834825993,352.868983984
unit.000001,Euclidean_dist_1_1810,N/A,336.111792088,N/A,336.628221989,365.365336895,365.40743804
unit.000002,Euclidean_dist_1_3619,N/A,336.698720932,N/A,337.178096056,366.394934893,366.421550989
unit.000003,Euclidean_dist_1_5428,N/A,334.043397903,N/A,334.479914904,365.147466898,365.203830957
unit.000004,Euclidean_dist_1_7237,N/A,343.976828098,N/A,344.448729038,372.631900072,372.676907063
unit.000005,Euclidean_dist_1_9046,N/A,343.622622013,N/A,344.210670948,373.691102028,373.743309975
unit.000006,Euclidean_dist_1_10855,N/A,341.69233489,N/A,342.109070063,372.587764025,372.637513876
unit.000007,Euclidean_dist_1_12664,N/A,340.83127594,N/A,341.288637877,370.509367943,370.557193041
unit.000008,Euclidean_dist_1_14473,N/A,334.287419081,N/A,334.666106939,365.238585949,365.34166193
unit.000009,Euclidean_dist_1_16282,N/A,334.954540014,N/A,335.368797064,365.244206905,365.346999884
unit.000010,Euclidean_dist_1_18091,N/A,11.3288719654,N/A,11.734899044,48.1861190796,48.1984000206
unit.000011,Euclidean_dist_1_19900,N/A,5.80214595795,N/A,6.208507061,38.8137080669,38.8322498798
unit.000012,Euclidean_dist_1_21709,N/A,11.8892269135,N/A,12.2951850891,50.2958340645,50.310281992
unit.000013,Euclidean_dist_1_23518,N/A,12.1362900734,N/A,12.5419509411,49.2438309193,49.2577950954
unit.000014,Euclidean_dist_1_25327,N/A,6.82584691048,N/A,7.22668290138,39.8947219849,39.9168400764
unit.000015,Euclidean_dist_1_27136,N/A,12.6840200424,N/A,13.0898160934,50.3204319477,50.3311378956
unit.000016,Euclidean_dist_1_28945,N/A,10.1342909336,N/A,10.5413599014,48.163613081,48.1761989594
unit.000017,Euclidean_dist_1_30754,N/A,12.9320158958,N/A,13.3392140865,48.1873629093,48.1998090744
unit.000018,Euclidean_dist_1_32563,N/A,10.5329139233,N/A,10.9397149086,49.2214670181,49.2344529629
unit.000019,Euclidean_dist_1_34372,N/A,11.0808129311,N/A,11.4866130352,47.1234920025,47.1405620575
unit.000020,Euclidean_dist_1_36181,N/A,107.759526014,N/A,108.170274973,137.717110872,137.732218027
unit.000021,Euclidean_dist_1_37990,N/A,105.449079037,N/A,105.857430935,135.64835906,135.671875954
unit.000022,Euclidean_dist_1_39799,N/A,108.159645081,N/A,108.574440956,138.767277002,138.805973053
unit.000023,Euclidean_dist_1_41608,N/A,107.352673054,N/A,107.770195007,137.725617886,137.74003005
unit.000024,Euclidean_dist_1_43417,N/A,103.049304008,N/A,103.457632065,132.513864994,132.532188892
unit.000025,Euclidean_dist_1_45226,N/A,103.598618984,N/A,104.006758928,132.539929867,132.56664896
unit.000026,Euclidean_dist_1_47035,N/A,104.912188053,N/A,105.315325022,134.582823038,134.596316099
unit.000027,Euclidean_dist_1_48844,N/A,105.698270082,N/A,106.10696888,134.608721018,134.623250961
unit.000028,Euclidean_dist_1810_1810,N/A,101.64636898,N/A,102.054488897,118.014276028,118.036938906
unit.000029,Euclidean_dist_1810_3619,N/A,102.349261999,N/A,102.757364035,131.460491896,131.502959967
unit.000030,Euclidean_dist_1810_5428,N/A,254.644047976,N/A,255.028162003,284.486950874,284.528904915
unit.000031,Euclidean_dist_1810_7237,N/A,258.7164011,N/A,259.126115084,288.644622087,288.684748888
unit.000032,Euclidean_dist_1810_9046,N/A,253.805780888,N/A,254.229636908,283.194675922,283.265577078
unit.000033,Euclidean_dist_1810_10855,N/A,254.421992064,N/A,254.816045046,283.279989958,283.302488089
unit.000034,Euclidean_dist_1810_12664,N/A,261.541512012,N/A,261.964480877,290.954298973,291.011914015
unit.000035,Euclidean_dist_1810_14473,N/A,262.263443947,N/A,262.672347069,293.121636868,293.176725864
unit.000036,Euclidean_dist_1810_16282,N/A,260.608285904,N/A,261.014901876,289.929176092,289.96290803
unit.000037,Euclidean_dist_1810_18091,N/A,261.289301872,N/A,261.712418079,292.050456047,292.084734917
unit.000038,Euclidean_dist_1810_19900,N/A,264.505866051,N/A,264.916591883,295.200289011,295.234163046
unit.000039,Euclidean_dist_1810_21709,N/A,266.111315966,N/A,266.524663925,297.377151012,297.395761013
unit.000040,Euclidean_dist_1810_23518,N/A,395.373859882,N/A,395.792083025,425.046969891,425.080503941
unit.000041,Euclidean_dist_1810_25327,N/A,395.624120951,N/A,396.039866924,425.083162069,425.109085083
unit.000042,Euclidean_dist_1810_27136,N/A,396.183736086,N/A,396.597502947,427.148853064,427.210366011
unit.000043,Euclidean_dist_1810_28945,N/A,392.705596924,N/A,393.120258093,422.993723869,423.033191919
unit.000044,Euclidean_dist_1810_30754,N/A,392.453839064,N/A,392.872817039,421.927810907,421.9654181
unit.000045,Euclidean_dist_1810_32563,N/A,388.483047962,N/A,388.89735198,417.78332305,417.820852041
unit.000046,Euclidean_dist_1810_34372,N/A,5.39295196533,N/A,5.80849099159,38.7854690552,38.80052495
unit.000047,Euclidean_dist_1810_36181,N/A,5.59821486473,N/A,6.00465106964,39.8911039829,39.9035449028
unit.000048,Euclidean_dist_1810_37990,N/A,406.645910025,N/A,407.090377092,436.62834096,436.684374094
unit.000049,Euclidean_dist_1810_39799,N/A,407.053654909,N/A,407.495429039,437.759165049,437.79964304
unit.000050,Euclidean_dist_1810_41608,N/A,357.281490088,N/A,357.694951057,386.490134001,386.533047915
unit.000051,Euclidean_dist_1810_43417,N/A,360.105622053,N/A,360.520190954,392.832525969,392.882814884
unit.000052,Euclidean_dist_1810_45226,N/A,42.4831600189,N/A,42.8899738789,71.314027071,71.4455230236
unit.000053,Euclidean_dist_1810_47035,N/A,42.7317528725,N/A,43.1395390034,71.4582660198,71.4749701023
unit.000054,Euclidean_dist_1810_48844,N/A,41.1323339939,N/A,41.5385279655,70.0886058807,70.1231958866
