#TIME             VMEM_MAX          VMEM              RMEM_MAX          RMEM              SHMEM             MEM_FREE          TMEM_MAX         
1481746031        0.105038          0.105038          0.003010          0.003010          0.000000          27.637700         0.003010         
1481746033        0.105042          0.105042          0.003052          0.003052          0.000000          27.636500         0.003052         
1481746034        0.105042          0.105042          0.003052          0.003052          0.000000          27.636800         0.003052         
1481746035        0.105042          0.105042          0.003052          0.003052          0.000000          27.636600         0.003052         
1481746036        0.105042          0.105042          0.003052          0.003052          0.000000          27.636600         0.003052         
1481746037        0.105042          0.105042          0.003052          0.003052          0.000000          27.636400         0.003052         
1481746038        0.398369          0.398270          0.010803          0.010799          0.000000          27.627800         0.010799         
1481746039        0.586296          0.586166          0.033451          0.033451          0.000000          27.603500         0.033451         
1481746040        0.586296          0.586166          0.033508          0.033028          0.000000          27.602300         0.033451         
1481746041        0.662144          0.654202          0.091129          0.083698          0.000000          27.531700         0.083698         
1481746043        0.662144          0.654202          0.091129          0.083698          0.000000          27.528500         0.083698         
1481746044        0.693531          0.693401          0.121044          0.121044          0.000000          27.353200         0.121044         
1481746045        0.693531          0.693401          0.121044          0.121044          0.000000          27.108000         0.121044         
1481746046        0.693531          0.693401          0.121044          0.121044          0.000000          26.886900         0.121044         
1481746047        0.693531          0.693401          0.121044          0.121044          0.000000          26.641600         0.121044         
1481746048        0.693531          0.693401          0.121044          0.121044          0.000000          26.442400         0.121044         
1481746049        0.693531          0.693401          0.121044          0.121044          0.000000          26.210000         0.121044         
1481746050        0.693531          0.693401          0.121044          0.118099          0.000000          25.969000         0.121044         
1481746052        0.693531          0.693401          0.121044          0.118099          0.000000          25.707300         0.121044         
1481746053        0.693531          0.693401          0.121044          0.118099          0.000000          25.504000         0.121044         
1481746054        0.693531          0.693401          0.121044          0.118099          0.000000          25.337000         0.121044         
1481746055        0.693531          0.693401          0.121044          0.118099          0.000000          25.125800         0.121044         
1481746056        0.693531          0.693401          0.121044          0.118107          0.000000          24.938700         0.121044         
1481746057        0.693531          0.693401          0.121044          0.118107          0.000000          24.724000         0.121044         
1481746058        0.693531          0.693401          0.121044          0.118107          0.000000          24.517700         0.121044         
1481746059        0.693531          0.693401          0.121044          0.118107          0.000000          24.298400         0.121044         
1481746061        0.693531          0.693401          0.121044          0.118107          0.000000          24.111900         0.121044         
1481746062        0.693531          0.693401          0.121044          0.118099          0.000000          23.921300         0.121044         
1481746063        0.693531          0.693401          0.121044          0.118107          0.000000          23.697600         0.121044         
1481746064        0.693531          0.693401          0.121044          0.118107          0.000000          23.486500         0.121044         
1481746065        0.693531          0.693401          0.121044          0.118107          0.000000          23.336000         0.121044         
1481746066        0.693531          0.693401          0.121044          0.118114          0.000000          23.093900         0.121044         
1481746067        0.693531          0.693401          0.121044          0.118114          0.000000          22.810200         0.121044         
1481746068        0.693531          0.693401          0.121044          0.118114          0.000000          22.572800         0.121044         
1481746070        0.693531          0.693401          0.121044          0.118114          0.000000          22.326600         0.121044         
1481746071        0.693531          0.693401          0.121044          0.118099          0.000000          22.133000         0.121044         
1481746072        0.693531          0.693401          0.121044          0.118107          0.000000          21.890400         0.121044         
1481746073        0.693531          0.693401          0.121044          0.118107          0.000000          21.634000         0.121044         
1481746074        0.693531          0.693401          0.121044          0.118107          0.000000          21.397300         0.121044         
1481746075        0.693531          0.693401          0.121044          0.118107          0.000000          21.163000         0.121044         
1481746076        0.693535          0.693405          0.121048          0.118118          0.000000          21.005100         0.121044         
1481746077        0.693535          0.693405          0.121048          0.118118          0.000000          20.871900         0.121044         
