CU,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,N/A,1.514,N/A,220.019,293.356,296.203
unit.000001,N/A,1.236,N/A,44.58,114.759,122.94
unit.000002,N/A,1.574,N/A,260.265,333.127,336.067
unit.000003,N/A,1.246,N/A,51.633,125.727,128.783
unit.000004,N/A,1.247,N/A,52.579,127.634,130.802
unit.000005,N/A,1.256,N/A,58.682,131.351,135.533
unit.000006,N/A,1.309,N/A,94.861,167.493,172.236
unit.000007,N/A,1.351,N/A,119.274,192.282,195.629
unit.000008,N/A,1.272,N/A,69.734,143.364,146.297
unit.000009,N/A,1.278,N/A,73.731,146.741,150.235
unit.000010,N/A,1.283,N/A,76.777,152.428,155.056
unit.000011,N/A,1.287,N/A,79.831,152.275,154.124
unit.000012,N/A,1.547,N/A,243.279,323.52,329.092
unit.000013,N/A,1.298,N/A,86.748,160.072,164.648
unit.000014,N/A,1.304,N/A,90.769,161.987,166.584
unit.000015,N/A,1.259,N/A,60.585,142.459,144.296
unit.000016,N/A,1.289,N/A,80.785,153.339,156.906
unit.000017,N/A,1.509,N/A,216.937,289.876,291.251
unit.000018,N/A,1.364,N/A,126.197,198.474,203.301
unit.000019,N/A,1.403,N/A,151.353,223.921,225.773
unit.000020,N/A,1.44,N/A,176.621,248.927,250.844
unit.000021,N/A,1.481,N/A,198.924,272.016,272.935
unit.000022,N/A,1.56,N/A,251.235,322.408,326.168
unit.000023,N/A,1.189,N/A,17.247,90.911,95.852
unit.000024,N/A,1.166,N/A,4.267,80.188,84.266
unit.000025,N/A,1.173,N/A,8.271,83.374,89.148
unit.000026,N/A,1.182,N/A,13.233,86.096,94.023
unit.000027,N/A,1.19,N/A,18.387,91.176,96.755
unit.000028,N/A,1.195,N/A,21.288,94.026,101.794
unit.000029,N/A,1.205,N/A,27.406,100.244,107.558
unit.000030,N/A,1.214,N/A,32.366,103.814,110.366
unit.000031,N/A,1.219,N/A,35.427,109.968,117.308
unit.000032,N/A,1.229,N/A,40.579,112.567,119.216
unit.000033,N/A,1.552,N/A,246.171,317.94,320.487
unit.000034,N/A,1.243,N/A,49.528,121.025,127.869
unit.000035,N/A,1.249,N/A,53.535,127.871,131.702
unit.000036,N/A,1.255,N/A,57.533,129.445,133.622
unit.000037,N/A,1.26,N/A,61.725,133.623,137.55
unit.000038,N/A,1.264,N/A,64.589,136.159,139.572
unit.000039,N/A,1.271,N/A,68.777,142.929,145.306
unit.000040,N/A,1.275,N/A,71.819,143.835,147.201
unit.000041,N/A,1.281,N/A,75.824,147.643,151.245
unit.000042,N/A,1.285,N/A,78.685,153.201,155.999
unit.000043,N/A,1.29,N/A,81.741,156.0,159.764
unit.000044,N/A,1.565,N/A,255.283,326.377,334.052
unit.000045,N/A,1.194,N/A,20.329,94.537,102.802
unit.000046,N/A,1.317,N/A,99.836,171.321,175.145
unit.000047,N/A,1.312,N/A,96.975,168.395,173.219
unit.000048,N/A,1.311,N/A,95.831,166.586,170.309
unit.000049,N/A,1.322,N/A,102.923,173.947,178.073
unit.000050,N/A,1.328,N/A,106.989,179.756,184.96
unit.000051,N/A,1.334,N/A,111.184,181.717,185.916
unit.000052,N/A,1.344,N/A,116.181,186.924,191.752
unit.000053,N/A,1.353,N/A,120.266,191.754,194.621
unit.000054,N/A,1.359,N/A,123.312,195.15,198.47
unit.000055,N/A,1.164,N/A,3.314,76.613,83.357
unit.000056,N/A,1.168,N/A,5.22,82.458,86.127
unit.000057,N/A,1.178,N/A,11.324,84.292,91.174
unit.000058,N/A,1.185,N/A,15.333,88.004,94.931
unit.000059,N/A,1.192,N/A,19.345,93.11,99.778
unit.000060,N/A,1.199,N/A,23.393,94.933,103.808
unit.000061,N/A,1.211,N/A,30.465,102.064,109.358
unit.000062,N/A,1.216,N/A,33.527,104.718,111.558
unit.000063,N/A,1.224,N/A,37.537,108.458,115.383
unit.000064,N/A,1.233,N/A,42.484,112.94,120.118
unit.000065,N/A,1.24,N/A,47.626,118.316,124.952
unit.000066,N/A,1.202,N/A,25.497,97.439,105.643
unit.000067,N/A,1.25,N/A,54.674,132.712,136.542
unit.000068,N/A,1.28,N/A,74.683,145.309,148.208
unit.000069,N/A,1.261,N/A,62.676,139.999,141.498
unit.000070,N/A,1.267,N/A,66.687,149.472,153.199
unit.000071,N/A,1.389,N/A,142.307,214.306,218.923
unit.000072,N/A,1.427,N/A,168.622,239.141,243.015
unit.000073,N/A,1.292,N/A,82.695,154.13,157.836
unit.000074,N/A,1.295,N/A,84.812,156.909,161.674
unit.000075,N/A,1.464,N/A,191.81,263.319,264.23
unit.000076,N/A,1.218,N/A,34.477,105.645,112.564
unit.000077,N/A,1.302,N/A,89.801,160.776,165.654
