CU,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,N/A,1.319,N/A,357.257,431.164,433.077
unit.000001,N/A,1.325,N/A,363.961,438.825,441.867
unit.000002,N/A,1.326,N/A,364.084,439.059,442.873
unit.000003,N/A,1.332,N/A,366.813,441.87,446.74
unit.000004,N/A,1.338,N/A,368.935,442.874,448.618
unit.000005,N/A,1.345,N/A,369.577,442.969,449.623
unit.000006,N/A,1.359,N/A,377.039,451.613,457.576
unit.000007,N/A,1.368,N/A,421.886,493.779,494.696
unit.000008,N/A,1.374,N/A,424.617,497.655,499.629
unit.000009,N/A,1.381,N/A,429.745,503.095,505.138
unit.000010,N/A,1.387,N/A,435.87,509.919,513.633
unit.000011,N/A,1.395,N/A,437.601,512.59,518.533
unit.000012,N/A,1.4,N/A,439.359,511.638,516.519
unit.000013,N/A,1.408,N/A,442.374,514.409,521.556
unit.000014,N/A,1.414,N/A,448.87,522.567,527.55
unit.000015,N/A,1.418,N/A,490.806,564.913,565.823
unit.000016,N/A,1.423,N/A,495.328,567.256,568.817
unit.000017,N/A,1.213,N/A,216.185,290.195,291.114
unit.000018,N/A,1.255,N/A,238.728,310.343,314.196
unit.000019,N/A,1.439,N/A,507.033,579.756,585.002
unit.000020,N/A,1.445,N/A,509.16,582.273,587.949
unit.000021,N/A,1.452,N/A,510.705,582.558,588.886
unit.000022,N/A,1.462,N/A,519.954,592.128,597.898
unit.000023,N/A,1.257,N/A,238.811,311.267,316.209
unit.000024,N/A,1.264,N/A,281.036,353.354,355.278
unit.000025,N/A,1.271,N/A,288.751,363.412,365.012
unit.000026,N/A,1.285,N/A,297.321,371.606,377.499
unit.000027,N/A,1.29,N/A,299.05,370.69,375.474
unit.000028,N/A,1.277,N/A,292.945,366.022,367.939
unit.000029,N/A,1.297,N/A,301.569,373.637,381.307
unit.000030,N/A,1.313,N/A,351.483,426.605,428.249
unit.000031,N/A,1.411,N/A,444.82,516.328,524.53
unit.000032,N/A,1.417,N/A,449.748,520.178,526.543
unit.000033,N/A,1.306,N/A,308.963,381.309,387.284
unit.000034,N/A,1.329,N/A,365.194,437.912,439.744
unit.000035,N/A,1.337,N/A,368.129,439.746,443.813
unit.000036,N/A,1.343,N/A,369.47,443.935,451.61
unit.000037,N/A,1.35,N/A,373.458,446.742,452.546
unit.000038,N/A,1.364,N/A,223.989,298.063,299.806
unit.000039,N/A,1.372,N/A,422.508,496.718,498.623
unit.000040,N/A,1.38,N/A,429.516,501.798,503.192
unit.000041,N/A,1.384,N/A,432.965,505.14,508.053
unit.000042,N/A,1.391,N/A,436.328,507.803,510.847
unit.000043,N/A,1.398,N/A,439.245,510.849,515.589
unit.000044,N/A,1.405,N/A,441.76,513.514,520.548
unit.000045,N/A,1.082,N/A,22.17,92.585,97.345
unit.000046,N/A,1.121,N/A,84.166,156.922,158.836
unit.000047,N/A,1.422,N/A,494.718,567.842,569.824
unit.000048,N/A,1.427,N/A,499.062,571.729,572.713
unit.000049,N/A,1.431,N/A,501.078,572.715,574.569
unit.000050,N/A,1.435,N/A,504.217,576.892,580.31
unit.000051,N/A,1.442,N/A,508.064,580.312,585.922
unit.000052,N/A,1.451,N/A,510.489,584.105,590.899
unit.000053,N/A,1.455,N/A,513.6,585.005,592.869
unit.000054,N/A,1.46,N/A,515.129,587.198,594.881
unit.000055,N/A,1.055,N/A,3.995,75.091,80.909
unit.000056,N/A,1.06,N/A,7.991,83.047,85.79
unit.000057,N/A,1.064,N/A,11.039,83.662,86.805
unit.000058,N/A,1.07,N/A,15.043,87.815,92.583
unit.000059,N/A,1.079,N/A,20.081,90.679,95.436
unit.000060,N/A,1.087,N/A,25.038,94.952,101.153
unit.000061,N/A,1.092,N/A,28.107,99.754,106.112
unit.000062,N/A,1.097,N/A,31.156,103.552,109.133
