time              msgs_alloc        msgs_max          errors            send_count        recv_count        route_count       drop_count        send_length       recv_length       route_length      drop_length      
1483661896        0                 2473              0                 131132245         131196232         0                 142828            457985980585      499791251025      0                 31190032         
1483661897        0                 2473              0                 131132306         131196290         0                 142828            457986005961      499791275017      0                 31190032         
1483661898        0                 2473              0                 131132366         131196348         0                 142828            457986030681      499791298577      0                 31190032         
1483661899        0                 2473              0                 131132434         131196414         0                 142828            457986058832      499791324257      0                 31190032         
1483661900        0                 2473              0                 131132498         131196476         0                 142828            457986085695      499791348553      0                 31190032         
1483661901        0                 2473              0                 131132558         131196534         0                 142828            457986110415      499791372113      0                 31190032         
1483661903        0                 2473              0                 131132617         131196591         0                 142828            457986134751      499791395097      0                 31190032         
1483661904        0                 2473              0                 131132692         131196664         0                 142828            457986164813      499791421521      0                 31190032         
1483661905        0                 2473              0                 131132771         131196741         0                 142828            457986197307      499791449553      0                 31190032         
1483661906        0                 2473              0                 131132831         131196799         0                 142828            457986222027      499791473113      0                 31190032         
1483661907        0                 2473              0                 131132933         131196899         0                 142828            457986267475      499792576425      0                 31190032         
1483661908        0                 2473              0                 131133115         131197079         0                 142828            457986328259      499793695825      0                 31190032         
1483661909        0                 2473              0                 131133205         131197166         0                 142828            457986366667      499793728553      0                 31190032         
1483661910        0                 2473              0                 131133291         131197251         0                 142828            457986403763      499793760513      0                 31190032         
1483661912        0                 2473              0                 131133882         131197836         0                 142828            457986581603      499819555120      0                 31190032         
1483661913        0                 2473              0                 131134034         131197985         0                 142828            457986632139      499858405328      0                 31190032         
1483661914        0                 2473              0                 131134245         131198190         0                 142828            457986717384      499919279216      0                 31190032         
1483661915        0                 2473              0                 131134431         131198370         0                 142828            457986789462      499968613432      0                 31190032         
1483661916        0                 2473              0                 131134604         131198548         0                 142828            457986843118      500024238560      0                 31190032         
1483661917        0                 2473              0                 131134814         131198749         0                 142828            457986927872      500084062976      0                 31190032         
1483661918        0                 2473              0                 131134982         131198918         0                 142828            457986982120      500134443144      0                 31190032         
1483661919        0                 2473              0                 131135152         131199090         0                 142828            457987036544      500184824960      0                 31190032         
1483661921        0                 2473              0                 131135345         131199282         0                 142828            457987096648      500248841240      0                 31190032         
1483661922        0                 2473              0                 131135529         131199464         0                 142828            457987154696      500306564320      0                 31190032         
1483661923        0                 2473              0                 131135729         131199667         0                 142828            457987248005      500359049840      0                 31190032         
1483661924        0                 2473              0                 131135902         131199834         0                 142828            457987304293      500408381472      0                 31190032         
1483661925        0                 2473              0                 131136050         131199983         0                 142828            457987352773      500448272320      0                 31190032         
1483661926        0                 2473              0                 131136192         131200124         0                 142828            457987400381      500485015584      0                 31190032         
1483661927        0                 2473              0                 131136408         131200343         0                 142828            457987514510      500541699824      0                 31190032         
1483661928        0                 2473              0                 131137565         131201502         0                 142828            457987802244      500581784912      0                 31190032         
1483661930        0                 2473              0                 131137724         131201662         0                 142828            457987854348      500626921192      0                 31190032         
1483661931        0                 2473              0                 131137897         131201826         0                 142828            457987910932      500674154672      0                 31190032         
1483661932        0                 2473              0                 131138047         131201973         0                 142828            457987962636      500707754184      0                 31190032         
1483661933        0                 2473              0                 131138209         131202145         0                 142828            457988045023      500744504704      0                 31190032         
1483661934        0                 2473              0                 131138392         131202322         0                 142828            457988103855      500800129536      0                 31190032         
1483661935        0                 2473              0                 131138546         131202477         0                 142828            457988153903      500844215632      0                 31190032         
1483661936        0                 2473              0                 131138720         131202647         0                 142828            457988209999      500895644856      0                 31190032         
1483661937        0                 2473              0                 131138892         131202825         0                 142828            457988290579      500933445632      0                 31190032         
1483661939        0                 2473              0                 131139058         131202985         0                 142828            457988345107      500978581656      0                 31190032         
1483661940        0                 2473              0                 131139209         131203134         0                 142828            457988395819      501016376120      0                 31190032         
1483661941        0                 2473              0                 131139398         131203325         0                 142828            457988454163      501079343784      0                 31190032         
1483661942        0                 2473              0                 131139576         131203500         0                 142828            457988512803      501128677280      0                 31190032         
1483661943        0                 2473              0                 131139767         131203689         0                 142828            457988604846      501173820072      0                 31190032         
1483661944        0                 2473              0                 131139940         131203862         0                 142828            457988659966      501226298464      0                 31190032         
1483661945        0                 2473              0                 131140107         131204024         0                 142828            457988714598      501273531784      0                 31190032         
1483661946        0                 2473              0                 131140285         131204207         0                 142828            457988769422      501331255224      0                 31190032         
1483661948        0                 2473              0                 131140482         131204401         0                 142828            457988858402      501378496128      0                 31190032         
1483661949        0                 2473              0                 131140656         131204571         0                 142828            457988914498      501429925416      0                 31190032         
1483661950        0                 2473              0                 131140838         131204756         0                 142828            457988971658      501487649768      0                 31190032         
1483661951        0                 2473              0                 131141010         131204925         0                 142828            457989026970      501538030376      0                 31190032         
1483661952        0                 2473              0                 131141167         131205080         0                 142828            457989080242      501576874112      0                 31190032         
1483661953        0                 2473              0                 131142383         131206298         0                 142828            457989401541      501630602664      0                 31190032         
1483661954        0                 2473              0                 131142542         131206457         0                 142828            457989452949      501675738392      0                 31190032         
1483661955        0                 2473              0                 131142692         131206604         0                 142828            457989502997      501715628584      0                 31190032         
1483661957        0                 2473              0                 131142853         131206763         0                 142828            457989555485      501761812632      0                 31190032         
1483661958        0                 2473              0                 131143048         131206958         0                 142828            457989643001      501810102320      0                 31190032         
1483661959        0                 2473              0                 131143196         131207108         0                 142828            457989692249      501847896976      0                 31190032         
1483661960        0                 2473              0                 131143370         131207281         0                 142828            457989747665      501901423856      0                 31190032         
1483661961        0                 2473              0                 131143550         131207459         0                 142828            457989804633      501956000664      0                 31190032         
1483661962        0                 2473              0                 131143725         131207638         0                 142828            457989916946      501996946808      0                 31190032         
1483661963        0                 2473              0                 131143929         131207843         0                 142828            457989998479      502056772096      0                 31190032         
1483661964        0                 2473              0                 131144123         131208036         0                 142828            457990058183      502118691600      0                 31190032         
1483661966        0                 2473              0                 131144299         131208206         0                 142828            457990115567      502168024256      0                 31190032         
1483661967        0                 2473              0                 131144468         131208371         0                 142828            457990172151      502211064552      0                 31190032         
1483661968        0                 2473              0                 131144660         131208568         0                 142828            457990263023      502260403144      0                 31190032         
1483661969        0                 2473              0                 131144842         131208750         0                 142828            457990320863      502316029840      0                 31190032         
1483661970        0                 2473              0                 131145018         131208922         0                 142828            457990377447      502368508040      0                 31190032         
