Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec
0,5000,0,5000,0.0,0.0
5000,10000,1,5000,311.0,6054.83087321
0,5000,2,5000,620.0,5410.36122219
5000,10000,3,5000,933.0,4813.72103368
10000,15000,4,5000,1245.0,5847.13044413
15000,20000,5,5000,1559.0,6401.80605394
20000,25000,6,5000,1868.0,7025.54034349
25000,30000,7,5000,2179.0,7546.24108964
30000,35000,8,5000,2489.0,8000.64272314
35000,40000,9,5000,2801.0,8228.29000684
40000,45000,10,5000,3110.0,8567.28126786
45000,50000,11,5000,3422.0,8999.76629678
50000,55000,12,5000,3731.0,9268.04649852
55000,60000,13,5000,4044.0,9336.02011879
60000,65000,14,5000,4354.0,9382.56996519
65000,70000,15,5000,4668.0,9128.1696452
70000,75000,16,5000,4977.0,8930.60626069
75000,80000,17,5000,5284.0,8997.47335635
80000,85000,18,5000,5597.0,9052.25454492
85000,90000,19,5000,5902.0,9108.570929
90000,95000,20,5000,6207.0,9160.58223398
95000,100000,21,5000,6517.0,9358.82698056
0,5000,22,5000,6825.0,7859.83298546
5000,10000,23,5000,7140.0,8046.9831361
10000,15000,24,5000,7455.0,8122.92356847
15000,20000,25,5000,7765.0,8263.32891016
20000,25000,26,5000,8076.0,8328.53857025
25000,30000,27,5000,8376.0,8498.91942844
30000,35000,28,5000,8676.0,8558.39890045
35000,40000,29,5000,8991.0,8617.21974409
40000,45000,30,5000,9305.0,8656.07082063
45000,50000,31,5000,9619.0,8709.49291875
50000,55000,32,5000,9932.0,8760.21505242
55000,60000,33,5000,10242.0,8902.81188355
60000,65000,34,5000,10551.0,8998.7288067
65000,70000,35,5000,10872.0,8921.78650034
70000,75000,36,5000,11192.0,8851.17355674
75000,80000,37,5000,11498.0,8973.50943002
80000,85000,38,5000,11804.0,9058.54429248
85000,90000,39,5000,12106.0,9083.21509922
90000,95000,40,5000,12407.0,9105.41962906
95000,100000,41,5000,12708.0,9123.6084216
100000,105000,42,5000,13009.0,9140.22556131
105000,110000,43,5000,13309.0,9055.23788958
110000,115000,44,5000,13609.0,8935.98204296
115000,120000,45,5000,13927.0,8959.78513476
120000,125000,46,5000,14244.0,8990.30181062
125000,130000,47,5000,14558.0,8966.93528973
130000,135000,48,5000,14872.0,8992.42723771
135000,140000,49,5000,15188.0,9010.51125623
140000,145000,50,5000,15505.0,8945.84930958
145000,150000,51,5000,15812.0,8881.58423093
150000,155000,52,5000,16120.0,8820.40743463
155000,160000,53,5000,16421.0,8903.89985388
160000,165000,54,5000,16723.0,8920.89349059
165000,170000,55,5000,17029.0,8861.95032381
170000,175000,56,5000,17335.0,8804.9535425
175000,180000,57,5000,17649.0,8756.24941918
180000,185000,58,5000,17962.0,8709.49484434
185000,190000,59,5000,18271.0,8776.05414727
190000,195000,60,5000,18579.0,8827.73895414
195000,200000,61,5000,18894.0,8879.6148918
200000,205000,62,5000,19208.0,8930.11179151
205000,210000,63,5000,19512.0,8992.33113878
210000,215000,64,5000,19816.0,9003.61838259
215000,220000,65,5000,20132.0,9023.73130653
220000,225000,66,5000,20447.0,9071.15052139
225000,230000,67,5000,20772.0,9122.20126746
230000,235000,68,5000,21098.0,9171.61566896
235000,240000,69,5000,21402.0,9180.58510214
240000,245000,70,5000,21707.0,9222.90837411
245000,250000,71,5000,22028.0,9175.13736192
250000,255000,72,5000,22349.0,9129.68747374
255000,260000,73,5000,22648.0,9079.50509897
260000,265000,74,5000,22947.0,9030.28433453
265000,270000,75,5000,23244.0,9085.66080371
