Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,8000,120,48,0.06000
100,1000,3,8000,120,48,0.63116
100,10000,3,8000,120,48,6.34506
100,100000,3,8000,120,48,60.18929
100,1000000,3,8000,120,48,587.58399
