,Duration,Framework,Nodes,Optimization
0,8896350.0,MPIC++,1,0
1,8903780.0,MPIC++,1,0
2,8895200.0,MPIC++,1,0
3,8900080.0,MPIC++,1,0
4,8907700.0,MPIC++,1,0
5,8894490.0,MPIC++,1,0
6,8895800.0,MPIC++,1,0
7,8888510.0,MPIC++,1,0
8,8892830.0,MPIC++,1,0
9,8909440.0,MPIC++,1,0
10,8895670.0,MPIC++,1,0
11,8896260.0,MPIC++,1,0
12,8994400.0,MPIC++,1,0
13,8901860.0,MPIC++,1,0
14,8932830.0,MPIC++,1,0
15,8894180.0,MPIC++,1,0
16,8896770.0,MPIC++,1,0
17,8893890.0,MPIC++,1,0
18,8889720.0,MPIC++,1,0
19,8898490.0,MPIC++,1,0
20,8893310.0,MPIC++,1,0
21,8900060.0,MPIC++,1,0
22,8962770.0,MPIC++,1,0
23,8893330.0,MPIC++,1,0
24,8914960.0,MPIC++,1,0
25,8897340.0,MPIC++,1,0
26,8892080.0,MPIC++,1,0
27,8879540.0,MPIC++,1,0
28,8965260.0,MPIC++,1,0
29,8893570.0,MPIC++,1,0
30,8909230.0,MPIC++,1,0
31,8917820.0,MPIC++,1,0
32,8895390.0,MPIC++,1,0
33,8896800.0,MPIC++,1,0
34,8888890.0,MPIC++,1,0
35,8933300.0,MPIC++,1,0
36,8905080.0,MPIC++,1,0
37,9077330.0,MPIC++,1,0
38,8895710.0,MPIC++,1,0
39,8898520.0,MPIC++,1,0
40,8906060.0,MPIC++,1,0
41,8986630.0,MPIC++,1,0
42,8899870.0,MPIC++,1,0
43,8896440.0,MPIC++,1,0
44,8971620.0,MPIC++,1,0
45,8903790.0,MPIC++,1,0
46,8897830.0,MPIC++,1,0
47,8905300.0,MPIC++,1,0
48,8907150.0,MPIC++,1,0
49,8904400.0,MPIC++,1,0
50,8899220.0,MPIC++,1,0
51,8899040.0,MPIC++,1,0
52,8887710.0,MPIC++,1,0
53,8888120.0,MPIC++,1,0
54,8894060.0,MPIC++,1,0
55,8857540.0,MPIC++,1,0
56,8909490.0,MPIC++,1,0
57,8891460.0,MPIC++,1,0
58,8894350.0,MPIC++,1,0
59,8902930.0,MPIC++,1,0
60,8915910.0,MPIC++,1,0
61,8900560.0,MPIC++,1,0
62,8846320.0,MPIC++,1,0
63,8918720.0,MPIC++,1,0
64,8896740.0,MPIC++,1,0
65,8906000.0,MPIC++,1,0
66,8895860.0,MPIC++,1,0
67,8910330.0,MPIC++,1,0
68,8894200.0,MPIC++,1,0
69,8901780.0,MPIC++,1,0
70,8894660.0,MPIC++,1,0
71,8898240.0,MPIC++,1,0
72,8903380.0,MPIC++,1,0
73,8906530.0,MPIC++,1,0
74,8961400.0,MPIC++,1,0
75,8890390.0,MPIC++,1,0
76,8888000.0,MPIC++,1,0
77,8892330.0,MPIC++,1,0
78,8891280.0,MPIC++,1,0
79,8889240.0,MPIC++,1,0
80,8897450.0,MPIC++,1,0
81,8911980.0,MPIC++,1,0
82,8901710.0,MPIC++,1,0
83,8894110.0,MPIC++,1,0
84,8930290.0,MPIC++,1,0
85,8902480.0,MPIC++,1,0
86,8907980.0,MPIC++,1,0
87,8903620.0,MPIC++,1,0
88,8894400.0,MPIC++,1,0
89,8896990.0,MPIC++,1,0
90,8899080.0,MPIC++,1,0
91,8894960.0,MPIC++,1,0
92,9089700.0,MPIC++,1,0
93,8898010.0,MPIC++,1,0
94,8897920.0,MPIC++,1,0
95,8911820.0,MPIC++,1,0
96,8923720.0,MPIC++,1,0
97,8962000.0,MPIC++,1,0
98,9314960.0,MPIC++,1,0
99,8824770.0,MPIC++,1,0
100,8904770.0,MPIC++,1,0
101,8947400.0,MPIC++,1,0
102,8891020.0,MPIC++,1,0
103,8898040.0,MPIC++,1,0
104,8849610.0,MPIC++,1,0
105,8889970.0,MPIC++,1,0
106,8899910.0,MPIC++,1,0
107,8863540.0,MPIC++,1,0
108,8912190.0,MPIC++,1,0
109,8918120.0,MPIC++,1,0
110,8915980.0,MPIC++,1,0
111,8871320.0,MPIC++,1,0
112,8894410.0,MPIC++,1,0
113,8896250.0,MPIC++,1,0
114,8896690.0,MPIC++,1,0
115,8901620.0,MPIC++,1,0
116,8895070.0,MPIC++,1,0
117,8900640.0,MPIC++,1,0
118,8896670.0,MPIC++,1,0
119,8921490.0,MPIC++,1,0
120,8944930.0,MPIC++,1,0
121,8922910.0,MPIC++,1,0
