,Duration,Framework,Nodes
0,6694,Spark,1
1,6700,Spark,1
2,6710,Spark,1
3,6695,Spark,1
4,6704,Spark,1
5,6714,Spark,1
6,6714,Spark,1
7,6725,Spark,1
8,6723,Spark,1
9,6728,Spark,1
10,6734,Spark,1
11,6734,Spark,1
12,6737,Spark,1
13,6740,Spark,1
14,6748,Spark,1
15,6750,Spark,1
16,6750,Spark,1
17,6759,Spark,1
18,6756,Spark,1
19,6760,Spark,1
20,6766,Spark,1
21,6766,Spark,1
22,6783,Spark,1
23,7208,Spark,1
24,5932,Spark,1
25,5934,Spark,1
26,5939,Spark,1
27,5954,Spark,1
28,5958,Spark,1
29,5960,Spark,1
30,5962,Spark,1
31,5967,Spark,1
32,5970,Spark,1
33,5973,Spark,1
34,5977,Spark,1
35,5981,Spark,1
36,5984,Spark,1
37,5987,Spark,1
38,5991,Spark,1
39,5992,Spark,1
40,6001,Spark,1
41,6028,Spark,1
42,6053,Spark,1
43,6261,Spark,1
44,6314,Spark,1
45,6322,Spark,1
46,6428,Spark,1
47,6492,Spark,1
48,5863,Spark,1
49,5864,Spark,1
50,5866,Spark,1
51,5867,Spark,1
52,5882,Spark,1
53,5883,Spark,1
54,5905,Spark,1
55,5916,Spark,1
56,5917,Spark,1
57,5922,Spark,1
58,5927,Spark,1
59,5929,Spark,1
60,5933,Spark,1
61,5935,Spark,1
62,5938,Spark,1
63,5956,Spark,1
64,5958,Spark,1
65,5959,Spark,1
66,5966,Spark,1
67,5970,Spark,1
68,5978,Spark,1
69,5983,Spark,1
70,6013,Spark,1
71,6380,Spark,1
72,5901,Spark,1
73,5901,Spark,1
74,5907,Spark,1
75,5908,Spark,1
76,5913,Spark,1
77,5918,Spark,1
78,5953,Spark,1
79,5956,Spark,1
80,5960,Spark,1
81,5974,Spark,1
82,5979,Spark,1
83,5992,Spark,1
84,5995,Spark,1
85,6000,Spark,1
86,6011,Spark,1
87,6017,Spark,1
88,6020,Spark,1
89,6026,Spark,1
90,6047,Spark,1
91,6050,Spark,1
92,6081,Spark,1
93,6089,Spark,1
94,6090,Spark,1
95,6526,Spark,1
96,5856,Spark,1
97,5858,Spark,1
98,5862,Spark,1
99,5871,Spark,1
100,5880,Spark,1
101,5895,Spark,1
102,5936,Spark,1
103,5959,Spark,1
104,5965,Spark,1
105,5968,Spark,1
106,5971,Spark,1
107,5974,Spark,1
108,5977,Spark,1
109,5980,Spark,1
110,5984,Spark,1
111,5984,Spark,1
