Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec
0,5000,0,5000,0.0,0.0
5000,10000,1,5000,309.0,2318.30228228
0,5000,2,5000,620.0,2670.81233529
5000,10000,3,5000,934.0,2987.66257658
10000,15000,4,5000,1241.0,3161.70147123
15000,20000,5,5000,1548.0,3513.5340756
20000,25000,6,5000,1858.0,4036.18044013
25000,30000,7,5000,2172.0,4413.52107195
30000,35000,8,5000,2488.0,4861.01756789
35000,40000,9,5000,2795.0,5183.21049139
40000,45000,10,5000,3103.0,5512.55179541
45000,50000,11,5000,3414.0,5819.72106997
50000,55000,12,5000,3725.0,6100.1067065
55000,60000,13,5000,4036.0,6364.50350085
60000,65000,14,5000,4347.0,6602.89003488
65000,70000,15,5000,4660.0,6824.57860739
70000,75000,16,5000,4978.0,6963.14180844
75000,80000,17,5000,5286.0,7157.53846511
80000,85000,18,5000,5596.0,7268.25956038
85000,90000,19,5000,5908.0,7473.72219049
90000,95000,20,5000,6217.0,7636.63359136
95000,100000,21,5000,6525.0,7786.97165255
0,5000,22,5000,6834.0,6639.4500369
5000,10000,23,5000,7138.0,6626.65931349
10000,15000,24,5000,7443.0,6715.10871745
15000,20000,25,5000,7761.0,6714.32341379
20000,25000,26,5000,8079.0,6682.57524276
25000,30000,27,5000,8392.0,6511.13423626
30000,35000,28,5000,8704.0,6279.33451809
35000,40000,29,5000,9019.0,6152.04322449
40000,45000,30,5000,9334.0,6038.6644009
45000,50000,31,5000,9634.0,5927.09007557
50000,55000,32,5000,9934.0,5941.2810571
55000,60000,33,5000,10247.0,5961.55433452
60000,65000,34,5000,10561.0,5872.48445562
65000,70000,35,5000,10891.0,5899.28744717
70000,75000,36,5000,11221.0,5826.3878637
75000,80000,37,5000,11531.0,5925.30203524
80000,85000,38,5000,11842.0,6014.0460637
85000,90000,39,5000,12157.0,6076.62238154
90000,95000,40,5000,12472.0,6137.30253006
95000,100000,41,5000,12771.0,6193.55792029
100000,105000,42,5000,13070.0,6245.13805205
105000,110000,43,5000,13381.0,6300.06898198
110000,115000,44,5000,13693.0,6356.9362033
115000,120000,45,5000,14001.0,6428.41273412
120000,125000,46,5000,14309.0,6499.19566526
125000,130000,47,5000,14617.0,6524.75609305
130000,135000,48,5000,14925.0,6570.38847062
135000,140000,49,5000,15235.0,6614.73870889
