BatchTime, SubmissionTime, SchedulingDelay, ProcessingDelay, TotalDelay, NumberRecords, Scenario
1531361160000 ms, 2018-07-11T21:06:00, 5, 4220, 4225, 0,light-sirt-1-1-1-1
1531361220000 ms, 2018-07-11T21:07:00, 1, 175, 176, 0,light-sirt-1-1-1-1
1531361280000 ms, 2018-07-11T21:08:00, 0, 164, 164, 0,light-sirt-1-1-1-1
1531361340000 ms, 2018-07-11T21:09:00, 1, 159, 160, 0,light-sirt-1-1-1-1
1531361400000 ms, 2018-07-11T21:10:00, 1, 158, 159, 0,light-sirt-1-1-1-1
